account_id,plan_tier,api_calls_per_month,seat_count,feature_count,feature_request_count,upgraded_next_quarter,cluster
9579,pro,6451.0,11.0,12.0,0,0,0
9580,pro,6998.0,8.0,9.0,4,0,0
9581,free,167.0,1.0,2.0,1,0,2
9582,pro,5983.0,9.0,10.0,4,0,0
9583,free,616.0,2.0,2.0,3,1,2
9584,pro,6238.0,10.0,5.0,4,0,2
9585,pro,9816.0,9.0,7.0,3,0,0
9586,pro,10736.0,2.0,10.0,3,1,0
9587,pro,5965.0,8.0,8.0,3,0,0
9588,free,590.0,1.0,2.0,1,0,2
9589,free,374.0,1.0,6.0,1,0,2
9590,enterprise,55147.0,43.0,18.0,1,0,1
9591,free,303.0,1.0,3.0,3,0,2
9592,free,281.0,1.0,1.0,5,0,2
9593,free,251.0,1.0,5.0,0,0,2
9594,free,688.0,1.0,4.0,5,0,2
9595,free,560.0,1.0,3.0,2,0,2
9596,pro,9794.0,7.0,10.0,2,0,0
9597,enterprise,34966.0,48.0,19.0,3,1,1
9598,free,524.0,2.0,2.0,2,1,2
9599,pro,8165.0,8.0,9.0,3,0,0
9600,pro,8205.0,11.0,9.0,3,0,0
9601,free,572.0,2.0,2.0,2,0,2
9602,free,187.0,1.0,5.0,0,0,2
9603,free,127.0,2.0,3.0,1,0,2
9604,free,168.0,2.0,2.0,2,0,2
9605,pro,7363.0,8.0,9.0,2,0,0
9606,free,224.0,8.0,2.0,2,0,2
9607,pro,10043.0,8.0,10.0,1,0,0
9608,pro,8713.0,6.0,10.0,3,0,0
9609,free,434.0,5.0,2.0,3,0,2
9610,enterprise,83543.0,48.0,18.0,1,0,1
9611,free,471.0,2.0,3.0,2,0,2
9612,enterprise,59315.0,41.0,18.0,3,0,1
9613,free,455.0,2.0,3.0,2,0,2
9614,free,605.0,3.0,3.0,2,0,2
9615,free,478.0,3.0,1.0,5,0,2
9616,free,781.0,1.0,4.0,0,0,2
9617,free,862.0,5.0,3.0,1,0,2
9618,free,579.0,1.0,6.0,1,1,2
9619,pro,9162.0,10.0,8.0,4,0,0
9620,free,642.0,1.0,3.0,1,0,2
9621,pro,7697.0,7.0,10.0,1,0,0
9622,free,600.0,1.0,3.0,0,0,2
9623,pro,9908.0,8.0,9.0,6,0,0
9624,free,211.0,4.0,3.0,2,0,2
9625,pro,8460.0,6.0,9.0,3,0,0
9626,pro,6743.0,5.0,9.0,2,0,0
9627,free,829.0,2.0,4.0,2,0,2
9628,enterprise,70976.0,43.0,18.0,4,1,1
9629,free,145.0,1.0,1.0,1,0,2
9630,free,469.0,3.0,3.0,3,0,2
9631,pro,8381.0,10.0,9.0,4,0,0
9632,pro,9011.0,10.0,12.0,1,0,0
9633,free,115.0,1.0,3.0,0,0,2
9634,free,592.0,3.0,3.0,2,0,2
9635,free,566.0,2.0,1.0,2,0,2
9636,free,0.0,2.0,3.0,5,0,2
9637,pro,8946.0,11.0,9.0,4,0,0
9638,free,356.0,3.0,2.0,4,0,2
9639,pro,6887.0,7.0,10.0,1,0,0
9640,pro,7591.0,7.0,10.0,2,0,0
9641,free,1204.0,1.0,2.0,4,0,2
9642,free,412.0,2.0,7.0,1,0,0
9643,free,778.0,4.0,3.0,0,0,2
9644,free,988.0,2.0,2.0,4,1,2
9645,free,510.0,5.0,3.0,3,1,2
9646,free,460.0,2.0,4.0,2,0,2
9647,free,0.0,3.0,1.0,1,0,2
9648,free,292.0,1.0,3.0,3,0,2
9649,enterprise,71781.0,46.0,17.0,1,0,1
9650,free,176.0,3.0,1.0,2,0,2
9651,pro,7511.0,6.0,9.0,3,0,0
9652,free,140.0,7.0,3.0,2,0,2
9653,free,542.0,1.0,1.0,1,0,2
9654,enterprise,69412.0,44.0,19.0,1,0,1
9655,pro,7187.0,4.0,10.0,1,0,0
9656,free,374.0,1.0,3.0,3,0,2
9657,pro,8897.0,9.0,12.0,0,0,0
9658,free,605.0,3.0,3.0,1,0,2
9659,free,331.0,3.0,1.0,1,0,2
9660,free,357.0,5.0,3.0,2,0,2
9661,pro,7807.0,8.0,7.0,2,0,0
9662,free,318.0,6.0,3.0,1,0,2
9663,pro,7568.0,4.0,8.0,2,0,0
9664,free,729.0,3.0,5.0,2,0,2
9665,pro,9647.0,8.0,6.0,3,0,0
9666,pro,9353.0,4.0,9.0,1,0,0
9667,free,903.0,3.0,1.0,3,0,2
9668,pro,6609.0,11.0,8.0,0,0,0
9669,pro,5949.0,5.0,8.0,4,0,0
9670,free,793.0,3.0,4.0,3,0,2
9671,free,372.0,2.0,1.0,0,0,2
9672,free,394.0,1.0,3.0,1,0,2
9673,pro,9452.0,7.0,9.0,2,0,0
9674,pro,8616.0,8.0,9.0,2,0,0
9675,pro,5194.0,8.0,7.0,2,0,0
9676,pro,9904.0,8.0,11.0,1,0,0
9677,free,380.0,7.0,1.0,3,0,2
9678,pro,7973.0,5.0,8.0,3,0,0
9679,free,107.0,6.0,3.0,5,0,2
9680,free,0.0,2.0,4.0,4,0,2
9681,free,380.0,4.0,4.0,1,0,2
9682,pro,8596.0,5.0,10.0,0,0,0
9683,free,740.0,1.0,3.0,1,0,2
9684,enterprise,51818.0,46.0,18.0,3,1,1
9685,free,281.0,3.0,2.0,1,0,2
9686,pro,8123.0,1.0,10.0,7,0,0
9687,free,1022.0,1.0,4.0,0,0,2
9688,free,726.0,2.0,2.0,0,0,2
9689,free,576.0,2.0,4.0,3,0,2
9690,free,244.0,1.0,3.0,2,0,2
9691,free,575.0,2.0,1.0,1,0,2
9692,enterprise,74688.0,41.0,19.0,1,0,1
9693,free,740.0,2.0,5.0,3,0,2
9694,free,512.0,4.0,5.0,4,0,2
9695,free,486.0,3.0,2.0,2,0,2
9696,pro,6852.0,8.0,10.0,1,0,0
9697,free,1042.0,5.0,1.0,2,0,2
9698,free,711.0,2.0,4.0,1,0,2
9699,free,906.0,4.0,5.0,3,0,2
9700,pro,5761.0,7.0,6.0,2,0,0
9701,free,1009.0,5.0,1.0,1,0,2
9702,free,393.0,2.0,3.0,2,0,2
9703,pro,8422.0,13.0,9.0,1,0,0
9704,pro,5379.0,9.0,9.0,5,0,0
9705,free,664.0,4.0,3.0,3,0,2
9706,pro,10320.0,5.0,10.0,1,0,0
9707,free,49.0,4.0,4.0,1,0,2
9708,enterprise,38240.0,44.0,16.0,2,0,1
9709,free,434.0,5.0,3.0,1,0,2
9710,free,646.0,1.0,1.0,1,0,2
9711,free,952.0,1.0,6.0,0,0,2
9712,free,193.0,3.0,2.0,1,0,2
9713,free,505.0,1.0,5.0,5,1,2
9714,free,0.0,1.0,3.0,3,0,2
9715,free,534.0,4.0,3.0,2,0,2
9716,free,205.0,1.0,2.0,1,0,2
9717,pro,5768.0,9.0,12.0,3,0,0
9718,pro,6682.0,8.0,11.0,7,1,0
9719,pro,6282.0,3.0,9.0,2,0,0
9720,free,592.0,3.0,4.0,3,0,2
9721,free,681.0,1.0,2.0,2,0,2
9722,pro,8933.0,9.0,7.0,1,0,0
9723,enterprise,44588.0,44.0,19.0,2,0,1
9724,free,651.0,1.0,3.0,1,0,2
9725,enterprise,53237.0,45.0,20.0,1,0,1
9726,pro,5289.0,9.0,8.0,2,1,0
9727,free,227.0,2.0,7.0,1,0,0
9728,pro,9148.0,7.0,9.0,3,0,0
9729,free,579.0,1.0,3.0,2,0,2
9730,pro,8443.0,10.0,8.0,0,0,0
9731,pro,7053.0,8.0,12.0,2,0,0
9732,free,417.0,3.0,5.0,3,0,2
9733,free,7.0,1.0,4.0,0,0,2
9734,free,854.0,1.0,4.0,4,0,2
9735,free,672.0,3.0,3.0,3,0,2
9736,free,437.0,3.0,2.0,3,1,2
9737,free,715.0,1.0,1.0,0,0,2
9738,free,314.0,3.0,4.0,1,0,2
9739,free,553.0,1.0,2.0,3,0,2
9740,free,970.0,5.0,3.0,2,0,2
9741,free,920.0,1.0,1.0,2,1,2
9742,pro,8665.0,8.0,9.0,5,1,0
9743,pro,7020.0,11.0,9.0,1,0,0
9744,free,700.0,1.0,6.0,1,0,2
9745,pro,6580.0,7.0,8.0,4,0,0
9746,pro,7990.0,10.0,8.0,2,0,0
9747,enterprise,83992.0,41.0,20.0,1,0,1
9748,free,519.0,1.0,4.0,1,0,2
9749,free,447.0,3.0,3.0,1,0,2
9750,free,207.0,3.0,1.0,1,0,2
9751,pro,7549.0,9.0,9.0,2,1,0
9752,free,893.0,1.0,2.0,3,0,2
9753,free,95.0,3.0,2.0,3,0,2
9754,enterprise,59962.0,47.0,19.0,0,0,1
9755,free,704.0,8.0,3.0,3,0,2
9756,free,217.0,5.0,4.0,4,1,2
9757,pro,8210.0,13.0,9.0,2,0,0
9758,free,0.0,1.0,6.0,2,0,2
9759,pro,8216.0,10.0,8.0,4,0,0
9760,enterprise,48687.0,50.0,19.0,2,1,1
9761,free,863.0,1.0,3.0,1,0,2
9762,free,0.0,7.0,2.0,6,0,2
9763,free,128.0,6.0,6.0,1,0,2
9764,free,206.0,3.0,3.0,2,1,2
9765,free,796.0,2.0,2.0,0,0,2
9766,free,129.0,1.0,1.0,3,0,2
9767,free,132.0,1.0,1.0,0,0,2
9768,free,368.0,4.0,2.0,2,0,2
9769,free,308.0,3.0,4.0,2,0,2
9770,free,417.0,1.0,3.0,0,0,2
9771,free,98.0,2.0,4.0,2,0,2
9772,enterprise,51639.0,45.0,17.0,2,0,1
9773,free,664.0,5.0,3.0,0,0,2
9774,pro,8616.0,10.0,5.0,1,0,0
9775,free,581.0,4.0,1.0,3,0,2
9776,enterprise,48178.0,48.0,19.0,1,1,1
9777,free,467.0,1.0,1.0,1,0,2
9778,pro,10406.0,10.0,7.0,0,0,0
9779,free,1235.0,2.0,4.0,6,0,2
9780,pro,6771.0,10.0,8.0,3,0,0
9781,free,50.0,1.0,3.0,0,0,2
9782,pro,6563.0,5.0,8.0,1,0,0
9783,free,337.0,5.0,1.0,1,0,2
9784,free,741.0,1.0,4.0,5,1,2
9785,pro,6964.0,6.0,9.0,1,0,0
9786,free,501.0,1.0,3.0,4,0,2
9787,enterprise,40376.0,48.0,20.0,2,0,1
9788,pro,7733.0,7.0,7.0,5,1,0
9789,free,671.0,5.0,2.0,3,0,2
9790,pro,6127.0,9.0,9.0,3,0,0
9791,free,639.0,5.0,1.0,1,0,2
9792,pro,4747.0,9.0,9.0,1,0,0
9793,free,501.0,7.0,3.0,4,0,2
9794,free,315.0,1.0,3.0,2,0,2
9795,free,297.0,1.0,3.0,2,0,2
9796,pro,7491.0,9.0,10.0,2,0,0
9797,free,1212.0,1.0,4.0,5,0,2
9798,free,477.0,3.0,3.0,0,0,2
9799,free,218.0,1.0,2.0,1,0,2
9800,pro,5019.0,10.0,9.0,6,0,0
9801,pro,6291.0,7.0,5.0,1,0,2
9802,free,536.0,1.0,1.0,1,0,2
9803,pro,4818.0,6.0,7.0,0,0,0
9804,enterprise,57533.0,40.0,16.0,0,0,1
9805,free,602.0,2.0,2.0,0,0,2
9806,free,384.0,3.0,5.0,2,0,2
9807,free,158.0,2.0,3.0,1,0,2
9808,free,771.0,5.0,3.0,1,0,2
9809,free,138.0,1.0,3.0,2,0,2
9810,free,682.0,2.0,6.0,4,0,2
9811,pro,9078.0,9.0,9.0,1,0,0
9812,free,352.0,3.0,2.0,2,0,2
9813,free,652.0,4.0,2.0,1,0,2
9814,pro,6583.0,8.0,10.0,2,0,0
9815,free,881.0,4.0,2.0,1,0,2
9816,pro,9438.0,12.0,9.0,1,0,0
9817,pro,5865.0,7.0,12.0,3,0,0
9818,free,172.0,1.0,1.0,0,0,2
9819,pro,10191.0,3.0,11.0,1,0,0
9820,free,447.0,1.0,2.0,1,0,2
9821,free,750.0,1.0,2.0,3,0,2
9822,free,0.0,1.0,4.0,4,0,2
9823,pro,9853.0,5.0,11.0,2,0,0
9824,free,1105.0,3.0,2.0,4,1,2
9825,pro,10311.0,13.0,8.0,0,0,0
9826,free,690.0,4.0,6.0,4,0,2
9827,free,246.0,3.0,3.0,3,0,2
9828,pro,10306.0,5.0,8.0,3,0,0
9829,pro,7854.0,6.0,9.0,3,0,0
9830,free,897.0,2.0,5.0,4,0,2
9831,free,1026.0,7.0,3.0,3,0,2
9832,free,163.0,5.0,6.0,2,0,2
9833,enterprise,58107.0,43.0,19.0,4,0,1
9834,free,706.0,1.0,5.0,0,0,2
9835,free,983.0,1.0,4.0,1,0,2
9836,enterprise,65973.0,47.0,18.0,0,0,1
9837,free,454.0,4.0,6.0,3,0,2
9838,free,733.0,5.0,2.0,3,0,2
9839,free,884.0,1.0,3.0,4,1,2
9840,pro,6498.0,9.0,9.0,0,0,0
9841,free,406.0,2.0,4.0,3,0,2
9842,free,879.0,2.0,2.0,0,0,2
9843,pro,8293.0,6.0,9.0,3,0,0
9844,pro,5003.0,5.0,12.0,0,0,0
9845,pro,7521.0,7.0,8.0,3,0,0
9846,free,639.0,6.0,2.0,4,0,2
9847,free,780.0,3.0,2.0,1,0,2
9848,free,627.0,2.0,1.0,3,0,2
9849,free,697.0,1.0,4.0,1,1,2
9850,free,334.0,4.0,3.0,0,0,2
9851,free,559.0,5.0,3.0,3,0,2
9852,pro,8432.0,5.0,11.0,3,0,0
9853,enterprise,53043.0,42.0,18.0,2,0,1
9854,enterprise,60967.0,48.0,18.0,2,0,1
9855,free,417.0,5.0,1.0,3,1,2
9856,free,273.0,4.0,2.0,0,0,2
9857,free,734.0,1.0,4.0,5,0,2
9858,enterprise,63296.0,49.0,17.0,4,0,1
9859,pro,6872.0,10.0,9.0,0,0,0
9860,free,708.0,3.0,3.0,3,0,2
9861,free,313.0,1.0,4.0,5,0,2
9862,free,562.0,1.0,3.0,3,0,2
9863,enterprise,68844.0,43.0,16.0,1,0,1
9864,pro,7602.0,9.0,9.0,4,0,0
9865,pro,6626.0,4.0,8.0,0,0,0
9866,pro,9113.0,10.0,8.0,2,0,0
9867,free,466.0,6.0,5.0,3,0,2
9868,pro,5076.0,12.0,11.0,1,0,0
9869,pro,9180.0,6.0,8.0,4,0,0
9870,free,124.0,5.0,3.0,5,1,2
9871,free,550.0,1.0,3.0,2,0,2
9872,free,778.0,1.0,4.0,5,1,2
9873,free,541.0,3.0,2.0,2,0,2
9874,free,31.0,1.0,1.0,2,0,2
9875,free,409.0,1.0,4.0,3,0,2
9876,free,148.0,3.0,5.0,2,0,2
9877,free,669.0,2.0,3.0,0,0,2
9878,free,549.0,1.0,4.0,6,1,2
9879,free,544.0,2.0,2.0,3,0,2
9880,pro,10200.0,5.0,14.0,4,1,0
9881,free,617.0,1.0,4.0,1,0,2
9882,pro,7219.0,8.0,10.0,4,1,0
9883,pro,9645.0,8.0,11.0,4,0,0
9884,enterprise,56326.0,47.0,20.0,1,0,1
9885,free,398.0,3.0,6.0,3,0,2
9886,free,495.0,3.0,4.0,1,0,2
9887,free,178.0,1.0,1.0,3,0,2
9888,free,208.0,1.0,3.0,5,1,2
9889,free,616.0,4.0,2.0,3,1,2
9890,pro,7761.0,11.0,9.0,1,0,0
9891,enterprise,70136.0,47.0,19.0,4,1,1
9892,free,728.0,3.0,4.0,1,0,2
9893,free,304.0,4.0,4.0,2,0,2
9894,pro,9963.0,9.0,10.0,2,0,0
9895,pro,10290.0,7.0,9.0,0,0,0
9896,free,489.0,3.0,1.0,4,1,2
9897,pro,8972.0,3.0,10.0,1,0,0
9898,pro,10496.0,9.0,9.0,1,0,0
9899,enterprise,60867.0,45.0,17.0,3,0,1
9900,free,510.0,3.0,3.0,3,0,2
9901,enterprise,61094.0,44.0,17.0,2,1,1
9902,free,703.0,1.0,4.0,0,0,2
9903,free,763.0,2.0,4.0,0,0,2
9904,free,478.0,2.0,6.0,1,0,2
9905,free,56.0,4.0,4.0,3,0,2
9906,pro,9216.0,3.0,8.0,4,0,0
9907,enterprise,60412.0,48.0,16.0,3,0,1
9908,enterprise,58092.0,43.0,20.0,0,0,1
9909,pro,6606.0,8.0,6.0,1,0,0
9910,free,736.0,1.0,2.0,3,0,2
9911,free,836.0,1.0,1.0,3,0,2
9912,free,555.0,3.0,8.0,5,0,0
9913,pro,6083.0,4.0,10.0,3,0,0
9914,pro,5300.0,10.0,9.0,1,0,0
9915,free,417.0,1.0,3.0,3,1,2
9916,free,122.0,1.0,3.0,1,0,2
9917,free,791.0,1.0,1.0,3,0,2
9918,pro,8912.0,7.0,10.0,3,0,0
9919,enterprise,49485.0,46.0,19.0,2,0,1
9920,free,599.0,1.0,3.0,3,0,2
9921,free,838.0,2.0,1.0,3,0,2
9922,pro,8742.0,7.0,11.0,10,1,0
9923,free,495.0,4.0,1.0,2,0,2
9924,pro,9173.0,6.0,9.0,1,0,0
9925,free,164.0,1.0,4.0,2,0,2
9926,free,121.0,4.0,2.0,1,0,2
9927,free,514.0,1.0,2.0,1,0,2
9928,free,557.0,2.0,4.0,7,1,2
9929,pro,8636.0,8.0,10.0,3,0,0
9930,free,714.0,1.0,4.0,3,1,2
9931,pro,6043.0,5.0,7.0,5,1,0
9932,free,635.0,2.0,2.0,4,1,2
9933,enterprise,43429.0,48.0,18.0,3,0,1
9934,free,418.0,1.0,3.0,0,0,2
9935,free,285.0,1.0,5.0,4,0,2
9936,free,939.0,5.0,3.0,1,0,2
9937,free,598.0,1.0,5.0,3,0,2
9938,free,98.0,2.0,4.0,4,0,2
9939,pro,7618.0,5.0,9.0,1,0,0
9940,free,426.0,1.0,6.0,2,0,2
9941,enterprise,58686.0,45.0,20.0,1,0,1
9942,free,154.0,2.0,1.0,2,1,2
9943,pro,8177.0,6.0,10.0,1,0,0
9944,free,346.0,3.0,2.0,4,1,2
9945,free,0.0,2.0,3.0,2,0,2
9946,enterprise,55370.0,46.0,16.0,2,0,1
9947,free,932.0,1.0,2.0,3,1,2
9948,pro,7251.0,5.0,10.0,1,0,0
9949,free,674.0,1.0,1.0,0,0,2
9950,pro,8854.0,6.0,8.0,3,0,0
9951,pro,9846.0,7.0,8.0,1,0,0
9952,pro,7852.0,7.0,7.0,3,1,0
9953,free,670.0,2.0,2.0,2,0,2
9954,free,451.0,1.0,3.0,3,0,2
9955,free,385.0,1.0,1.0,3,0,2
9956,free,321.0,4.0,4.0,1,0,2
9957,free,0.0,1.0,2.0,3,0,2
9958,pro,7781.0,7.0,7.0,0,0,0
9959,pro,8519.0,6.0,7.0,2,1,0
9960,enterprise,63436.0,43.0,18.0,1,0,1
9961,pro,8281.0,6.0,9.0,1,0,0
9962,free,522.0,1.0,3.0,2,0,2
9963,free,781.0,1.0,2.0,3,0,2
9964,free,981.0,3.0,5.0,1,0,2
9965,pro,7054.0,10.0,11.0,0,0,0
9966,free,7.0,1.0,3.0,3,0,2
9967,free,950.0,1.0,5.0,1,0,2
9968,free,260.0,1.0,3.0,3,0,2
9969,free,527.0,5.0,5.0,3,0,2
9970,free,184.0,5.0,4.0,3,0,2
9971,pro,10041.0,4.0,10.0,3,0,0
9972,free,130.0,3.0,3.0,2,0,2
9973,pro,8905.0,10.0,10.0,0,0,0
9974,free,371.0,1.0,4.0,0,0,2
9975,pro,8990.0,9.0,8.0,2,0,0
9976,free,905.0,2.0,4.0,2,0,2
9977,enterprise,59767.0,50.0,18.0,2,0,1
9978,free,609.0,1.0,2.0,3,0,2
9979,pro,7849.0,7.0,9.0,3,0,0
9980,pro,6948.0,9.0,10.0,1,0,0
9981,free,507.0,1.0,2.0,2,0,2
9982,free,270.0,1.0,1.0,1,0,2
9983,free,309.0,4.0,4.0,1,0,2
9984,free,80.0,3.0,3.0,3,0,2
9985,free,327.0,1.0,3.0,1,0,2
9986,free,153.0,2.0,2.0,4,0,2
9987,free,285.0,1.0,7.0,5,0,0
9988,free,910.0,3.0,1.0,4,0,2
9989,free,935.0,6.0,1.0,2,0,2
9990,enterprise,67089.0,43.0,16.0,2,0,1
9991,free,7.0,1.0,4.0,4,0,2
9992,free,730.0,4.0,5.0,4,0,2
9993,free,895.0,1.0,2.0,2,0,2
9994,free,928.0,1.0,2.0,2,0,2
9995,enterprise,66326.0,46.0,15.0,4,0,1
9996,enterprise,57600.0,43.0,19.0,5,0,1
9997,free,215.0,3.0,1.0,2,0,2
9998,free,470.0,2.0,4.0,3,1,2
9999,free,611.0,2.0,3.0,3,1,2
10000,free,693.0,3.0,2.0,1,1,2
10001,pro,5709.0,8.0,10.0,4,0,0
10002,free,797.0,1.0,4.0,3,0,2
10003,free,632.0,3.0,2.0,1,0,2
10004,free,581.0,1.0,4.0,2,0,2
10005,free,731.0,3.0,3.0,1,0,2
10006,free,110.0,5.0,5.0,0,0,2
10007,free,941.0,5.0,4.0,1,0,2
10008,free,220.0,3.0,4.0,4,0,2
10009,enterprise,70079.0,45.0,18.0,2,0,1
10010,enterprise,53618.0,39.0,19.0,3,0,1
10011,free,238.0,2.0,2.0,2,0,2
10012,pro,9787.0,5.0,9.0,2,0,0
10013,enterprise,72902.0,47.0,16.0,3,0,1
10014,enterprise,56804.0,43.0,18.0,3,0,1
10015,free,252.0,1.0,3.0,4,0,2
10016,pro,9176.0,12.0,9.0,6,1,0
10017,free,310.0,4.0,3.0,1,0,2
10018,free,15.0,1.0,4.0,2,0,2
10019,enterprise,52713.0,44.0,17.0,5,0,1
10020,pro,7069.0,11.0,8.0,0,0,0
10021,free,333.0,1.0,1.0,2,0,2
10022,pro,4263.0,7.0,10.0,3,0,0
10023,enterprise,64091.0,48.0,17.0,2,0,1
10024,free,675.0,3.0,4.0,5,0,2
10025,pro,8804.0,9.0,11.0,4,1,0
10026,pro,12193.0,11.0,8.0,2,0,0
10027,pro,8241.0,10.0,9.0,1,0,0
10028,free,169.0,1.0,3.0,1,0,2
10029,enterprise,63547.0,41.0,18.0,3,0,1
10030,free,773.0,1.0,2.0,1,0,2
10031,free,660.0,1.0,5.0,3,0,2
10032,enterprise,52657.0,45.0,17.0,2,0,1
10033,free,151.0,4.0,3.0,2,0,2
10034,free,719.0,1.0,3.0,1,0,2
10035,free,0.0,1.0,3.0,4,0,2
10036,pro,10338.0,8.0,11.0,3,0,0
10037,free,470.0,6.0,1.0,1,0,2
10038,enterprise,56602.0,47.0,15.0,3,1,1
10039,free,1050.0,3.0,3.0,2,0,2
10040,pro,7655.0,11.0,8.0,3,0,0
10041,pro,8310.0,9.0,11.0,1,0,0
10042,pro,5856.0,10.0,8.0,1,0,0
10043,enterprise,58828.0,44.0,19.0,1,0,1
10044,free,546.0,1.0,3.0,4,0,2
10045,pro,11017.0,9.0,9.0,1,0,0
10046,free,669.0,2.0,2.0,2,0,2
10047,pro,7249.0,8.0,8.0,0,0,0
10048,pro,9159.0,1.0,10.0,0,0,0
10049,pro,8602.0,7.0,10.0,2,0,0
10050,enterprise,67224.0,48.0,20.0,1,0,1
10051,pro,10567.0,6.0,8.0,1,1,0
10052,free,634.0,4.0,4.0,1,1,2
10053,free,1017.0,1.0,4.0,4,0,2
10054,free,284.0,1.0,1.0,0,0,2
10055,pro,8114.0,8.0,8.0,1,0,0
10056,free,365.0,1.0,2.0,6,0,2
10057,free,307.0,1.0,2.0,2,0,2
10058,free,767.0,3.0,6.0,3,0,2
10059,free,1110.0,1.0,2.0,5,1,2
10060,free,563.0,1.0,5.0,1,0,2
10061,free,705.0,4.0,2.0,2,1,2
10062,free,253.0,1.0,4.0,3,0,2
10063,enterprise,61374.0,47.0,16.0,1,0,1
10064,free,840.0,3.0,1.0,3,0,2
10065,pro,7903.0,13.0,11.0,0,0,0
10066,free,175.0,1.0,4.0,2,0,2
10067,free,931.0,1.0,5.0,1,0,2
10068,pro,10531.0,5.0,10.0,1,0,0
10069,pro,8347.0,9.0,9.0,0,0,0
10070,free,118.0,6.0,4.0,3,0,2
10071,free,105.0,1.0,1.0,2,0,2
10072,pro,6072.0,6.0,9.0,2,0,0
10073,free,4.0,1.0,3.0,4,1,2
10074,enterprise,50210.0,47.0,17.0,2,0,1
10075,free,254.0,1.0,2.0,3,1,2
10076,free,298.0,1.0,2.0,0,0,2
10077,pro,9760.0,6.0,13.0,0,0,0
10078,pro,7797.0,8.0,11.0,3,0,0
10079,pro,9907.0,5.0,9.0,4,0,0
10080,pro,7613.0,11.0,7.0,4,0,0
10081,free,206.0,2.0,7.0,4,0,0
10082,enterprise,54260.0,45.0,18.0,3,0,1
10083,free,522.0,1.0,4.0,4,0,2
10084,free,526.0,3.0,4.0,0,0,2
10085,free,778.0,1.0,2.0,5,0,2
10086,free,149.0,2.0,3.0,1,0,2
10087,free,165.0,4.0,6.0,3,0,2
10088,pro,7446.0,7.0,7.0,1,0,0
10089,free,118.0,1.0,1.0,4,0,2
10090,free,933.0,3.0,4.0,3,1,2
10091,pro,7560.0,7.0,7.0,0,0,0
10092,pro,9371.0,7.0,10.0,5,0,0
10093,pro,6778.0,5.0,8.0,1,0,0
10094,free,788.0,1.0,5.0,2,0,2
10095,free,459.0,1.0,3.0,4,1,2
10096,free,862.0,1.0,4.0,1,0,2
10097,pro,5070.0,4.0,9.0,0,0,0
10098,pro,6480.0,7.0,12.0,3,1,0
10099,free,867.0,2.0,4.0,3,0,2
10100,free,395.0,3.0,2.0,1,0,2
10101,free,442.0,2.0,2.0,4,0,2
10102,pro,7837.0,7.0,8.0,3,0,0
10103,free,1229.0,1.0,3.0,0,0,2
10104,pro,8640.0,6.0,9.0,0,0,0
10105,free,589.0,2.0,3.0,1,0,2
10106,enterprise,53956.0,45.0,18.0,1,0,1
10107,free,394.0,4.0,3.0,3,1,2
10108,free,755.0,1.0,4.0,0,0,2
10109,pro,9226.0,9.0,8.0,2,0,0
10110,enterprise,61763.0,45.0,17.0,1,0,1
10111,pro,7665.0,5.0,9.0,2,0,0
10112,pro,8392.0,4.0,8.0,1,0,0
10113,enterprise,68436.0,44.0,14.0,2,0,1
10114,free,644.0,4.0,4.0,0,0,2
10115,pro,6389.0,7.0,11.0,0,0,0
10116,pro,8909.0,5.0,11.0,1,0,0
10117,free,104.0,1.0,1.0,5,1,2
10118,free,585.0,3.0,4.0,2,1,2
10119,free,533.0,2.0,1.0,4,0,2
10120,free,211.0,1.0,4.0,4,0,2
10121,free,912.0,5.0,2.0,4,0,2
10122,pro,8917.0,8.0,8.0,3,1,0
10123,enterprise,54941.0,46.0,17.0,3,0,1
10124,enterprise,57248.0,43.0,20.0,4,0,1
10125,free,484.0,1.0,3.0,0,0,2
10126,pro,7763.0,9.0,8.0,3,1,0
10127,free,526.0,5.0,2.0,0,0,2
10128,free,600.0,2.0,3.0,4,0,2
10129,free,504.0,1.0,4.0,3,0,2
10130,free,376.0,6.0,1.0,1,0,2
10131,pro,7802.0,13.0,11.0,1,0,0
10132,pro,8802.0,11.0,10.0,1,0,0
10133,pro,7822.0,9.0,11.0,3,0,0
10134,free,1070.0,2.0,6.0,1,0,2
10135,free,528.0,3.0,4.0,3,1,2
10136,free,819.0,1.0,2.0,4,0,2
10137,free,537.0,4.0,5.0,0,0,2
10138,enterprise,59043.0,44.0,19.0,1,0,1
10139,pro,7457.0,7.0,12.0,1,1,0
10140,pro,7237.0,7.0,10.0,5,0,0
10141,free,637.0,1.0,5.0,4,0,2
10142,pro,8363.0,14.0,8.0,7,1,0
10143,enterprise,70101.0,44.0,18.0,1,0,1
10144,enterprise,56318.0,44.0,16.0,0,0,1
10145,free,731.0,1.0,4.0,3,0,2
10146,free,197.0,5.0,3.0,1,0,2
10147,free,594.0,2.0,4.0,0,0,2
10148,enterprise,72553.0,47.0,20.0,2,0,1
10149,free,724.0,2.0,5.0,0,0,2
10150,pro,8844.0,9.0,11.0,0,0,0
10151,free,893.0,1.0,6.0,1,0,2
10152,pro,9898.0,12.0,8.0,4,1,0
10153,pro,7187.0,8.0,10.0,2,0,0
10154,free,406.0,1.0,4.0,2,0,2
10155,pro,7312.0,8.0,10.0,1,0,0
10156,pro,6274.0,11.0,8.0,1,0,0
10157,pro,9459.0,4.0,9.0,2,0,0
