account_id,account_status,session_length_min,actions_per_session,exports_count,onboarding_completion_pct,retained_90d,cluster
10400,trial,13.2,8.5,2,54.0,0,2
10401,trial,13.7,6.6,0,73.4,1,2
10402,paid,24.4,16.1,7,37.6,0,0
10403,paid,26.7,16.7,9,100.0,0,0
10404,paid,25.2,14.9,6,100.0,1,0
10405,paid,27.2,14.8,4,54.4,0,0
10406,paid,23.1,18.3,4,65.4,1,0
10407,paid,28.7,18.6,11,84.2,0,0
10408,trial,10.7,9.6,2,65.9,0,2
10409,trial,12.1,8.7,2,68.8,0,2
10410,trial,8.9,8.5,1,47.5,0,2
10411,paid,26.5,18.3,5,49.4,0,0
10412,paid,28.6,17.4,7,38.0,0,0
10413,paid,21.9,20.1,7,34.8,0,0
10414,paid,22.7,18.0,7,39.4,1,0
10415,expired_trial,4.1,3.3,0,79.8,0,1
10416,trial,9.1,5.6,3,50.3,0,2
10417,trial,9.9,6.8,1,90.3,0,2
10418,paid,27.4,16.1,8,21.3,0,0
10419,paid,24.5,17.0,13,62.0,0,0
10420,trial,11.3,8.4,1,22.5,0,2
10421,expired_trial,2.8,3.0,0,36.6,0,1
10422,trial,11.7,5.4,0,66.6,0,2
10423,expired_trial,1.8,0.2,0,25.2,0,1
10424,paid,24.1,18.6,4,40.0,0,0
10425,paid,26.7,17.0,9,46.6,0,0
10426,paid,24.1,18.2,12,91.6,0,0
10427,trial,9.7,4.7,5,98.7,0,2
10428,expired_trial,2.6,2.9,0,82.3,1,1
10429,paid,25.7,18.6,2,31.0,0,0
10430,paid,30.4,17.0,3,65.9,0,0
10431,paid,26.7,16.7,2,43.5,0,0
10432,trial,10.3,5.6,1,84.3,0,2
10433,trial,9.3,8.6,1,79.0,0,2
10434,paid,24.5,16.7,4,75.5,0,0
10435,trial,14.5,7.4,2,57.1,0,2
10436,expired_trial,3.1,3.3,0,41.5,0,1
10437,paid,25.5,17.7,10,58.3,0,0
10438,trial,12.3,9.1,0,43.1,0,2
10439,paid,22.8,18.0,4,0.0,0,0
10440,trial,11.8,6.9,3,31.3,0,2
10441,trial,11.5,8.2,3,73.1,1,2
10442,paid,28.8,13.9,8,59.0,0,0
10443,paid,25.2,18.3,4,100.0,1,0
10444,trial,14.2,6.9,4,77.5,0,2
10445,expired_trial,0.0,0.0,0,71.6,0,1
10446,paid,24.9,16.6,12,44.9,0,0
10447,paid,28.2,19.9,3,41.5,0,0
10448,paid,30.4,17.3,7,39.9,0,0
10449,trial,9.6,6.9,0,47.5,0,2
10450,trial,9.6,7.9,1,43.4,0,2
10451,paid,27.8,16.3,3,49.8,0,0
10452,paid,26.1,17.1,7,43.0,0,0
10453,trial,9.5,7.7,0,21.5,0,2
10454,paid,27.9,14.9,4,71.2,0,0
10455,trial,11.6,8.6,1,36.8,0,2
10456,paid,26.2,17.2,5,87.4,1,0
10457,trial,8.1,7.4,0,45.8,0,2
10458,paid,25.8,20.8,2,59.3,0,0
10459,trial,12.2,5.3,1,39.1,0,2
10460,paid,27.6,18.1,9,100.0,1,0
10461,trial,10.0,5.6,2,53.6,0,2
10462,paid,25.4,17.0,9,82.9,1,0
10463,paid,23.4,16.5,8,94.2,0,0
10464,trial,15.2,9.8,3,35.4,0,2
10465,trial,10.1,7.7,0,55.2,0,2
10466,paid,27.8,16.0,7,69.2,0,0
10467,paid,26.7,19.1,7,85.7,0,0
10468,paid,25.8,17.4,3,66.4,0,0
10469,trial,8.3,10.5,2,16.4,0,2
10470,trial,14.4,7.1,2,64.2,1,2
10471,paid,27.4,17.1,8,61.5,0,0
10472,trial,13.5,7.9,1,71.4,1,2
10473,expired_trial,1.8,2.4,1,40.5,0,1
10474,paid,28.1,18.3,2,28.6,0,0
10475,trial,14.7,9.2,1,43.9,0,2
10476,trial,8.8,4.9,5,71.1,0,2
10477,paid,24.1,17.8,6,38.0,0,0
10478,expired_trial,1.2,1.3,0,100.0,0,1
10479,trial,11.0,7.6,1,80.6,0,2
10480,paid,25.3,15.2,10,21.9,0,0
10481,trial,12.2,9.7,2,54.6,1,2
10482,paid,25.3,13.6,3,46.9,0,0
10483,trial,9.1,7.7,5,58.4,0,2
10484,trial,10.1,9.0,3,56.3,0,2
10485,paid,25.8,17.3,3,79.5,0,0
10486,trial,13.4,5.8,1,77.7,1,2
10487,trial,13.7,9.0,1,62.1,0,2
10488,expired_trial,2.3,3.0,0,33.6,0,1
10489,paid,24.1,16.9,7,74.1,0,0
10490,paid,26.6,16.3,5,15.0,1,0
10491,expired_trial,0.2,3.5,0,52.5,0,1
10492,expired_trial,0.0,0.0,0,36.4,0,1
10493,paid,24.9,15.4,7,38.4,0,0
10494,trial,10.2,8.3,0,35.6,0,2
10495,paid,28.0,16.7,7,56.6,1,0
10496,trial,9.4,6.7,1,48.2,0,2
10497,trial,13.6,10.1,2,41.3,0,2
10498,trial,11.6,5.4,1,73.5,1,2
10499,paid,26.2,13.9,3,74.2,1,0
10500,trial,13.4,6.6,0,42.4,1,2
10501,trial,10.3,5.8,0,31.8,0,2
10502,expired_trial,2.4,2.4,0,77.6,0,1
10503,trial,9.3,11.7,2,47.1,0,2
10504,paid,24.9,15.4,10,55.9,0,0
10505,paid,25.8,16.9,7,28.8,0,0
10506,expired_trial,3.8,2.7,0,55.1,0,1
10507,trial,12.0,7.7,2,73.4,0,2
10508,trial,12.8,5.6,2,54.6,0,2
10509,paid,25.1,17.1,7,36.0,1,0
10510,paid,27.7,16.6,7,28.2,0,0
10511,expired_trial,2.0,0.7,0,43.4,0,1
10512,paid,24.5,17.2,5,52.9,0,0
10513,paid,26.9,16.5,5,82.4,0,0
10514,paid,24.8,17.5,3,32.2,0,0
10515,paid,26.0,16.8,8,5.9,0,0
10516,paid,24.2,14.9,2,78.3,1,0
10517,paid,24.1,16.2,11,37.9,0,0
10518,trial,13.3,6.4,0,37.2,1,2
10519,paid,23.2,18.2,9,48.8,0,0
10520,paid,28.0,16.6,7,39.5,0,0
10521,trial,12.8,6.0,1,50.2,0,2
10522,paid,25.2,15.5,2,34.8,0,0
10523,trial,10.9,6.6,1,44.7,0,2
10524,paid,29.8,16.1,9,48.4,1,0
10525,paid,27.4,17.7,6,64.5,0,0
10526,paid,24.9,16.5,6,58.6,0,0
10527,paid,25.0,17.3,7,32.7,1,0
10528,trial,11.9,6.1,1,11.8,0,2
10529,trial,10.8,6.9,4,66.3,0,2
10530,paid,25.8,16.7,8,0.0,0,0
10531,trial,11.7,6.8,1,20.9,1,2
10532,expired_trial,2.8,0.1,1,57.8,0,1
10533,expired_trial,2.4,4.1,0,35.6,0,1
10534,trial,10.8,7.3,4,82.3,0,2
10535,paid,24.9,18.1,8,62.7,0,0
10536,expired_trial,1.3,0.0,0,35.5,0,1
10537,paid,26.5,16.5,3,71.1,0,0
10538,trial,11.7,4.0,1,54.2,0,2
10539,paid,26.1,16.6,7,11.4,0,0
10540,trial,11.6,9.8,0,43.4,1,2
10541,paid,25.2,17.9,8,46.4,1,0
10542,expired_trial,0.0,0.0,0,58.9,0,1
10543,paid,27.4,17.0,6,52.9,0,0
10544,trial,9.4,6.6,2,79.0,1,2
10545,paid,27.3,17.0,9,41.7,0,0
10546,paid,24.2,16.8,9,48.5,0,0
10547,paid,26.5,16.2,4,52.0,0,0
10548,paid,27.4,16.9,6,84.9,1,0
10549,expired_trial,2.0,1.6,0,57.6,0,1
10550,paid,24.8,16.4,7,88.0,0,0
10551,trial,11.2,7.8,1,42.4,0,2
10552,paid,27.3,18.5,10,18.7,0,0
10553,trial,10.5,5.9,2,64.3,0,2
10554,trial,8.4,7.9,2,80.3,0,2
10555,trial,10.0,7.0,1,84.3,0,2
10556,paid,26.2,20.8,7,86.1,0,0
10557,paid,28.4,18.6,5,62.4,1,0
10558,paid,27.3,16.5,4,36.4,0,0
10559,trial,10.8,7.8,1,72.1,1,2
10560,trial,11.1,6.2,1,78.1,0,2
10561,paid,23.4,15.4,4,63.5,0,0
10562,paid,24.5,16.4,12,48.1,0,0
10563,paid,25.2,17.3,5,81.1,1,0
10564,paid,27.7,16.0,9,50.4,0,0
10565,paid,27.5,15.8,8,59.4,0,0
10566,trial,11.0,8.9,1,100.0,0,2
10567,paid,22.8,13.1,4,37.6,0,0
10568,trial,9.8,7.1,1,57.2,0,2
10569,paid,26.7,16.2,9,78.8,0,0
10570,trial,12.4,6.5,3,64.9,0,2
10571,trial,13.0,6.8,1,18.5,0,2
10572,paid,26.5,17.4,9,26.9,0,0
10573,trial,12.2,7.6,0,61.3,0,2
10574,trial,9.6,5.1,2,48.1,0,2
10575,trial,11.8,4.0,0,22.4,0,2
10576,expired_trial,1.9,1.1,0,58.8,0,1
10577,trial,9.5,7.2,1,75.4,1,2
10578,paid,27.9,18.6,6,63.0,1,0
10579,expired_trial,2.4,0.1,0,49.6,0,1
10580,paid,27.8,17.0,7,47.6,0,0
10581,expired_trial,0.8,2.0,0,61.1,1,1
10582,paid,28.0,15.7,8,70.5,1,0
10583,trial,12.8,5.6,0,93.8,0,2
10584,trial,11.8,5.9,2,61.8,1,2
10585,expired_trial,1.7,1.0,0,30.0,1,1
10586,trial,10.0,6.8,1,54.4,0,2
10587,expired_trial,1.7,0.0,0,44.9,0,1
10588,trial,10.8,8.7,4,92.0,0,2
10589,paid,27.4,20.3,8,37.5,0,0
10590,paid,25.9,17.5,7,31.4,0,0
10591,paid,23.6,16.5,5,69.8,1,0
10592,expired_trial,2.2,3.1,1,28.3,0,1
10593,paid,25.5,14.6,8,55.8,1,0
10594,expired_trial,3.0,2.3,0,37.1,0,1
10595,trial,10.9,9.0,1,48.5,0,2
10596,paid,27.0,17.8,8,59.0,0,0
10597,paid,28.2,15.3,8,52.7,1,0
10598,paid,24.2,16.1,6,78.9,0,0
10599,paid,28.1,17.8,8,49.2,1,0
10600,trial,12.4,8.2,3,59.2,1,2
10601,trial,12.4,8.8,4,56.8,1,2
10602,expired_trial,2.4,3.7,0,46.8,0,1
10603,paid,26.9,16.8,5,53.4,0,0
10604,paid,27.8,17.9,6,39.7,0,0
10605,trial,11.9,6.1,2,66.2,1,2
10606,expired_trial,1.5,1.0,0,93.9,1,1
10607,expired_trial,0.4,1.4,0,65.6,0,1
10608,paid,24.4,17.6,8,15.6,0,0
10609,paid,25.9,18.5,7,75.9,0,0
10610,expired_trial,1.6,0.9,0,68.3,1,1
10611,trial,7.6,8.3,0,24.2,0,2
10612,trial,12.9,6.5,2,21.7,0,2
10613,trial,12.8,8.1,1,28.6,0,2
10614,trial,10.4,5.5,2,9.6,0,2
10615,paid,26.5,14.1,2,80.9,1,0
10616,expired_trial,0.0,0.6,0,41.4,0,1
10617,paid,28.9,16.4,9,44.2,0,0
10618,trial,9.7,8.6,2,60.6,0,2
10619,paid,23.3,17.3,2,66.3,0,0
10620,paid,23.3,15.7,4,47.9,1,0
10621,trial,14.5,6.1,1,53.9,0,2
10622,paid,29.1,17.6,13,58.9,0,0
10623,trial,12.2,7.3,2,44.7,0,2
10624,paid,24.1,16.2,9,34.3,0,0
10625,paid,23.9,18.3,6,35.0,0,0
10626,trial,11.1,6.2,1,57.7,0,2
10627,trial,13.2,6.7,1,100.0,0,2
10628,paid,28.9,16.0,0,65.0,0,0
10629,paid,24.3,16.6,11,36.9,0,0
10630,trial,10.5,6.3,2,96.3,1,2
10631,expired_trial,0.4,0.5,0,92.2,0,1
10632,expired_trial,3.5,1.0,0,41.2,0,1
10633,paid,26.7,16.4,3,50.5,0,0
10634,paid,29.5,17.9,9,8.8,0,0
10635,paid,25.3,16.3,11,58.7,0,0
10636,trial,10.0,6.1,1,53.6,0,2
10637,paid,24.8,14.0,3,70.5,1,0
10638,trial,11.8,11.1,4,47.9,0,2
10639,trial,13.0,4.2,2,35.6,0,2
10640,trial,10.5,7.3,0,88.2,1,2
10641,trial,13.3,6.3,5,31.1,0,2
10642,trial,12.7,6.3,5,37.9,0,2
10643,expired_trial,0.0,3.0,0,99.0,0,1
10644,paid,26.0,16.7,9,40.5,1,0
10645,paid,27.0,17.7,8,42.6,0,0
10646,paid,23.3,17.2,5,41.7,0,0
10647,trial,9.2,7.6,2,43.3,0,2
10648,paid,28.1,19.9,9,53.6,0,0
10649,trial,12.5,6.7,1,57.2,0,2
10650,paid,25.6,16.6,7,33.5,0,0
10651,paid,25.3,15.1,1,59.6,0,0
10652,paid,26.7,13.9,4,62.6,0,0
10653,trial,8.9,7.7,1,13.7,0,2
10654,expired_trial,0.3,3.1,0,62.6,0,1
10655,expired_trial,1.4,0.6,1,28.0,0,1
10656,trial,6.9,5.0,2,66.7,0,2
10657,paid,25.3,15.5,3,59.0,0,0
10658,paid,29.3,18.8,3,84.6,1,0
10659,paid,26.7,17.9,7,17.1,0,0
10660,paid,26.4,17.3,7,64.8,0,0
10661,trial,11.3,8.5,0,79.1,1,2
10662,paid,26.6,19.6,6,43.9,0,0
10663,paid,27.3,13.3,1,53.9,0,0
10664,paid,26.1,18.0,9,40.0,0,0
10665,paid,25.2,16.7,6,53.5,0,0
10666,paid,27.5,16.2,7,63.4,0,0
10667,trial,8.1,9.0,2,3.1,0,2
10668,trial,12.3,8.6,3,32.9,0,2
10669,trial,14.8,8.6,1,26.5,0,2
10670,expired_trial,2.6,3.6,0,74.7,0,1
10671,trial,10.8,6.8,1,39.3,1,2
10672,expired_trial,0.0,0.0,0,52.8,0,1
10673,trial,9.2,8.7,0,42.6,0,2
10674,trial,10.5,8.9,1,76.7,0,2
10675,trial,11.8,9.3,1,10.6,0,2
10676,paid,27.0,18.9,7,67.7,0,0
10677,trial,12.0,8.4,1,60.2,0,2
10678,trial,12.2,7.2,1,25.0,0,2
10679,trial,8.1,8.2,1,91.5,1,2
10680,trial,10.4,8.1,3,56.5,0,2
10681,expired_trial,3.2,0.2,2,65.0,0,1
10682,trial,12.2,7.8,2,62.8,0,2
10683,paid,22.7,19.4,5,24.9,0,0
10684,trial,10.2,7.2,3,23.4,0,2
10685,expired_trial,0.0,0.0,0,54.8,0,1
10686,trial,8.5,9.0,1,61.4,0,2
10687,trial,12.0,9.3,4,81.1,1,2
10688,paid,27.3,17.0,13,63.8,1,0
10689,trial,9.1,4.0,0,47.1,0,2
10690,paid,27.1,19.3,8,47.4,1,0
10691,trial,12.5,5.9,3,41.4,0,2
10692,trial,10.7,9.4,0,53.5,0,2
10693,trial,13.6,7.1,2,81.8,1,2
10694,paid,23.4,13.6,8,37.6,0,0
10695,trial,11.5,7.3,1,54.6,0,2
10696,trial,11.3,6.7,0,37.8,0,2
10697,paid,26.7,16.0,5,35.1,0,0
10698,paid,30.0,20.3,6,86.2,1,0
10699,paid,24.2,14.7,6,51.5,0,0
10700,paid,24.1,18.0,8,72.0,1,0
10701,trial,10.0,6.8,0,100.0,1,2
10702,trial,12.9,7.4,2,57.1,0,2
10703,expired_trial,5.2,0.3,0,38.3,0,1
10704,trial,9.6,6.0,0,67.0,1,2
10705,trial,11.3,8.6,2,64.3,0,2
10706,expired_trial,5.7,3.1,0,76.0,0,1
10707,paid,22.1,17.9,5,64.1,1,0
10708,expired_trial,2.1,0.9,0,63.3,0,1
10709,paid,25.6,14.5,5,85.1,0,0
10710,trial,8.0,6.4,2,32.5,0,2
10711,paid,24.7,18.4,4,76.7,0,0
10712,paid,26.7,14.9,5,63.6,1,0
10713,trial,11.0,8.0,3,74.0,0,2
10714,trial,10.0,6.3,2,28.2,0,2
10715,trial,9.4,7.1,0,34.7,0,2
10716,trial,8.6,5.2,1,46.7,0,2
10717,trial,12.1,7.6,1,49.8,0,2
10718,paid,24.6,12.9,9,20.5,0,0
10719,trial,11.9,6.8,0,63.4,0,2
10720,paid,21.4,15.2,6,77.6,1,0
10721,trial,9.9,4.9,1,59.4,1,2
10722,trial,12.4,8.0,0,63.3,0,2
10723,trial,13.3,4.7,1,30.3,0,2
10724,trial,12.8,6.2,1,41.4,0,2
10725,trial,11.6,6.5,1,43.5,0,2
10726,paid,26.4,16.9,1,25.9,0,0
10727,paid,23.9,17.0,8,25.4,0,0
10728,paid,27.3,17.6,5,43.4,1,0
10729,trial,15.0,10.9,1,27.9,0,2
10730,paid,24.1,18.4,5,27.0,0,0
10731,trial,12.0,7.0,1,51.9,0,2
10732,trial,10.3,8.9,1,44.4,0,2
10733,trial,9.6,6.4,1,37.4,0,2
10734,paid,25.4,15.4,8,45.4,0,0
10735,paid,24.5,18.7,4,80.9,1,0
10736,trial,9.1,5.2,1,32.8,0,2
10737,trial,13.5,9.2,1,86.6,1,2
10738,trial,12.7,6.8,3,91.1,0,2
10739,paid,28.3,16.3,9,92.6,1,0
10740,expired_trial,0.7,1.3,0,70.9,1,1
10741,paid,28.4,19.7,5,62.6,0,0
10742,trial,9.1,6.0,3,69.7,0,2
10743,paid,28.1,15.9,1,42.6,0,0
10744,trial,13.4,8.4,2,39.2,0,2
10745,trial,11.7,5.9,3,62.7,0,2
10746,trial,13.9,7.5,1,41.9,0,2
10747,trial,10.1,5.6,3,51.0,1,2
10748,trial,10.2,8.2,0,15.0,0,2
10749,trial,11.8,6.2,1,25.3,0,2
10750,trial,11.0,5.3,0,25.0,0,2
10751,paid,26.6,20.0,8,95.1,0,0
10752,paid,25.7,18.8,9,93.5,0,0
10753,trial,11.9,6.4,1,77.2,0,2
10754,trial,12.3,7.1,3,86.1,0,2
10755,trial,5.1,6.1,1,59.1,0,2
10756,paid,25.4,15.9,8,44.6,0,0
10757,expired_trial,3.2,0.0,0,35.6,0,1
10758,trial,12.6,9.6,3,41.2,0,2
10759,trial,12.8,6.1,2,65.7,0,2
10760,paid,26.1,17.1,8,20.4,0,0
10761,paid,23.7,16.4,5,68.9,1,0
10762,paid,25.6,18.6,7,24.2,0,0
10763,expired_trial,5.3,3.8,0,24.6,0,1
10764,trial,11.9,8.0,3,56.9,0,2
10765,expired_trial,0.8,0.8,0,59.2,1,1
10766,trial,11.6,7.4,1,63.9,1,2
10767,paid,22.8,14.1,2,59.1,0,0
10768,paid,26.7,18.7,4,13.7,0,0
10769,expired_trial,0.0,3.1,0,34.3,0,1
10770,paid,25.6,16.8,8,30.3,0,0
10771,paid,27.6,18.4,3,28.5,0,0
10772,paid,24.9,15.0,9,56.0,0,0
10773,paid,27.0,16.4,12,70.4,0,0
10774,paid,21.2,19.7,7,42.0,0,0
10775,paid,26.5,15.1,4,52.3,0,0
10776,trial,6.8,7.8,0,31.3,0,2
10777,paid,26.2,17.6,7,36.1,1,0
10778,expired_trial,0.0,1.2,0,53.7,1,1
10779,paid,29.0,16.3,6,44.3,0,0
10780,trial,13.1,7.4,0,54.7,0,2
10781,paid,28.2,17.2,5,41.9,0,0
10782,paid,27.7,15.5,13,70.1,0,0
10783,paid,22.5,18.7,3,30.7,0,0
10784,expired_trial,1.8,2.6,0,34.0,0,1
10785,expired_trial,2.5,2.4,0,65.6,0,1
10786,trial,10.1,10.1,1,83.9,0,2
10787,trial,13.0,8.8,3,36.1,0,2
10788,paid,25.9,16.9,4,62.4,0,0
10789,expired_trial,2.9,0.2,0,84.0,1,1
10790,paid,27.1,12.3,7,63.2,0,0
10791,paid,27.0,15.7,10,45.6,0,0
10792,paid,24.6,18.5,4,33.4,0,0
10793,expired_trial,5.9,0.0,1,85.3,1,1
10794,trial,12.9,5.3,1,52.1,0,2
10795,trial,11.1,6.8,4,24.1,0,2
10796,trial,13.8,5.2,3,54.2,0,2
10797,trial,11.8,6.8,3,29.5,0,2
10798,trial,11.0,5.1,1,20.9,0,2
10799,trial,10.3,5.5,3,45.2,1,2
10800,expired_trial,0.2,0.5,0,83.7,1,1
10801,trial,7.7,8.0,1,36.0,0,2
10802,paid,25.8,17.6,5,45.7,0,0
10803,trial,10.7,6.9,4,38.0,0,2
10804,paid,28.9,17.2,6,62.4,0,0
10805,trial,12.1,6.3,1,70.9,0,2
10806,paid,26.7,16.8,7,46.1,1,0
10807,paid,25.0,15.4,5,47.9,0,0
10808,expired_trial,0.6,1.1,0,52.3,0,1
10809,paid,25.7,18.1,8,88.7,0,0
10810,paid,27.6,17.7,5,52.7,0,0
10811,paid,26.3,17.4,10,44.4,0,0
10812,trial,11.9,7.5,0,73.7,0,2
10813,paid,27.0,18.4,10,86.1,1,0
10814,trial,10.0,8.8,1,43.3,0,2
10815,paid,25.9,14.8,6,70.8,1,0
10816,expired_trial,0.0,2.9,1,62.3,0,1
10817,paid,27.2,16.5,6,67.3,0,0
10818,paid,26.2,16.2,5,67.8,0,0
10819,expired_trial,2.6,0.0,0,70.6,0,1
10820,paid,24.1,19.6,11,83.3,1,0
10821,trial,12.2,5.7,1,61.6,0,2
10822,paid,25.3,14.7,7,44.1,0,0
10823,trial,14.0,6.4,1,61.5,0,2
10824,paid,25.4,15.3,7,55.3,1,0
10825,paid,29.0,15.2,4,66.9,1,0
10826,trial,10.5,8.1,0,68.6,0,2
10827,expired_trial,1.3,0.7,0,53.0,0,1
10828,trial,10.9,5.5,3,64.2,0,2
10829,paid,24.4,15.7,6,69.8,0,0
10830,paid,27.4,17.0,7,34.1,0,0
10831,trial,9.5,6.2,3,37.3,0,2
10832,trial,13.6,10.6,0,43.3,0,2
10833,trial,12.1,6.8,1,55.5,0,2
10834,paid,27.3,16.6,4,71.2,1,0
10835,paid,25.5,14.8,7,33.8,0,0
10836,paid,25.1,20.1,5,60.5,0,0
10837,expired_trial,3.8,0.0,0,19.9,0,1
10838,paid,29.3,16.3,10,63.6,0,0
10839,trial,10.6,5.6,0,8.4,0,2
10840,trial,6.8,9.5,0,74.3,0,2
10841,trial,11.1,8.7,0,40.3,0,2
10842,paid,25.7,16.1,3,63.5,0,0
10843,paid,25.9,19.0,3,86.7,0,0
10844,paid,24.5,17.3,10,5.5,0,0
10845,paid,25.4,16.2,9,8.9,0,0
10846,paid,27.5,19.2,9,68.8,1,0
10847,trial,11.9,7.1,0,67.7,0,2
10848,paid,28.4,16.1,5,68.1,0,0
10849,paid,25.4,18.1,7,65.2,0,0
10850,paid,25.8,19.2,6,88.3,1,0
10851,paid,24.8,16.7,9,40.5,0,0
10852,paid,22.8,17.3,11,0.0,0,0
10853,expired_trial,4.1,3.6,1,67.6,0,1
10854,paid,26.0,16.1,12,59.5,0,0
10855,trial,10.5,6.7,2,73.6,0,2
10856,paid,24.0,15.1,7,96.3,1,0
10857,paid,25.5,16.7,5,60.4,0,0
10858,trial,9.8,5.4,1,12.9,0,2
10859,paid,26.5,16.6,6,23.8,0,0
10860,trial,9.8,5.9,4,47.5,0,2
10861,paid,24.7,17.5,9,51.9,0,0
10862,trial,10.5,6.1,1,46.9,0,2
10863,paid,25.9,19.4,5,23.5,0,0
10864,expired_trial,1.0,1.4,0,42.6,1,1
10865,trial,12.3,5.7,2,52.1,0,2
10866,trial,7.4,7.0,3,32.3,0,2
10867,trial,11.4,7.5,0,68.8,1,2
10868,trial,11.4,8.7,3,79.0,1,2
10869,paid,25.5,16.1,3,41.3,0,0
10870,trial,7.4,5.7,1,73.9,1,2
10871,trial,8.3,7.2,1,53.8,0,2
10872,paid,24.4,18.2,6,88.0,0,0
10873,paid,25.5,18.2,10,68.9,0,0
10874,paid,24.3,13.8,4,46.1,0,0
10875,expired_trial,0.0,0.0,0,43.9,0,1
10876,expired_trial,3.4,2.0,0,51.3,0,1
10877,trial,10.9,7.2,0,61.2,0,2
10878,trial,12.1,3.2,2,40.5,0,2
10879,expired_trial,0.0,1.4,0,87.2,0,1
10880,trial,9.1,5.7,2,51.3,0,2
10881,expired_trial,1.1,1.9,0,69.3,0,1
10882,expired_trial,4.6,1.8,1,65.5,0,1
10883,paid,25.8,17.8,5,43.4,0,0
10884,paid,26.1,14.4,6,71.2,0,0
10885,paid,24.8,16.3,6,35.3,0,0
10886,paid,25.2,16.6,7,21.1,0,0
10887,paid,23.8,16.6,7,64.0,1,0
10888,paid,29.4,15.6,6,59.4,0,0
10889,paid,28.8,14.4,13,62.4,0,0
10890,trial,10.1,6.0,2,64.8,0,2
10891,trial,9.4,5.3,0,83.2,0,2
10892,trial,7.2,6.4,0,46.1,0,2
10893,trial,10.5,9.5,1,50.2,0,2
10894,trial,12.8,7.1,2,86.7,0,2
10895,paid,26.4,15.0,3,29.7,0,0
10896,expired_trial,2.3,0.7,0,34.3,1,1
10897,paid,23.9,16.7,6,71.6,0,0
10898,paid,24.1,18.0,9,58.9,1,0
10899,trial,8.1,3.6,3,39.8,0,2
10900,paid,25.7,19.0,5,79.3,0,0
10901,paid,26.3,15.6,9,32.0,0,0
10902,paid,24.0,14.5,6,46.8,0,0
10903,paid,26.4,18.5,4,52.8,0,0
10904,expired_trial,1.7,0.4,0,63.4,0,1
10905,expired_trial,3.5,0.8,0,43.8,0,1
10906,trial,12.7,6.0,3,53.3,0,2
10907,trial,13.3,8.5,1,26.7,0,2
10908,trial,12.8,8.7,0,51.6,1,2
10909,expired_trial,2.9,0.5,0,82.9,0,1
10910,paid,29.1,16.3,2,38.7,1,0
10911,paid,28.4,17.7,5,82.4,0,0
10912,trial,10.1,6.1,1,59.8,0,2
10913,trial,10.5,7.1,0,87.9,0,2
10914,expired_trial,0.0,1.8,0,61.1,0,1
10915,paid,24.8,16.2,4,66.9,0,0
10916,trial,10.2,6.6,1,99.8,1,2
10917,trial,12.3,7.0,1,30.9,0,2
10918,trial,9.7,6.0,1,49.7,0,2
10919,paid,21.9,20.3,8,53.0,0,0
10920,paid,28.1,15.1,4,60.9,0,0
10921,paid,27.1,18.5,13,77.6,1,0
10922,paid,26.2,17.5,15,48.1,0,0
10923,paid,23.6,17.3,7,68.3,1,0
10924,trial,11.8,3.1,0,55.2,0,2
10925,trial,8.1,5.7,1,55.0,0,2
10926,trial,9.8,6.9,2,22.4,0,2
10927,paid,26.0,18.2,7,86.8,0,0
10928,trial,10.3,7.0,0,58.8,0,2
10929,expired_trial,2.5,2.6,0,92.4,1,1
10930,trial,7.3,5.6,4,27.4,0,2
10931,expired_trial,1.1,0.0,0,72.7,1,1
10932,paid,28.0,17.9,6,27.2,1,0
10933,trial,13.1,7.7,1,45.8,0,2
10934,expired_trial,0.0,0.0,0,15.7,0,1
10935,expired_trial,2.0,2.4,0,45.7,0,1
10936,paid,27.0,15.3,7,58.8,0,0
10937,trial,11.4,6.6,0,36.4,0,2
10938,trial,12.3,8.3,1,60.0,1,2
10939,trial,6.3,6.8,2,77.1,1,2
10940,trial,10.2,10.7,0,70.9,1,2
10941,expired_trial,0.5,3.8,0,59.0,0,1
10942,trial,12.7,8.1,4,37.6,1,2
10943,paid,24.3,13.7,9,67.2,0,0
10944,trial,10.1,6.4,1,75.2,0,2
10945,paid,23.7,16.2,9,76.5,1,0
10946,trial,9.2,6.7,2,71.9,1,2
10947,trial,12.4,6.7,1,70.1,0,2
10948,paid,25.7,14.3,7,11.8,0,0
10949,trial,12.9,7.6,0,83.3,0,2
10950,paid,28.4,15.6,2,70.1,1,0
10951,trial,14.6,6.5,2,49.9,1,2
10952,paid,26.6,17.6,5,73.7,0,0
10953,paid,24.9,19.1,7,82.3,0,0
10954,paid,24.3,18.1,7,43.8,0,0
10955,trial,8.5,5.1,0,69.6,1,2
10956,paid,26.1,18.0,7,31.0,0,0
10957,paid,26.3,17.7,8,95.7,0,0
10958,paid,25.3,16.8,5,60.3,1,0
10959,paid,24.9,19.4,2,42.0,0,0
10960,trial,8.0,6.4,2,72.1,1,2
10961,paid,25.2,17.5,9,75.2,1,0
10962,paid,25.7,20.3,4,15.7,0,0
10963,paid,26.4,16.2,2,93.8,1,0
10964,paid,25.9,15.9,5,71.4,0,0
10965,paid,24.0,18.0,7,25.7,0,0
10966,trial,10.2,7.8,0,59.7,0,2
10967,expired_trial,2.0,1.7,0,52.6,0,1
10968,paid,26.3,16.8,13,66.3,0,0
10969,trial,11.9,7.3,3,75.0,1,2
10970,paid,26.1,18.2,10,46.2,0,0
