user_id,plan,engagement_score,workflows_first_month,workflows_total,tenure_months,churned
9881,pro,41.3,3,10,2,1
9882,free,81.8,10,164,18,0
9883,free,70.2,8,116,15,0
9884,free,16.1,3,11,3,1
9885,pro,28.4,3,5,2,1
9886,pro,3.1,2,2,1,1
9887,free,34.5,11,42,9,0
9888,free,83.0,9,206,20,0
9889,free,64.1,7,89,13,0
9890,pro,59.5,7,62,10,0
9891,free,30.8,6,13,3,1
9892,pro,29.5,3,7,1,1
9893,free,58.1,9,133,20,0
9894,pro,55.0,3,29,4,1
9895,team,63.6,11,17,1,1
9896,free,42.8,5,14,2,1
9897,free,42.3,4,10,2,1
9898,free,25.0,1,3,1,1
9899,pro,13.7,3,3,2,1
9900,free,82.1,9,197,19,0
9901,free,29.4,3,14,3,1
9902,team,21.4,1,23,11,0
9903,free,33.7,4,9,1,1
9904,free,22.6,4,8,2,1
9905,team,60.3,7,17,1,1
9906,free,63.6,9,46,5,1
9907,free,51.3,4,73,14,0
9908,free,53.0,5,74,14,0
9909,free,59.5,3,108,19,0
9910,free,64.2,11,26,2,1
9911,team,52.5,7,83,17,0
9912,free,48.8,4,18,3,1
9913,pro,35.0,6,16,2,1
9914,pro,37.1,5,78,14,0
9915,team,39.2,6,11,1,1
9916,free,56.5,4,16,2,1
9917,team,56.3,5,20,3,1
9918,free,44.3,1,5,1,1
9919,pro,24.6,2,12,3,1
9920,free,30.9,4,6,1,1
9921,pro,41.0,6,7,1,1
9922,team,88.7,10,205,22,0
9923,free,34.8,2,38,13,0
9924,free,54.1,3,28,5,1
9925,free,93.7,11,241,27,0
9926,pro,37.7,2,85,20,0
9927,pro,24.3,3,7,2,1
9928,pro,21.0,1,3,2,1
9929,free,83.8,5,130,16,0
9930,free,60.2,8,18,1,1
9931,free,14.0,3,6,2,1
9932,free,59.9,7,86,15,0
9933,pro,49.4,6,22,2,1
9934,team,75.1,4,171,21,0
9935,pro,44.5,2,78,15,0
9936,free,13.8,0,1,1,1
9937,free,27.8,8,14,2,0
9938,free,39.6,4,9,2,1
9939,pro,87.0,7,154,18,0
9940,pro,56.3,7,72,13,0
9941,free,82.9,11,118,15,0
9942,free,59.4,4,48,7,1
9943,free,23.4,4,8,1,1
9944,free,28.3,3,44,13,0
9945,free,19.7,1,5,1,1
9946,free,61.5,6,106,17,0
9947,free,31.5,5,6,1,1
9948,free,83.9,10,222,25,0
9949,team,23.4,4,7,2,1
9950,free,64.0,1,10,1,1
9951,free,37.2,2,6,1,1
9952,free,62.5,9,157,23,0
9953,pro,34.7,6,8,1,1
9954,free,75.7,6,199,27,0
9955,free,49.2,6,32,4,1
9956,free,22.2,2,3,1,1
9957,pro,21.8,5,5,1,1
9958,pro,75.5,10,37,3,1
9959,team,22.4,2,3,1,1
9960,free,41.5,6,48,11,0
9961,pro,37.7,2,5,1,1
9962,free,46.0,6,63,14,0
9963,pro,64.3,10,175,27,0
9964,free,27.4,5,39,13,0
9965,free,14.2,0,2,1,1
9966,free,42.3,6,14,2,1
9967,team,21.7,1,2,3,1
9968,free,57.6,10,151,25,0
9969,team,65.3,10,129,19,0
9970,pro,13.8,0,3,1,1
9971,pro,88.2,7,163,19,0
9972,pro,72.7,7,171,19,0
9973,free,53.2,9,106,16,0
9974,team,18.9,1,1,1,1
9975,free,31.3,4,10,2,1
9976,team,63.8,13,135,21,0
9977,pro,22.1,2,5,1,1
9978,free,28.1,2,5,1,1
9979,pro,36.7,5,48,12,0
9980,free,35.9,3,10,2,1
9981,pro,38.8,6,12,1,1
9982,pro,48.7,7,67,12,0
9983,free,17.7,1,3,1,1
9984,free,94.0,11,181,19,0
9985,pro,19.5,1,5,1,1
9986,free,10.4,2,3,1,1
9987,free,67.5,6,77,11,0
9988,pro,64.3,4,42,5,1
9989,pro,53.9,3,20,4,1
9990,free,41.5,1,19,4,1
9991,free,50.6,6,69,15,0
9992,free,44.9,6,30,4,1
9993,free,47.9,5,12,2,1
9994,pro,35.7,4,8,2,1
9995,free,51.7,6,19,2,1
9996,free,50.2,9,14,2,1
9997,pro,43.2,1,6,2,1
9998,team,66.0,5,63,9,0
9999,pro,22.3,2,3,1,1
10000,team,46.2,7,27,4,1
10001,free,63.0,7,150,24,0
10002,free,37.4,3,11,2,1
10003,free,45.4,6,61,12,0
10004,free,32.3,6,14,2,1
10005,team,74.1,13,158,19,0
10006,free,61.9,6,113,17,0
10007,pro,52.4,2,7,1,1
10008,team,15.2,3,6,3,1
10009,pro,3.6,0,1,1,1
10010,pro,44.6,5,17,2,1
10011,pro,20.8,2,3,1,1
10012,free,68.7,7,40,4,1
10013,pro,47.1,8,62,11,0
10014,free,34.8,3,12,4,1
10015,free,61.6,10,97,17,0
10016,team,10.7,0,1,2,1
10017,free,42.0,4,6,1,1
10018,free,55.7,3,14,3,1
10019,pro,16.5,1,2,1,1
10020,pro,29.4,6,9,1,1
10021,free,50.4,5,22,3,1
10022,free,54.7,6,90,15,0
10023,pro,29.4,6,10,1,1
10024,pro,35.0,5,25,3,1
10025,free,49.6,6,53,8,0
10026,free,38.4,6,95,19,0
10027,free,72.9,10,120,14,0
10028,pro,36.5,9,43,9,0
10029,team,30.5,4,6,1,1
10030,pro,72.9,9,91,13,0
10031,pro,23.0,3,4,1,1
10032,free,56.6,7,81,13,0
10033,pro,34.8,3,8,1,1
10034,free,75.3,9,165,20,0
10035,pro,26.4,4,8,2,1
10036,free,13.3,2,4,1,1
10037,free,48.2,10,74,13,0
10038,free,26.5,3,4,1,1
10039,free,6.3,2,2,1,1
10040,team,74.4,8,49,5,1
10041,pro,31.4,4,18,5,1
10042,pro,47.8,5,25,4,1
10043,team,43.3,3,17,3,1
10044,free,30.9,1,15,3,1
10045,team,64.3,7,98,16,0
10046,team,62.5,5,180,26,0
10047,free,8.6,1,2,3,1
10048,pro,25.5,1,16,6,0
10049,free,52.4,4,78,12,0
10050,pro,44.5,7,25,3,1
10051,free,72.1,8,101,12,0
10052,free,18.1,1,6,2,0
10053,pro,21.1,0,3,1,1
10054,free,48.4,5,19,3,1
10055,team,58.0,7,95,16,0
10056,free,50.6,11,65,10,0
10057,team,31.6,3,5,1,1
10058,pro,66.8,6,147,20,0
10059,free,60.0,3,14,1,1
10060,free,32.1,4,5,1,1
10061,free,28.2,3,5,1,1
10062,pro,71.3,10,96,12,0
10063,free,29.6,3,13,4,1
10064,free,31.2,3,38,10,0
10065,free,26.5,5,9,2,1
10066,team,30.8,0,7,2,1
10067,free,58.2,5,97,13,0
10068,team,39.3,3,13,2,1
10069,pro,34.9,4,10,1,1
10070,free,32.8,10,11,1,1
10071,pro,70.9,9,116,15,0
10072,pro,41.1,6,27,3,1
10073,team,48.2,5,98,19,0
10074,pro,52.3,5,11,2,1
10075,free,50.0,4,23,3,1
10076,free,26.7,3,7,1,1
10077,free,52.6,10,25,3,1
10078,free,61.1,4,21,3,1
10079,pro,35.7,1,22,6,1
10080,pro,21.2,3,5,1,1
10081,team,30.9,2,16,5,0
10082,pro,65.2,2,132,21,0
10083,pro,24.1,1,5,1,1
10084,free,72.4,8,135,20,0
10085,pro,49.6,8,41,10,0
10086,pro,11.6,1,4,2,1
10087,free,31.9,5,10,1,1
10088,pro,27.8,1,12,3,1
10089,team,65.2,9,146,18,0
10090,free,61.8,7,154,21,0
10091,team,74.5,4,147,18,0
10092,free,20.5,3,5,1,1
10093,free,30.7,5,8,1,1
10094,pro,59.3,4,97,16,0
10095,free,9.8,1,2,1,1
10096,pro,20.5,2,4,1,1
10097,pro,53.2,4,11,1,1
10098,team,38.1,6,28,5,1
10099,free,60.3,5,84,13,0
10100,pro,16.0,5,8,2,1
10101,free,8.8,2,6,5,1
10102,free,50.8,9,26,3,1
10103,team,76.4,11,157,18,0
10104,free,67.6,6,164,21,0
10105,free,73.9,13,134,16,0
10106,pro,44.8,6,27,4,1
10107,free,54.7,4,9,1,1
10108,free,64.2,5,121,19,0
10109,free,64.6,6,107,15,0
10110,team,47.1,5,7,1,1
10111,pro,36.1,6,8,1,1
10112,pro,32.8,2,4,1,1
10113,pro,38.4,4,23,4,1
10114,free,30.3,4,8,1,1
10115,free,33.1,5,7,2,1
10116,team,58.7,3,25,4,1
10117,free,87.3,12,25,2,1
10118,pro,52.5,3,30,4,1
10119,pro,23.4,2,3,1,1
10120,pro,40.9,5,16,2,1
10121,free,84.3,10,198,23,0
10122,free,61.1,7,153,21,0
10123,team,25.0,4,7,2,1
10124,free,79.0,10,170,21,0
10125,pro,23.4,3,7,2,1
10126,pro,35.3,2,3,1,1
10127,team,37.2,6,23,4,1
10128,free,86.3,12,126,15,0
10129,free,38.5,8,12,1,1
10130,pro,92.8,5,211,25,0
10131,free,15.9,3,7,2,1
10132,team,43.9,5,45,11,0
10133,team,40.0,4,19,3,1
10134,pro,34.1,4,4,1,1
10135,pro,96.3,13,237,23,0
10136,free,41.9,4,17,3,1
10137,free,5.9,0,0,1,1
10138,free,42.9,6,21,3,1
10139,free,29.5,2,3,2,1
10140,free,73.3,11,184,20,0
10141,pro,84.4,5,83,7,1
10142,pro,71.5,7,165,21,0
10143,pro,16.9,2,3,1,1
10144,pro,10.2,2,4,2,1
10145,free,41.2,3,12,3,1
10146,pro,26.2,1,2,1,1
10147,free,45.1,3,33,6,1
10148,pro,23.5,3,7,1,1
10149,free,29.9,3,5,1,1
10150,free,52.2,4,32,6,1
10151,free,10.6,1,5,4,1
10152,free,52.4,7,9,1,1
10153,pro,75.0,10,108,14,0
10154,free,74.9,7,99,13,0
10155,free,35.0,5,15,4,1
10156,pro,42.4,5,68,13,0
10157,free,10.2,3,4,2,1
10158,pro,16.0,1,4,1,1
10159,free,64.7,9,119,19,0
10160,team,35.3,3,6,1,1
10161,free,61.0,6,62,10,0
10162,pro,69.4,11,172,24,0
10163,pro,57.6,4,101,16,0
10164,free,68.3,8,139,18,0
10165,free,29.0,4,40,14,0
10166,free,35.2,4,15,3,1
10167,free,74.8,5,161,21,0
10168,free,31.7,4,7,1,1
10169,free,88.5,14,226,23,0
10170,free,65.4,4,8,1,1
10171,free,74.1,13,144,18,0
10172,free,47.4,7,20,2,1
10173,free,58.3,2,89,15,0
10174,pro,76.7,9,119,16,0
10175,free,24.1,7,10,1,1
10176,free,39.2,4,16,4,1
10177,free,56.7,7,15,2,1
10178,free,15.7,3,4,1,1
10179,pro,9.2,2,2,1,1
10180,free,67.9,5,17,2,1
10181,free,31.5,4,6,1,1
10182,pro,23.8,1,4,1,1
10183,pro,53.5,9,91,13,0
10184,team,60.3,10,133,18,0
10185,free,19.5,0,2,1,1
10186,free,46.2,5,18,3,1
10187,free,53.7,2,32,7,0
10188,free,49.3,4,104,17,0
10189,free,37.2,2,7,2,1
10190,free,16.7,1,12,5,1
10191,free,43.5,4,12,1,1
10192,pro,41.0,9,21,5,1
10193,free,31.7,1,36,10,0
10194,pro,22.9,4,6,3,1
10195,free,45.7,6,7,1,1
10196,pro,34.4,3,9,1,1
10197,pro,53.1,12,79,13,0
10198,free,36.6,3,45,11,0
10199,free,13.5,0,0,1,1
10200,pro,42.9,4,19,4,1
10201,free,56.9,11,59,11,0
10202,free,58.4,10,130,21,0
10203,pro,48.5,5,9,1,1
10204,pro,6.1,1,1,1,1
10205,free,53.0,6,19,2,1
10206,free,40.9,5,24,3,1
10207,pro,74.2,12,19,1,1
10208,free,20.4,2,10,3,1
10209,free,54.1,8,84,16,0
10210,free,58.0,6,20,2,1
10211,free,44.8,4,71,14,0
10212,team,31.0,9,13,1,1
10213,free,39.7,5,8,1,1
10214,free,27.2,2,5,1,1
10215,free,18.9,3,10,4,1
10216,free,75.6,12,143,17,0
10217,pro,67.6,11,57,7,0
10218,free,57.1,11,29,4,1
10219,pro,79.4,11,180,21,0
10220,free,34.4,4,6,1,1
10221,free,11.1,3,6,1,1
10222,free,49.4,6,65,14,0
10223,pro,54.6,9,31,3,1
10224,free,36.2,5,10,1,1
10225,pro,53.6,5,63,14,0
10226,free,67.6,6,17,2,1
10227,pro,40.4,2,55,12,0
10228,free,19.4,3,10,4,0
10229,pro,64.2,9,166,25,0
10230,team,18.9,0,2,1,1
10231,free,56.0,10,113,18,0
10232,team,52.5,5,95,17,0
10233,free,63.8,10,20,1,1
10234,team,74.5,6,160,20,0
10235,pro,76.4,10,122,13,0
10236,free,20.7,2,3,2,1
10237,pro,47.1,8,20,2,1
10238,pro,65.6,8,87,16,0
10239,pro,4.6,3,3,2,1
10240,pro,64.2,3,12,1,1
10241,pro,41.0,2,6,1,1
10242,pro,64.5,9,86,13,0
10243,team,19.2,1,7,1,1
10244,pro,36.7,5,15,2,1
10245,free,32.7,5,16,3,1
10246,free,60.0,9,13,1,1
10247,pro,15.3,2,2,1,1
10248,free,35.1,5,7,1,1
10249,free,40.2,8,69,14,0
10250,free,49.6,5,13,1,1
10251,team,55.8,5,89,15,0
10252,free,43.5,9,16,1,1
10253,pro,23.7,2,3,1,1
10254,free,85.9,11,166,16,0
10255,free,33.5,7,23,5,1
10256,team,49.3,8,10,1,1
10257,free,19.7,4,4,1,1
10258,pro,30.7,4,8,1,1
10259,free,47.6,6,15,3,1
10260,free,91.2,9,272,27,0
10261,free,54.1,5,9,1,1
10262,pro,18.9,2,3,1,1
10263,free,48.8,4,8,1,1
10264,pro,35.0,6,11,1,1
10265,pro,74.8,12,21,1,1
10266,free,26.2,2,5,1,1
10267,team,55.3,11,28,3,1
10268,team,52.4,5,12,1,1
10269,free,85.2,11,251,27,0
10270,pro,86.2,8,194,22,0
10271,pro,81.8,12,32,3,1
10272,team,49.8,10,19,2,1
10273,pro,20.0,1,6,2,1
10274,pro,46.0,10,60,11,0
10275,free,73.8,8,114,14,0
10276,free,31.6,5,38,12,0
10277,free,47.5,6,16,3,1
10278,pro,50.5,6,35,6,1
10279,team,31.1,2,10,2,1
10280,team,58.9,8,68,9,0
10281,pro,54.4,12,37,4,1
10282,free,50.3,8,23,3,1
10283,free,59.6,6,142,24,0
10284,free,12.0,0,0,1,1
10285,pro,34.9,4,7,1,1
10286,free,42.0,8,16,1,1
10287,free,36.8,4,6,1,1
10288,pro,67.9,10,109,15,0
10289,free,36.6,7,12,2,1
10290,free,26.7,2,15,5,1
10291,team,83.7,16,159,18,0
10292,team,16.5,5,12,3,1
10293,free,22.8,3,4,1,1
10294,team,80.7,10,13,1,1
10295,free,34.2,5,9,1,1
10296,free,45.9,5,9,1,1
10297,free,85.2,10,172,18,0
10298,team,17.9,1,4,2,1
10299,pro,65.3,9,118,19,0
10300,free,39.8,3,81,20,0
10301,pro,58.8,7,20,3,1
10302,free,44.0,2,10,1,1
10303,team,22.4,3,8,2,1
10304,pro,65.5,13,116,16,0
10305,pro,72.6,8,133,19,0
10306,pro,24.5,1,10,3,1
10307,free,23.3,4,39,17,0
10308,pro,51.8,7,12,1,1
10309,team,50.2,6,12,1,1
10310,pro,14.5,2,9,3,1
10311,pro,22.0,2,6,2,1
10312,free,66.3,8,103,14,0
10313,pro,58.5,3,30,5,1
10314,pro,36.4,6,10,1,1
10315,free,42.7,5,11,2,1
10316,team,45.5,7,78,13,0
10317,pro,40.4,10,17,2,1
10318,free,32.3,3,12,4,1
10319,team,62.7,9,74,12,0
10320,free,60.6,4,75,11,0
10321,free,53.6,3,6,1,1
10322,pro,14.9,1,6,2,1
10323,free,51.3,8,18,2,1
10324,free,64.4,10,139,19,0
10325,pro,41.6,9,18,3,1
10326,pro,16.1,1,7,2,1
10327,pro,61.8,11,28,3,1
10328,pro,23.8,2,4,1,1
10329,team,24.9,2,20,8,0
10330,free,51.8,7,61,13,0
10331,pro,83.0,7,213,25,0
10332,pro,54.5,7,93,15,0
10333,free,56.1,3,96,19,0
10334,free,49.5,11,12,1,1
10335,free,54.2,7,36,5,1
10336,free,19.0,0,1,1,1
10337,team,72.8,6,145,19,0
10338,free,72.6,8,148,19,0
10339,team,32.9,4,12,2,1
10340,free,45.3,4,7,1,1
10341,team,48.6,4,64,14,0
10342,pro,60.8,12,105,16,0
10343,pro,15.3,1,6,4,1
10344,pro,46.5,10,97,18,0
10345,pro,60.7,5,63,10,0
10346,free,22.6,2,6,3,1
10347,team,76.4,12,92,12,0
10348,pro,81.8,10,167,19,0
10349,free,55.0,11,68,12,0
10350,free,36.8,4,9,1,1
10351,free,48.9,7,69,12,0
10352,pro,10.7,2,3,2,1
10353,pro,44.5,5,8,1,1
10354,pro,56.1,4,132,20,0
10355,free,59.5,8,12,1,1
10356,pro,55.0,7,22,3,1
10357,free,42.9,4,27,5,1
10358,free,78.8,9,154,19,0
10359,pro,75.2,5,205,24,0
10360,pro,26.5,4,13,2,1
10361,free,29.5,6,17,3,1
10362,pro,32.5,6,10,2,1
10363,free,56.6,6,107,15,0
10364,pro,38.7,8,14,1,1
10365,pro,29.3,4,10,2,1
10366,team,28.1,0,2,1,1
10367,pro,71.1,6,91,12,0
10368,free,48.6,3,28,4,1
10369,team,36.7,2,23,6,1
10370,team,39.8,5,18,2,1
10371,pro,52.2,6,28,4,0
10372,free,19.7,2,34,16,0
10373,free,43.9,3,46,11,0
10374,free,32.1,2,10,2,1
10375,free,78.6,10,85,10,0
10376,team,58.9,7,88,15,0
10377,pro,21.8,7,16,2,1
10378,free,52.5,2,80,13,0
10379,free,72.3,5,131,14,0
10380,free,62.4,10,123,16,0
10381,free,62.2,5,8,1,1
10382,pro,24.8,4,10,2,1
10383,pro,45.9,6,52,11,0
10384,free,65.8,4,131,18,0
10385,free,55.0,4,26,3,1
10386,free,64.9,8,129,19,0
10387,free,38.9,7,12,1,1
10388,pro,51.6,7,92,17,0
10389,pro,79.5,9,211,26,0
10390,free,53.2,5,82,15,0
10391,team,34.2,4,11,2,1
10392,free,33.6,7,36,9,0
10393,free,39.3,5,8,1,1
10394,free,15.4,1,1,1,1
10395,free,68.7,9,125,17,0
10396,free,68.9,9,138,20,0
10397,free,16.1,3,4,1,1
10398,free,24.5,1,1,1,1
10399,pro,35.5,6,8,1,1
10400,pro,50.2,8,70,13,0
10401,free,66.9,10,40,4,1
10402,team,83.4,6,242,27,0
10403,pro,21.7,4,6,1,1
10404,team,66.3,7,130,17,0
10405,pro,87.3,11,252,27,0
10406,free,46.2,3,50,12,0
10407,pro,58.3,3,112,19,0
10408,free,58.8,8,11,1,1
10409,free,45.4,7,90,17,0
10410,pro,25.8,3,26,11,0
10411,pro,50.0,7,13,1,1
10412,team,43.2,6,11,2,1
10413,free,89.7,13,269,28,0
10414,free,79.4,10,148,18,0
10415,pro,41.4,8,91,20,0
10416,pro,34.0,7,20,4,1
10417,pro,67.2,9,111,16,0
10418,free,69.5,10,107,13,0
10419,pro,45.9,5,11,1,1
10420,pro,59.9,13,23,2,1
10421,team,48.9,3,6,1,1
10422,pro,51.1,1,62,13,0
10423,pro,63.6,9,115,17,0
10424,free,25.1,4,11,2,1
10425,pro,55.3,8,66,10,0
10426,free,40.4,5,11,2,1
10427,free,74.4,11,153,19,0
10428,pro,26.0,2,4,1,1
10429,free,93.3,14,242,24,0
10430,team,42.2,11,51,9,0
10431,free,22.9,7,8,1,1
10432,pro,26.9,4,39,12,0
10433,pro,37.6,2,5,2,1
10434,pro,58.1,7,20,2,1
10435,pro,60.4,8,10,1,1
10436,free,72.0,6,202,22,0
10437,pro,59.8,8,17,2,1
10438,team,54.5,6,13,1,1
10439,pro,78.1,9,158,18,0
10440,pro,35.6,4,11,1,1
10441,free,66.4,13,132,17,0
10442,pro,30.5,3,7,2,1
10443,free,28.5,6,34,14,0
10444,free,58.0,7,12,1,1
10445,pro,65.2,8,101,15,0
10446,free,67.3,5,37,6,1
10447,free,42.5,6,58,13,0
10448,free,42.3,1,13,3,1
10449,team,18.8,2,4,1,1
10450,pro,61.8,9,26,3,1
10451,pro,57.2,7,17,1,1
10452,pro,79.2,9,117,13,0
10453,free,35.8,5,23,3,1
10454,team,68.2,10,35,3,1
10455,pro,63.8,9,122,17,0
10456,pro,50.2,9,57,11,0
10457,free,43.5,8,21,4,1
10458,free,32.2,4,13,2,1
10459,free,40.7,2,11,1,1
10460,pro,49.1,1,72,13,0
10461,pro,20.3,3,7,2,1
10462,free,54.4,7,9,1,1
10463,free,43.2,7,13,1,1
10464,free,27.7,3,9,2,1
10465,free,48.3,9,69,10,0
10466,free,60.6,7,89,13,0
10467,free,75.4,9,159,19,0
10468,free,32.0,4,14,3,1
10469,free,61.1,2,79,13,0
10470,free,74.5,5,122,17,0
10471,free,20.1,1,5,2,1
10472,free,43.3,9,81,15,0
10473,free,19.1,5,8,1,1
10474,pro,19.3,5,7,1,1
10475,free,20.1,2,9,3,1
10476,pro,59.7,5,135,22,0
10477,pro,70.6,4,83,12,0
10478,free,35.4,4,6,2,1
10479,team,40.8,5,10,1,1
10480,team,62.8,4,92,15,0
10481,free,45.3,6,12,1,1
10482,pro,28.7,3,11,3,1
10483,team,69.1,7,105,17,0
10484,free,74.9,14,202,25,0
10485,free,57.7,10,114,21,0
10486,free,66.4,5,40,4,1
10487,team,21.0,0,2,1,1
10488,free,50.5,4,13,1,1
10489,free,9.3,0,2,1,1
10490,pro,41.5,10,18,2,1
10491,team,39.9,4,12,1,1
10492,pro,81.4,11,141,15,0
10493,free,25.8,2,23,8,0
10494,free,26.6,3,25,5,1
10495,pro,29.0,3,7,1,1
10496,free,48.7,5,76,13,0
10497,pro,50.1,5,26,4,1
10498,free,40.2,4,19,3,1
10499,pro,25.2,2,5,1,1
10500,free,83.2,12,124,14,0
10501,free,58.5,7,81,12,0
10502,pro,62.6,4,110,18,0
10503,free,17.0,1,5,1,1
10504,pro,30.8,6,31,9,0
10505,team,56.2,5,9,1,1
10506,free,58.6,9,143,21,0
10507,pro,29.9,3,34,14,0
10508,team,85.4,8,151,17,0
10509,free,50.6,6,9,1,1
10510,free,69.3,10,230,31,0
10511,pro,16.0,4,7,2,1
10512,free,20.5,0,0,1,1
10513,team,10.8,0,0,1,1
10514,team,77.4,12,180,21,0
10515,free,68.9,12,143,20,0
10516,pro,91.9,18,205,21,0
10517,free,71.7,10,117,17,0
10518,free,46.6,3,69,12,0
10519,pro,54.2,3,90,16,0
10520,pro,61.6,6,128,19,0
10521,free,41.7,7,58,12,0
10522,free,16.7,2,3,1,1
10523,free,38.8,7,10,1,1
10524,free,54.5,8,103,17,0
10525,pro,50.1,5,14,2,1
10526,free,79.3,7,151,19,0
10527,free,94.7,14,150,15,0
10528,free,44.5,3,67,16,0
10529,free,41.9,5,14,2,1
10530,pro,33.0,1,12,2,1
10531,pro,60.2,11,116,18,0
10532,free,34.6,4,8,1,1
10533,pro,32.5,4,11,2,1
10534,free,18.6,3,5,2,1
10535,pro,12.6,0,2,1,1
10536,team,23.4,1,7,4,1
10537,free,63.8,8,144,20,0
10538,free,17.6,4,10,2,1
10539,pro,32.6,4,9,1,1
10540,pro,41.8,4,28,4,1
10541,free,63.1,12,28,3,1
10542,free,75.6,5,17,1,1
10543,team,79.6,13,182,21,0
10544,pro,33.2,3,5,1,1
10545,team,17.8,2,3,2,1
10546,free,30.4,3,19,5,0
10547,free,59.5,12,30,4,1
10548,free,63.9,6,143,23,0
10549,pro,53.1,11,19,2,1
10550,free,42.9,6,76,14,0
10551,pro,43.2,4,8,1,1
10552,free,57.3,8,73,10,0
10553,team,39.4,3,15,3,1
10554,free,12.8,0,4,3,1
10555,free,62.2,17,21,1,1
10556,free,55.2,11,101,17,0
10557,team,19.7,2,2,1,1
10558,free,37.2,2,32,6,0
10559,pro,17.2,0,0,1,1
10560,free,52.4,5,30,5,1
10561,pro,53.9,7,20,2,1
10562,team,49.0,7,11,1,1
10563,team,40.4,7,16,2,1
10564,free,40.6,7,16,1,1
10565,pro,36.5,1,11,2,1
10566,pro,67.8,2,185,26,0
10567,free,29.2,6,10,1,1
10568,free,66.0,8,98,14,0
10569,team,48.7,2,71,12,0
10570,free,66.2,5,139,20,0
10571,pro,49.2,8,71,13,0
10572,pro,73.9,12,156,20,0
10573,free,34.2,2,19,3,1
10574,free,16.7,0,3,1,1
10575,free,72.8,7,120,15,0
10576,pro,66.0,9,102,13,0
10577,free,12.7,0,2,1,1
10578,free,33.8,5,10,1,1
10579,pro,25.4,4,7,1,1
10580,free,52.9,11,65,13,0
10581,team,80.1,12,208,22,0
10582,free,63.7,5,106,15,0
10583,free,16.7,0,4,1,1
10584,pro,61.3,4,114,18,0
10585,free,34.4,5,16,2,1
10586,free,41.7,3,88,22,0
10587,pro,53.1,3,30,4,1
10588,pro,25.4,6,12,2,1
10589,team,40.9,5,55,14,0
10590,pro,93.6,10,216,21,0
10591,free,49.1,10,22,2,1
10592,free,49.8,7,100,16,0
10593,free,72.5,7,114,12,0
10594,pro,23.1,2,7,3,1
10595,free,15.2,3,13,6,0
10596,pro,23.4,5,10,2,1
10597,free,41.0,1,8,2,1
10598,team,35.4,3,10,2,1
10599,pro,12.3,1,2,2,1
10600,free,55.7,10,76,13,0
10601,free,72.0,20,148,17,0
10602,pro,19.2,2,2,1,1
10603,team,44.7,1,14,3,1
10604,free,64.0,8,60,8,0
10605,free,19.0,2,4,1,1
10606,free,30.4,3,3,1,1
10607,free,34.3,3,19,3,1
10608,pro,62.3,14,50,5,1
10609,free,33.0,2,7,1,1
10610,pro,54.0,4,10,1,1
10611,pro,75.8,11,124,17,0
10612,team,48.4,7,36,5,1
10613,team,20.0,5,8,3,1
10614,pro,55.9,8,122,18,0
10615,free,68.2,7,24,2,1
10616,pro,28.8,3,38,14,0
10617,team,55.7,4,22,2,1
10618,free,54.6,11,31,3,1
10619,free,57.8,8,84,13,0
10620,pro,21.3,3,5,1,1
10621,free,54.6,6,17,2,1
10622,pro,66.0,8,105,14,0
10623,free,89.0,9,147,18,0
10624,pro,49.9,6,69,14,0
10625,team,34.5,8,18,2,1
10626,pro,37.3,5,19,3,1
10627,pro,5.0,1,4,2,1
10628,free,51.6,6,10,1,1
10629,pro,68.3,6,94,13,0
10630,free,33.9,5,10,2,1
10631,pro,48.7,3,10,1,1
10632,pro,25.9,3,4,1,1
10633,free,50.2,6,54,12,0
10634,free,46.7,9,16,1,1
10635,pro,77.8,11,169,21,0
10636,free,36.4,4,14,2,1
10637,free,58.5,11,134,22,0
10638,team,66.3,11,31,3,1
10639,pro,7.1,1,1,1,1
10640,pro,45.7,5,57,10,0
10641,free,52.0,5,21,3,1
10642,free,7.5,2,6,2,1
10643,free,40.5,5,13,2,1
10644,pro,50.9,7,21,4,1
10645,free,80.4,9,160,19,0
10646,free,34.2,9,53,13,0
10647,pro,38.0,6,20,3,1
10648,free,9.0,0,1,1,1
10649,pro,33.9,4,4,1,1
10650,pro,34.5,7,19,5,0
10651,free,54.9,5,111,18,0
10652,free,53.1,4,34,5,1
10653,pro,35.4,8,18,2,1
10654,pro,56.2,3,111,16,0
10655,pro,57.7,7,95,14,0
10656,free,58.5,10,54,8,0
10657,free,79.1,12,26,2,1
10658,team,30.8,7,15,2,1
10659,free,7.3,0,2,1,1
10660,pro,35.0,3,44,10,0
10661,pro,37.3,5,9,2,1
10662,pro,62.9,10,46,6,1
10663,pro,22.8,0,8,4,1
10664,pro,42.4,4,10,1,1
10665,team,79.7,9,256,31,0
10666,pro,68.5,6,21,3,1
10667,team,81.5,16,168,19,0
10668,free,58.4,9,82,13,0
10669,free,57.9,4,8,1,1
10670,free,20.1,1,9,2,1
10671,free,52.9,1,44,8,0
10672,free,48.5,5,15,1,1
10673,pro,57.3,9,17,2,1
10674,team,65.6,13,53,7,0
10675,pro,24.4,1,6,2,1
10676,pro,36.2,4,13,3,1
10677,pro,59.3,9,28,2,1
10678,free,72.8,9,129,21,0
10679,free,56.8,4,6,1,1
10680,free,60.0,6,132,19,0
10681,pro,30.4,2,6,1,1
10682,pro,57.6,10,123,19,0
10683,free,43.1,4,27,4,1
10684,pro,72.7,4,130,19,0
