account_id,industry,seats,tenure_months,health_score,contacted_support,churned
8821,Media,211,30,85.0,0,0
8822,Media,381,40,52.7,1,0
8823,SaaS,71,33,19.6,1,1
8824,Finance,372,30,34.9,1,1
8825,SaaS,24,25,75.7,1,0
8826,SaaS,199,34,70.0,1,0
8827,SaaS,302,47,49.8,0,0
8828,Finance,359,20,86.0,0,0
8829,SaaS,206,16,49.1,1,0
8830,SaaS,79,20,43.1,1,0
8831,Retail,341,36,27.5,1,1
8832,SaaS,56,20,38.8,0,1
8833,SaaS,122,27,36.1,1,1
8834,Finance,305,33,27.2,1,1
8835,SaaS,131,31,37.3,0,1
8836,Retail,124,18,54.1,0,0
8837,Retail,289,27,88.6,0,1
8838,Retail,329,17,47.6,0,0
8839,Health,296,28,56.8,0,0
8840,Health,173,18,35.8,1,0
8841,Media,193,28,78.6,0,0
8842,Media,396,32,25.3,1,1
8843,Finance,353,21,19.4,1,1
8844,Health,388,44,62.4,0,0
8845,Media,279,27,31.3,0,0
8846,Retail,140,8,45.6,0,1
8847,Health,346,13,50.5,1,1
8848,Retail,153,2,33.0,1,1
8849,Retail,290,14,74.3,1,0
8850,Health,37,43,87.0,0,0
8851,Health,160,41,66.7,0,0
8852,Finance,22,26,84.1,0,0
8853,Media,193,44,54.1,0,0
8854,Media,45,31,42.0,1,1
8855,SaaS,282,24,43.8,0,1
8856,Media,137,1,48.4,1,1
8857,Finance,96,4,64.1,0,0
8858,Finance,223,40,35.4,1,0
8859,Media,284,43,33.7,1,1
8860,Retail,30,6,50.6,0,0
8861,Retail,172,38,80.5,0,0
8862,Health,255,19,68.6,1,0
8863,Health,185,10,23.4,1,1
8864,SaaS,121,6,53.3,0,0
8865,Retail,52,46,70.6,0,0
8866,SaaS,391,20,49.2,0,1
8867,Finance,263,3,23.1,1,1
8868,SaaS,221,40,11.2,1,1
8869,SaaS,285,22,27.2,1,1
8870,Retail,12,46,13.4,1,1
8871,SaaS,209,35,64.4,0,0
8872,Health,317,23,36.2,0,1
8873,Media,159,25,74.4,0,0
8874,Finance,267,31,57.1,0,1
8875,Media,162,14,55.6,1,1
8876,Media,143,12,77.3,0,0
8877,SaaS,170,34,52.0,1,1
8878,Media,180,37,19.3,1,1
8879,Health,392,6,56.0,1,0
8880,Health,229,21,43.8,1,1
8881,Media,139,5,41.7,1,0
8882,Retail,99,33,67.9,0,0
8883,Retail,384,29,35.1,1,1
8884,SaaS,116,31,43.2,0,1
8885,Health,311,34,71.0,0,0
8886,Health,61,10,49.8,1,0
8887,Media,49,2,40.0,1,1
8888,Finance,69,45,57.9,1,0
8889,SaaS,168,45,94.7,0,0
8890,Finance,328,10,44.4,1,1
8891,SaaS,148,33,29.1,0,1
8892,Media,157,15,28.6,1,1
8893,Retail,349,27,16.1,1,1
8894,Health,246,46,20.9,1,1
8895,SaaS,338,33,90.7,0,0
8896,Retail,262,37,66.7,1,0
8897,Media,117,22,64.2,0,0
8898,Retail,17,28,20.0,1,1
8899,Media,343,19,83.5,0,1
8900,SaaS,153,45,28.9,1,1
8901,Retail,222,32,47.8,1,0
8902,Finance,104,31,76.1,0,0
8903,Health,69,30,77.9,1,0
8904,Media,308,4,51.9,1,0
8905,Retail,82,42,43.0,1,1
8906,Finance,140,10,35.9,1,1
8907,SaaS,279,11,41.5,1,0
8908,Retail,190,6,53.1,1,1
8909,Finance,282,18,76.0,0,0
8910,Retail,347,46,48.9,1,1
8911,Media,18,27,53.8,0,0
8912,Retail,240,15,44.5,1,0
8913,Retail,380,4,68.2,0,0
8914,Retail,349,2,53.1,1,0
8915,Finance,116,9,49.0,1,0
8916,Health,111,29,55.2,1,0
8917,Health,68,11,65.6,1,0
8918,Media,183,47,39.4,1,0
8919,Media,357,25,81.3,0,0
8920,SaaS,173,6,46.6,1,1
8921,Media,143,11,73.3,1,0
8922,Finance,394,30,25.7,1,1
8923,Finance,115,2,20.0,1,1
8924,Health,333,19,55.9,0,0
8925,Media,36,1,57.2,0,0
8926,SaaS,204,16,78.6,0,0
8927,Finance,150,28,65.8,0,1
8928,SaaS,55,47,37.9,1,1
8929,Finance,226,28,4.7,1,1
8930,Health,314,39,60.3,0,1
8931,SaaS,165,33,54.7,1,1
8932,Media,196,20,37.4,0,1
8933,Finance,330,47,62.6,1,0
8934,Health,166,15,34.8,1,1
8935,SaaS,124,41,69.8,0,0
8936,SaaS,138,37,45.7,0,0
8937,Health,44,17,33.2,0,1
8938,SaaS,310,37,35.8,1,1
8939,Retail,24,37,59.8,1,0
8940,Media,370,7,40.3,1,0
8941,Media,335,14,43.6,1,1
8942,Retail,210,40,71.2,1,0
8943,Finance,293,11,23.7,1,1
8944,Finance,304,22,26.2,1,1
8945,SaaS,53,7,34.3,1,1
8946,Retail,260,21,74.0,0,0
8947,Retail,398,25,87.0,0,0
8948,Finance,83,40,41.5,1,0
8949,SaaS,136,36,47.7,1,1
8950,Media,397,13,34.8,1,0
8951,Health,36,10,38.1,1,1
8952,Health,22,4,71.1,0,1
8953,Finance,179,10,58.0,1,0
8954,Finance,115,4,84.7,1,0
8955,Media,372,20,67.6,0,1
8956,Retail,156,30,29.7,1,0
8957,SaaS,9,29,76.2,0,0
8958,SaaS,175,21,43.7,0,0
8959,Retail,223,14,36.4,0,0
8960,Retail,377,44,11.2,1,1
8961,Media,149,8,32.1,1,0
8962,SaaS,385,12,82.1,0,0
8963,Finance,34,11,82.8,0,0
8964,Health,217,31,64.4,0,0
8965,Retail,289,42,51.4,0,1
8966,SaaS,151,46,67.0,1,0
8967,SaaS,38,6,56.0,0,0
8968,Health,76,32,34.0,1,1
8969,Retail,336,18,18.9,1,1
8970,Health,76,27,43.3,1,0
8971,SaaS,49,5,54.6,0,0
8972,Health,118,15,48.5,0,0
8973,Finance,385,21,72.0,0,0
8974,SaaS,377,22,28.4,0,1
8975,Health,393,23,62.4,0,0
8976,Finance,118,13,24.9,1,1
8977,Finance,168,46,71.6,0,0
8978,SaaS,80,18,30.6,1,0
8979,SaaS,36,32,74.7,1,0
8980,SaaS,103,22,63.4,1,1
8981,Health,86,28,45.0,1,0
8982,SaaS,259,17,61.2,1,0
8983,Health,86,35,80.3,0,0
8984,Media,378,1,66.8,0,1
8985,Media,59,33,38.9,1,1
8986,Retail,333,42,57.0,1,1
8987,Health,206,8,49.6,0,1
8988,Finance,180,31,35.1,1,1
8989,Health,247,18,63.4,0,1
8990,Finance,42,32,67.3,0,1
8991,Retail,383,6,62.5,0,0
8992,SaaS,310,4,72.4,0,0
8993,SaaS,124,20,87.1,0,0
8994,SaaS,131,33,50.7,1,0
8995,Health,13,14,52.3,0,1
8996,Retail,248,2,86.7,0,0
8997,Health,211,19,42.4,0,1
8998,Media,86,12,34.0,1,1
8999,Finance,227,22,49.3,1,0
9000,Health,214,40,54.0,0,0
9001,Media,379,10,71.2,0,0
9002,Media,278,11,80.3,0,0
9003,Finance,151,5,57.2,1,0
9004,SaaS,95,4,15.2,1,1
9005,SaaS,6,19,54.6,1,0
9006,Finance,39,3,67.0,0,0
9007,Finance,342,35,75.3,0,0
9008,SaaS,118,21,63.3,0,0
9009,SaaS,153,24,75.6,0,1
9010,Media,260,29,32.6,0,1
9011,Finance,333,40,63.6,0,0
9012,Media,155,21,53.1,0,1
9013,SaaS,128,44,18.9,1,1
9014,SaaS,340,41,44.8,1,1
9015,Health,52,29,56.6,0,1
9016,Retail,208,23,64.4,0,0
9017,Health,146,35,18.0,1,1
9018,Health,102,3,63.9,1,0
9019,Health,109,24,84.8,0,1
9020,Health,86,46,66.7,0,0
9021,Health,331,34,62.2,0,0
9022,Finance,68,16,71.0,1,0
9023,Media,399,1,29.9,1,1
9024,Health,94,21,34.5,1,1
9025,Finance,98,47,64.3,1,0
9026,Finance,40,38,62.0,0,0
9027,Retail,361,8,59.3,0,0
9028,Health,255,33,51.6,1,0
9029,Finance,286,21,42.6,1,1
9030,Finance,40,22,8.4,1,1
9031,Media,269,38,30.2,1,1
9032,Retail,269,33,81.7,0,1
9033,Finance,354,40,71.4,0,0
9034,Media,264,34,23.0,1,1
9035,Health,252,38,26.5,1,1
9036,Retail,254,7,76.5,0,0
9037,Media,384,29,16.1,1,1
9038,Retail,62,22,80.9,0,0
9039,Health,393,13,12.6,1,1
9040,Retail,331,32,12.3,1,1
9041,Media,237,23,61.8,0,1
9042,Health,321,22,38.2,0,1
9043,SaaS,73,45,62.2,1,1
9044,Finance,195,28,90.4,1,0
9045,Retail,262,1,52.2,0,1
9046,Retail,15,13,64.2,1,1
9047,Retail,395,35,34.7,0,1
9048,Retail,361,17,61.9,0,1
9049,SaaS,164,41,69.7,0,0
9050,Finance,326,25,44.0,0,1
9051,Health,367,42,41.5,0,1
9052,Finance,366,4,77.1,0,0
9053,SaaS,96,27,51.4,1,1
9054,Finance,78,32,70.9,0,0
9055,Health,386,2,22.2,1,1
9056,Media,361,45,70.0,0,0
9057,Media,60,41,64.0,0,1
9058,Retail,248,47,43.0,0,1
9059,Media,398,19,31.5,1,1
9060,Media,239,6,90.3,0,0
9061,Health,269,17,63.4,1,0
9062,SaaS,359,37,31.3,1,1
9063,SaaS,152,38,95.2,0,0
9064,Finance,288,18,26.6,1,1
9065,SaaS,376,43,57.9,0,0
9066,Finance,171,29,49.1,1,1
9067,Finance,265,42,49.5,0,0
9068,SaaS,35,11,30.6,1,0
9069,Media,291,7,72.7,0,0
9070,Retail,130,10,50.1,0,0
9071,SaaS,128,21,42.5,1,0
9072,Media,92,14,54.6,0,1
9073,Media,6,47,77.7,0,0
9074,Finance,266,37,56.3,0,0
9075,Retail,356,40,48.3,1,0
9076,Media,119,13,34.6,1,1
9077,Retail,398,22,36.5,1,1
9078,SaaS,137,30,31.4,1,1
9079,Finance,114,25,70.4,0,0
9080,Finance,229,44,22.8,1,1
9081,Finance,210,14,59.9,0,0
9082,Media,228,36,46.4,1,1
9083,SaaS,53,8,19.3,1,1
9084,Retail,183,15,61.8,0,0
9085,Finance,73,28,78.5,0,0
9086,Health,105,35,70.5,0,1
9087,Media,144,16,72.4,0,1
9088,Finance,216,34,64.2,0,1
9089,Finance,134,17,61.2,0,1
9090,Finance,248,8,25.6,1,1
9091,Finance,385,13,52.3,0,1
9092,Retail,59,28,67.2,0,0
9093,Retail,162,31,54.9,0,1
9094,Retail,315,40,36.5,0,1
9095,Retail,348,14,76.4,0,0
9096,Media,55,35,43.3,1,0
9097,Media,336,24,67.6,0,0
9098,Media,271,17,75.2,0,0
9099,Media,348,44,52.8,0,0
9100,Health,130,12,28.2,1,1
9101,Media,241,38,68.9,1,1
9102,Finance,260,37,26.0,1,1
9103,Media,374,10,47.3,1,1
9104,Health,210,38,34.3,1,0
9105,Retail,197,36,32.4,1,1
9106,Health,345,29,28.3,1,1
9107,Retail,364,18,17.4,1,1
9108,Finance,278,11,96.2,0,0
9109,Health,161,17,81.6,0,0
9110,Retail,258,17,32.6,1,1
9111,SaaS,126,3,65.4,0,1
9112,SaaS,237,13,21.6,1,1
9113,Media,184,18,34.2,1,1
9114,Media,174,1,74.4,1,0
9115,Finance,215,20,35.4,1,1
9116,SaaS,273,26,67.1,0,1
9117,SaaS,136,3,96.2,0,0
9118,Finance,364,44,46.9,1,1
9119,Retail,191,21,28.2,1,1
9120,Media,217,7,67.9,0,0
9121,Finance,54,40,4.4,1,1
9122,Retail,302,46,74.2,0,0
9123,Media,41,28,53.9,1,0
9124,Finance,143,37,66.4,0,0
9125,Finance,350,27,32.0,1,1
9126,Health,184,10,43.5,1,0
9127,Health,243,11,26.2,1,1
9128,SaaS,372,23,30.3,1,1
9129,SaaS,84,47,27.0,1,1
9130,Health,246,1,69.6,0,1
9131,Retail,320,9,70.7,0,0
9132,SaaS,61,35,46.7,1,1
9133,Retail,44,28,56.0,0,0
9134,Media,231,11,59.8,0,0
9135,SaaS,280,9,81.3,0,0
9136,Retail,288,29,76.1,0,0
9137,Media,198,26,72.6,0,1
9138,SaaS,310,10,54.6,0,0
9139,Health,258,27,82.2,0,0
9140,Retail,159,4,48.2,0,0
9141,Media,82,7,46.5,1,1
9142,Finance,326,8,45.7,1,1
9143,Finance,295,22,53.5,1,0
9144,Media,212,35,50.9,0,1
9145,Media,396,20,27.3,1,1
9146,Health,294,6,33.9,1,1
9147,SaaS,190,17,80.7,0,0
9148,Retail,75,11,57.0,0,1
9149,Retail,69,40,58.9,1,0
9150,Finance,392,31,58.9,0,0
9151,Finance,356,2,53.0,1,1
9152,Finance,322,19,86.0,0,0
9153,SaaS,313,44,62.3,0,0
9154,Health,338,11,47.6,0,0
9155,Retail,268,24,34.8,0,1
9156,SaaS,369,38,80.1,0,0
9157,SaaS,54,5,55.9,1,1
9158,SaaS,15,43,51.1,1,1
9159,Finance,152,36,42.9,1,1
9160,SaaS,340,22,69.5,0,0
9161,Retail,195,18,91.3,1,0
9162,Media,167,10,43.4,1,0
9163,SaaS,134,41,52.5,1,1
9164,Media,219,44,85.4,0,0
9165,Media,32,36,74.5,0,0
9166,Media,13,18,36.4,1,1
9167,Health,318,44,30.4,1,1
9168,Retail,306,27,86.9,0,0
9169,Health,197,22,42.5,1,0
9170,Health,225,11,63.4,0,0
9171,SaaS,335,17,88.3,0,0
9172,Retail,187,1,56.3,0,0
9173,Finance,163,30,43.6,1,0
9174,Finance,49,37,39.1,0,1
9175,Media,259,20,36.9,1,1
9176,Finance,102,1,47.1,0,0
9177,Finance,57,37,37.4,1,0
9178,Finance,98,18,53.4,0,1
9179,Finance,378,36,60.6,0,0
9180,Health,289,30,51.8,1,0
9181,Health,146,39,51.2,1,0
9182,SaaS,134,28,54.9,0,1
9183,SaaS,140,2,59.4,0,0
9184,Retail,119,41,60.1,0,1
9185,Health,237,14,59.1,1,1
9186,SaaS,9,26,62.3,1,0
9187,Health,359,10,61.4,1,0
9188,Media,283,13,25.7,0,1
9189,Finance,381,32,63.3,0,0
9190,Health,377,8,62.7,0,0
9191,Media,125,3,61.6,0,0
9192,Finance,350,34,28.3,1,1
9193,Retail,204,27,9.8,1,1
9194,Media,208,27,7.8,1,1
9195,Retail,193,46,52.4,1,1
9196,Finance,288,14,31.8,0,1
9197,Media,255,38,64.0,0,1
9198,Retail,153,32,21.3,1,1
9199,Health,263,21,46.6,0,0
9200,Health,197,22,76.8,0,0
9201,Retail,333,25,67.9,0,0
9202,Media,275,18,45.3,1,1
9203,Finance,289,29,16.3,1,1
9204,Retail,84,12,87.7,0,0
9205,SaaS,36,32,65.6,0,0
9206,Retail,352,19,81.6,0,0
9207,Health,84,23,24.6,1,0
9208,Media,167,46,53.4,0,0
9209,SaaS,360,26,78.9,0,0
9210,Retail,341,41,49.1,0,1
9211,Media,324,6,44.0,1,1
9212,Retail,11,29,83.5,0,0
9213,Media,395,16,34.1,1,1
9214,Finance,11,13,6.7,1,1
9215,Media,16,19,79.2,0,0
9216,Retail,112,30,93.9,0,0
9217,Media,265,16,54.5,1,0
9218,Finance,292,43,33.0,1,1
9219,Finance,283,2,63.8,0,0
9220,Finance,291,15,17.1,1,1
9221,Retail,367,24,58.9,0,0
9222,Health,377,27,76.6,0,1
9223,Retail,93,17,74.3,0,0
9224,Media,302,5,76.4,0,0
9225,Retail,181,30,12.0,1,1
9226,SaaS,57,30,69.8,1,0
9227,SaaS,134,45,52.8,1,0
9228,Finance,199,40,94.0,0,1
9229,Health,202,14,65.9,0,0
9230,Health,369,26,81.3,1,0
9231,Finance,318,42,18.6,1,1
9232,Media,42,26,61.9,1,0
9233,SaaS,161,42,17.1,1,1
9234,Health,81,37,69.9,0,0
9235,Media,18,7,54.0,0,0
9236,Health,384,14,72.5,0,0
9237,SaaS,292,11,75.1,0,0
9238,Retail,120,46,22.6,1,1
9239,Media,201,38,45.7,0,1
9240,SaaS,355,32,39.8,1,1
9241,Finance,366,41,53.4,1,0
9242,Health,272,1,48.0,0,0
9243,Media,75,34,32.3,0,1
9244,Health,221,32,90.4,0,0
9245,Finance,30,23,68.8,0,0
9246,Retail,362,31,42.8,1,0
9247,Retail,347,13,32.4,1,1
9248,Health,69,16,36.7,1,0
9249,Retail,173,8,78.9,1,0
9250,Finance,69,37,72.7,1,1
9251,Retail,5,45,33.2,1,1
9252,SaaS,292,17,34.0,1,0
9253,SaaS,166,5,67.2,1,0
9254,Finance,368,12,22.4,0,1
9255,SaaS,394,12,50.0,1,1
9256,Retail,37,43,87.2,0,0
9257,Health,232,47,54.2,1,0
9258,Media,225,29,63.0,0,1
9259,Finance,161,2,46.5,1,1
9260,Finance,232,15,93.4,0,0
9261,Retail,227,2,77.0,0,0
9262,SaaS,158,36,53.4,1,1
9263,Finance,62,26,56.2,0,1
9264,Retail,87,13,80.8,0,1
9265,Health,105,13,47.0,1,1
9266,Retail,233,38,30.9,1,0
9267,Media,65,16,72.8,0,1
9268,Retail,217,11,83.2,1,0
9269,Finance,229,41,97.0,0,0
9270,Retail,284,21,91.1,0,0
9271,SaaS,327,35,69.8,0,0
9272,Media,52,20,33.7,0,1
9273,SaaS,210,8,29.5,1,1
9274,Retail,49,10,82.6,0,0
9275,Health,147,3,39.9,1,0
9276,Health,113,26,78.7,0,0
9277,Health,201,22,66.4,0,0
9278,Retail,10,27,50.2,1,0
9279,Retail,93,27,81.8,0,0
9280,Health,52,2,45.5,1,0
9281,Retail,367,13,45.9,0,1
9282,Health,115,39,76.3,0,1
9283,SaaS,6,2,48.2,1,0
9284,Health,359,35,52.0,0,0
9285,SaaS,192,10,35.9,1,1
9286,Health,73,18,69.3,0,0
9287,Finance,107,12,31.3,1,1
9288,Finance,361,43,59.4,0,1
9289,Finance,293,26,68.7,0,0
9290,Finance,105,34,8.1,1,1
9291,Health,144,15,48.0,1,1
9292,Finance,155,38,56.9,0,0
9293,SaaS,14,5,37.0,0,0
9294,Media,392,40,58.0,0,1
9295,Retail,95,26,33.6,1,1
9296,Finance,386,41,59.7,1,0
9297,SaaS,257,30,77.4,0,0
9298,SaaS,332,29,43.4,1,1
9299,Retail,56,17,45.4,0,0
9300,Media,31,24,40.8,0,1
9301,Finance,204,26,52.2,0,1
9302,Finance,285,18,41.6,1,1
9303,Health,152,24,80.5,0,0
9304,Finance,19,14,24.0,1,1
9305,Media,219,15,44.7,0,0
9306,Media,368,47,21.0,1,1
9307,Media,266,16,48.2,1,0
9308,Finance,353,20,82.0,0,0
9309,Finance,6,30,20.8,1,1
9310,Health,109,44,30.3,1,1
9311,Media,45,37,83.3,0,0
9312,SaaS,380,37,92.2,0,0
9313,Media,178,16,68.9,0,0
9314,Retail,343,42,17.4,1,1
9315,Media,286,29,49.6,1,1
9316,Health,270,24,22.2,1,0
9317,SaaS,108,3,50.7,0,1
9318,SaaS,338,30,75.8,0,0
9319,SaaS,206,6,96.1,0,0
9320,Media,279,17,72.2,0,0
9321,Media,336,47,43.2,0,1
9322,SaaS,341,5,57.4,1,0
9323,Media,379,43,88.5,0,0
9324,Finance,227,3,74.0,0,0
9325,Retail,12,23,28.5,1,1
9326,SaaS,348,47,24.3,1,1
9327,Retail,308,8,19.2,1,1
9328,Finance,106,39,91.9,0,0
9329,Health,363,23,74.5,0,0
9330,Media,119,22,8.3,1,1
9331,Media,168,16,40.2,1,0
9332,Media,268,38,75.7,0,0
9333,Health,373,4,44.7,1,0
9334,Health,356,7,46.0,0,0
9335,Media,108,9,64.0,0,1
9336,Retail,299,6,61.8,1,0
9337,Retail,98,23,88.6,0,0
9338,Finance,152,28,49.1,0,1
9339,Finance,40,46,81.0,0,0
9340,Retail,342,39,55.6,0,1
9341,Health,20,17,64.0,0,1
9342,Media,307,20,55.0,1,1
9343,Media,375,20,41.6,1,1
9344,SaaS,252,44,67.1,0,1
9345,SaaS,160,25,37.2,1,0
9346,Finance,173,35,79.5,0,0
9347,Finance,154,47,62.8,0,0
9348,Retail,137,41,67.5,0,1
9349,Health,291,36,73.4,0,0
9350,Health,177,35,59.0,0,0
9351,Media,256,46,95.2,0,0
9352,Media,246,8,74.2,0,0
9353,Health,66,22,51.8,1,0
9354,Retail,254,7,23.4,1,1
9355,SaaS,219,1,39.6,1,1
9356,Retail,239,25,58.0,0,0
9357,Retail,27,23,50.5,0,0
9358,Health,51,18,74.6,0,0
9359,Finance,381,34,63.3,1,1
9360,Media,168,34,42.2,1,0
9361,Health,7,11,68.6,0,0
9362,Finance,319,25,85.6,0,0
9363,Finance,332,42,48.1,0,1
9364,Health,338,39,26.9,1,1
9365,SaaS,8,18,73.7,0,0
9366,Health,173,29,29.3,1,1
9367,Retail,132,47,11.3,1,1
9368,SaaS,361,13,85.8,1,0
9369,Retail,67,10,61.2,0,0
9370,Health,39,47,18.0,1,1
9371,Retail,104,6,62.1,0,0
9372,Health,46,14,65.8,1,1
9373,Health,66,5,62.8,1,0
9374,Retail,332,14,88.9,0,0
9375,SaaS,245,15,69.7,0,0
9376,SaaS,52,40,49.6,0,1
9377,Media,177,9,52.0,1,0
9378,Health,134,39,70.4,0,0
9379,Media,48,13,22.9,1,1
9380,Health,35,24,86.0,1,0
9381,Health,59,42,60.9,1,1
9382,Finance,154,24,52.4,1,0
9383,SaaS,129,20,58.0,1,1
9384,Retail,99,34,24.4,1,1
9385,Health,200,43,85.0,0,0
9386,Media,119,27,4.2,1,1
9387,Health,46,32,60.2,0,0
9388,SaaS,58,32,36.3,0,1
9389,Media,162,8,48.9,0,0
9390,Finance,89,46,38.4,1,1
9391,Retail,40,46,39.0,0,1
9392,SaaS,60,21,64.3,0,1
9393,Retail,12,8,41.2,0,0
9394,Retail,169,8,41.8,1,0
9395,SaaS,224,28,50.6,0,0
9396,SaaS,143,22,59.8,1,0
9397,Media,139,43,46.3,1,1
9398,SaaS,18,18,35.9,1,1
9399,Finance,77,15,57.3,1,0
9400,Health,191,40,43.1,1,0
9401,Media,134,10,71.1,0,0
9402,Health,374,37,59.2,0,1
9403,Finance,86,23,14.7,1,0
9404,Media,245,25,43.5,0,1
9405,Health,196,12,47.9,0,0
9406,Media,205,44,78.3,0,0
9407,Health,244,29,75.2,1,0
9408,Finance,144,3,55.7,1,0
9409,Health,293,6,63.5,0,0
9410,Retail,8,47,60.3,0,0
9411,Media,29,10,57.0,0,0
9412,Media,46,40,51.6,0,1
9413,Finance,397,19,50.8,1,0
9414,Health,69,2,49.0,0,1
9415,Health,197,31,81.6,0,0
9416,Finance,92,27,63.4,0,0
9417,Retail,173,7,36.5,1,1
9418,Finance,140,9,21.8,1,1
9419,Media,147,31,54.8,1,0
9420,SaaS,353,43,58.1,1,1
9421,Media,45,19,40.1,1,0
9422,SaaS,296,1,58.4,0,1
9423,SaaS,379,16,74.2,0,0
9424,SaaS,201,5,11.1,1,1
9425,SaaS,23,32,69.4,1,1
9426,Retail,399,47,17.3,1,1
9427,Media,159,34,68.6,1,0
9428,Finance,67,22,31.4,1,0
9429,Media,191,47,71.1,0,0
9430,Health,237,4,18.5,1,1
9431,Health,194,16,35.0,0,1
9432,Media,179,46,46.6,0,1
9433,Media,230,28,10.6,1,1
9434,Finance,84,13,29.0,1,1
9435,Health,84,23,73.1,1,0
9436,Media,353,8,69.5,0,1
9437,Retail,61,42,87.7,0,0
9438,Health,18,15,29.5,1,0
9439,Finance,223,44,70.6,1,1
9440,Media,392,7,29.6,1,1
9441,Media,243,43,4.3,1,1
9442,SaaS,44,34,58.1,0,1
9443,Media,50,4,35.0,0,1
9444,Retail,127,20,38.0,1,1
9445,Media,17,31,27.1,1,1
9446,SaaS,396,34,96.3,0,0
9447,Retail,308,14,61.2,0,0
9448,Health,111,34,52.4,1,1
9449,Retail,7,18,54.8,0,0
9450,SaaS,9,46,71.5,0,0
9451,Retail,363,40,30.3,1,1
9452,Finance,21,19,9.7,1,1
9453,Finance,122,37,24.2,1,1
9454,SaaS,15,39,44.7,1,1
9455,Media,344,39,50.9,1,0
9456,Retail,49,17,20.4,1,1
9457,Media,50,20,50.8,0,1
9458,Retail,82,32,75.9,0,0
9459,SaaS,326,36,72.2,0,0
9460,Media,224,38,60.8,0,0
9461,Health,242,20,53.2,1,0
9462,SaaS,258,43,30.1,1,1
9463,SaaS,260,27,86.6,0,0
9464,Retail,28,21,62.4,0,0
9465,Finance,352,41,80.5,1,0
9466,Media,382,46,31.2,1,1
9467,Health,98,31,58.1,1,1
9468,Health,61,36,45.2,0,1
9469,Retail,233,1,74.5,0,0
9470,Health,20,29,76.1,1,0
9471,Retail,96,28,41.6,0,1
9472,Media,307,35,45.9,0,0
9473,Finance,347,19,27.8,1,1
9474,SaaS,259,18,62.2,1,0
9475,SaaS,69,30,69.0,0,0
9476,Health,74,8,35.0,1,1
9477,SaaS,105,3,38.8,0,0
9478,Finance,266,21,26.0,1,1
9479,Retail,3,23,33.6,0,0
9480,Finance,83,34,59.5,1,0
9481,Retail,136,29,74.4,0,0
9482,Retail,231,27,60.1,1,0
9483,SaaS,158,31,40.5,1,1
9484,Retail,5,41,36.6,1,1
9485,SaaS,349,38,52.2,1,1
9486,Health,321,42,67.7,0,0
9487,Retail,137,45,89.1,0,0
9488,Finance,344,30,37.5,1,1
9489,Retail,226,44,83.2,0,0
9490,Media,40,43,27.7,1,1
9491,Retail,212,17,38.1,1,1
9492,Media,237,18,77.3,0,0
9493,Retail,113,13,64.7,0,0
9494,Health,381,2,83.3,1,0
9495,Finance,118,31,32.3,1,1
9496,SaaS,322,22,48.7,1,1
9497,Media,101,43,73.7,0,1
9498,Retail,211,9,68.5,0,1
9499,Finance,83,15,57.9,1,0
9500,SaaS,142,38,93.6,0,0
9501,Retail,16,11,59.9,0,0
9502,SaaS,234,32,46.1,0,1
9503,Media,361,28,48.0,0,1
9504,SaaS,285,44,59.9,0,0
9505,Media,248,43,59.1,1,0
9506,Health,37,25,69.2,0,0
9507,Finance,399,22,45.0,1,0
9508,Health,245,5,67.2,0,0
9509,Retail,322,42,60.9,0,1
9510,SaaS,261,7,54.0,1,0
9511,Finance,252,43,32.1,1,1
9512,SaaS,4,13,45.8,0,0
9513,SaaS,25,12,12.9,0,1
9514,Retail,396,36,50.3,0,0
9515,Finance,341,30,60.0,0,1
9516,SaaS,169,17,36.8,1,1
9517,Retail,106,29,51.4,0,0
9518,Finance,158,47,52.5,0,1
9519,Finance,330,4,85.3,0,1
9520,Retail,127,31,75.7,0,0
9521,Health,170,28,73.2,0,0
9522,Retail,62,25,82.7,0,0
9523,SaaS,161,39,65.2,0,0
9524,SaaS,279,45,84.4,0,0
9525,Media,369,1,39.9,0,0
9526,Finance,398,14,55.7,0,1
9527,Health,158,18,36.7,1,1
9528,Retail,328,23,40.4,1,0
9529,Health,117,22,84.7,0,0
9530,Health,69,25,34.3,1,0
9531,Finance,193,23,49.9,0,1
9532,Media,390,17,37.8,1,1
9533,SaaS,266,30,54.5,0,0
9534,SaaS,237,47,39.4,0,1
9535,Finance,298,41,75.7,0,1
9536,Finance,50,7,79.0,0,1
9537,SaaS,120,31,32.9,0,0
9538,Health,94,21,55.3,0,1
9539,Retail,293,9,54.3,1,1
9540,Finance,154,47,66.3,1,1
9541,Retail,311,28,85.6,0,0
9542,Finance,165,36,62.3,0,0
9543,Retail,69,29,72.1,0,1
9544,Health,4,40,48.9,1,1
9545,Finance,34,44,83.7,0,0
9546,SaaS,275,34,57.4,1,0
9547,SaaS,385,18,43.8,1,0
9548,SaaS,14,29,53.4,1,1
9549,Health,172,32,77.2,0,0
9550,Health,129,17,26.6,1,0
9551,SaaS,169,1,43.9,1,0
9552,Media,43,13,51.1,0,0
9553,SaaS,73,36,52.7,1,0
9554,Retail,295,6,51.7,1,0
9555,Finance,56,2,13.4,0,1
9556,SaaS,326,26,66.9,1,1
9557,SaaS,256,9,34.1,1,0
9558,Health,266,35,79.4,0,0
9559,Media,230,21,66.4,1,0
9560,Health,242,4,34.7,1,0
9561,SaaS,83,12,74.4,0,0
9562,SaaS,324,44,51.4,1,0
