rep_id,region,tenure_months,q1_sales_k,coached,q2_sales_k
8888,APAC,7,69.9,0,51.4
8889,EMEA,3,65.3,0,77.6
8890,EMEA,38,44.8,0,66.2
8891,NA,14,58.1,0,49.5
8892,EMEA,21,25.1,1,41.9
8893,LATAM,37,56.0,0,51.0
8894,LATAM,7,55.3,0,54.1
8895,NA,52,30.9,1,21.6
8896,NA,32,81.6,0,69.5
8897,EMEA,36,51.9,0,46.4
8898,LATAM,50,48.3,1,56.8
8899,LATAM,27,41.0,1,46.0
8900,LATAM,11,47.3,0,43.2
8901,LATAM,37,74.0,0,83.2
8902,EMEA,58,60.2,0,80.1
8903,APAC,24,71.6,0,80.0
8904,LATAM,46,45.2,0,20.1
8905,APAC,39,50.0,0,61.0
8906,NA,59,44.8,0,50.3
8907,EMEA,38,60.0,0,44.0
8908,EMEA,6,45.1,0,42.5
8909,APAC,56,55.6,0,59.9
8910,EMEA,22,34.3,1,31.3
8911,APAC,37,60.8,0,63.8
8912,APAC,11,32.5,1,72.8
8913,APAC,9,55.2,0,65.4
8914,EMEA,52,48.4,0,30.1
8915,LATAM,57,44.1,0,52.8
8916,EMEA,3,60.8,0,56.3
8917,NA,15,46.2,1,50.4
8918,LATAM,30,39.1,1,37.2
8919,LATAM,54,52.9,0,63.6
8920,EMEA,42,52.4,0,48.8
8921,EMEA,5,82.4,0,72.9
8922,APAC,4,37.1,1,38.8
8923,LATAM,32,46.2,0,51.4
8924,NA,45,55.4,0,57.8
8925,LATAM,25,49.2,0,25.3
8926,EMEA,7,50.3,1,30.9
8927,APAC,41,56.4,0,45.0
8928,EMEA,57,33.3,1,51.8
8929,EMEA,50,52.3,0,46.4
8930,NA,49,47.5,0,71.9
8931,NA,16,48.5,0,42.5
8932,EMEA,58,72.8,0,70.9
8933,APAC,38,41.4,0,29.4
8934,LATAM,16,58.5,0,77.1
8935,EMEA,31,58.8,0,63.2
8936,NA,30,35.6,1,25.5
8937,LATAM,24,29.1,1,28.5
8938,EMEA,5,77.8,0,82.0
8939,NA,54,35.4,1,30.9
8940,APAC,16,61.2,0,55.0
8941,NA,7,51.0,0,62.1
8942,NA,46,53.0,0,76.1
8943,APAC,17,28.1,0,62.2
8944,LATAM,38,49.2,1,58.1
8945,NA,8,73.1,0,72.8
8946,EMEA,15,67.4,0,65.7
8947,APAC,25,23.9,1,64.7
8948,LATAM,32,72.7,0,56.4
8949,APAC,39,51.3,0,42.2
8950,NA,26,33.8,1,47.5
8951,APAC,34,58.2,0,70.6
8952,NA,41,62.7,0,62.8
8953,EMEA,15,53.4,0,46.8
8954,APAC,14,34.4,1,46.4
8955,EMEA,29,45.4,1,54.7
8956,NA,51,49.7,0,49.6
8957,EMEA,6,78.3,0,60.5
8958,LATAM,23,66.1,0,59.2
8959,EMEA,47,32.9,1,51.9
8960,NA,17,63.9,0,54.8
8961,APAC,26,13.9,1,26.3
8962,APAC,40,38.6,1,36.7
8963,NA,48,9.2,1,19.4
8964,LATAM,59,62.8,0,73.1
8965,EMEA,42,50.0,0,58.9
8966,EMEA,22,59.2,1,61.5
8967,LATAM,55,58.7,0,54.3
8968,EMEA,7,60.5,1,67.5
8969,LATAM,24,60.9,0,61.4
8970,NA,26,64.4,0,66.9
8971,LATAM,46,27.2,1,51.2
8972,LATAM,30,46.5,0,62.2
8973,APAC,30,56.8,0,31.2
8974,NA,24,63.6,0,58.2
8975,NA,3,38.3,0,46.3
8976,NA,12,43.5,0,59.1
8977,LATAM,37,70.3,0,47.0
8978,APAC,30,65.3,0,80.0
8979,NA,50,35.0,0,28.5
8980,APAC,37,57.3,0,42.2
8981,APAC,43,29.3,1,35.5
8982,APAC,44,76.7,0,78.5
8983,EMEA,19,42.1,1,53.5
8984,LATAM,22,56.2,0,61.1
8985,LATAM,55,55.2,1,58.1
8986,NA,7,57.2,0,55.8
8987,EMEA,15,48.8,0,54.8
8988,APAC,51,55.5,0,54.9
8989,APAC,18,34.5,1,63.9
8990,APAC,33,57.2,0,56.6
8991,EMEA,45,53.3,0,36.5
8992,LATAM,44,48.6,0,59.6
8993,NA,22,32.4,0,46.8
8994,APAC,59,52.1,1,47.5
8995,APAC,56,36.6,1,40.8
8996,APAC,17,43.4,1,66.7
8997,NA,30,33.1,1,60.1
8998,EMEA,8,42.4,1,60.0
8999,NA,19,56.8,0,58.9
9000,APAC,27,35.4,1,42.8
9001,LATAM,57,20.3,1,34.4
9002,LATAM,24,39.8,1,41.6
9003,EMEA,53,68.3,0,61.6
9004,NA,24,36.1,1,35.7
9005,EMEA,15,53.8,0,37.1
9006,NA,5,40.0,1,50.4
9007,EMEA,5,34.2,1,35.6
9008,EMEA,8,43.2,1,61.2
9009,APAC,53,44.8,0,42.5
9010,LATAM,45,49.6,0,64.9
9011,LATAM,14,30.6,1,26.6
9012,APAC,4,42.5,0,66.0
9013,APAC,27,67.3,0,51.1
9014,APAC,17,10.9,1,12.2
9015,NA,8,30.5,1,32.2
9016,EMEA,20,48.5,1,74.4
9017,EMEA,53,42.5,0,40.3
9018,LATAM,17,55.1,0,34.3
9019,NA,28,35.6,1,34.3
9020,APAC,46,56.1,0,30.8
9021,APAC,53,50.1,0,48.8
9022,NA,48,50.5,0,39.7
9023,APAC,53,66.1,0,59.7
9024,LATAM,57,54.5,0,52.5
9025,APAC,23,48.8,0,55.0
9026,APAC,23,39.3,1,47.4
9027,NA,59,16.8,1,35.8
9028,APAC,14,44.4,0,63.9
9029,LATAM,46,46.1,1,39.0
9030,APAC,39,42.8,1,58.3
9031,LATAM,11,75.7,0,64.6
9032,EMEA,19,27.0,1,39.7
9033,LATAM,58,65.1,0,50.5
9034,EMEA,58,43.6,1,16.7
9035,EMEA,24,69.2,0,51.4
9036,APAC,23,46.4,0,60.5
9037,LATAM,21,41.2,1,52.0
9038,EMEA,45,36.4,1,57.5
9039,NA,2,51.0,0,76.3
9040,EMEA,24,40.7,0,61.6
9041,EMEA,25,27.5,1,41.1
9042,EMEA,27,77.0,0,54.9
9043,LATAM,58,52.0,0,50.9
9044,APAC,11,40.3,1,71.0
9045,EMEA,38,36.0,1,37.6
9046,APAC,40,50.6,0,51.9
9047,APAC,2,78.0,0,60.5
9048,EMEA,5,21.4,1,30.3
9049,EMEA,8,81.0,0,82.8
9050,LATAM,5,49.9,0,70.9
9051,NA,54,63.4,0,51.4
9052,EMEA,14,40.2,0,45.8
9053,LATAM,27,35.3,1,40.7
9054,LATAM,49,35.1,1,34.8
9055,APAC,42,30.3,1,9.7
9056,EMEA,41,29.4,1,22.5
9057,EMEA,17,53.5,0,58.3
9058,NA,53,49.6,0,54.5
9059,APAC,2,63.8,0,58.1
9060,LATAM,18,74.8,0,78.5
9061,NA,13,54.0,1,51.2
9062,APAC,48,66.7,0,81.2
9063,LATAM,57,34.8,1,40.4
9064,NA,28,48.1,0,54.1
9065,NA,28,68.2,0,71.9
9066,LATAM,23,46.4,1,72.3
9067,EMEA,19,36.2,1,26.2
9068,EMEA,45,49.1,0,58.0
9069,APAC,15,48.2,0,54.5
9070,LATAM,35,10.5,1,41.0
9071,LATAM,2,41.4,0,49.6
9072,LATAM,14,52.4,1,58.1
9073,LATAM,43,60.7,0,72.6
9074,NA,48,71.2,0,59.1
9075,NA,5,70.9,0,61.9
9076,LATAM,44,53.8,0,52.4
9077,LATAM,53,26.7,1,43.8
9078,EMEA,28,24.4,1,14.3
9079,EMEA,55,48.9,0,49.2
9080,APAC,5,43.5,0,41.2
9081,APAC,32,47.6,1,50.8
9082,LATAM,12,58.3,0,27.9
9083,APAC,25,93.3,0,85.9
9084,LATAM,56,20.9,1,25.8
9085,NA,48,57.0,1,54.1
9086,NA,52,32.9,1,38.3
9087,LATAM,9,57.7,0,64.1
9088,EMEA,26,66.8,0,66.9
9089,NA,26,10.1,1,37.1
9090,LATAM,32,57.6,1,51.0
9091,NA,34,70.4,0,52.8
9092,EMEA,53,77.9,0,61.2
9093,EMEA,4,53.2,0,56.9
9094,NA,19,44.6,0,49.8
9095,LATAM,35,67.1,0,60.0
9096,NA,53,2.9,1,34.6
9097,NA,15,40.7,0,56.7
9098,LATAM,37,52.2,1,60.4
9099,LATAM,24,70.4,0,64.8
9100,APAC,23,16.7,1,31.3
9101,APAC,50,45.8,0,47.3
9102,EMEA,53,62.7,0,53.1
9103,NA,26,42.8,0,43.6
9104,NA,43,46.9,1,57.6
9105,APAC,15,44.0,1,61.1
9106,LATAM,36,27.5,1,31.2
9107,APAC,5,55.9,0,35.6
9108,EMEA,53,41.7,1,41.0
9109,APAC,26,46.3,1,33.3
9110,APAC,48,46.2,0,69.1
9111,EMEA,29,79.6,0,58.8
9112,NA,6,46.1,1,42.8
9113,LATAM,37,79.7,0,51.9
9114,LATAM,4,53.0,0,27.2
9115,APAC,57,62.7,0,63.8
9116,APAC,47,55.8,0,95.6
9117,APAC,22,55.6,0,37.8
9118,EMEA,9,29.6,1,18.0
9119,EMEA,50,46.5,0,45.7
9120,LATAM,54,39.3,0,29.5
9121,APAC,12,23.1,1,23.7
9122,APAC,26,54.8,1,50.1
9123,APAC,32,48.5,1,57.6
9124,NA,9,49.4,0,69.4
9125,NA,8,38.3,1,56.6
9126,APAC,3,46.2,0,47.2
9127,EMEA,38,33.9,1,29.4
9128,EMEA,4,41.2,1,59.2
9129,LATAM,39,58.6,0,56.7
9130,NA,42,35.8,1,39.4
9131,EMEA,37,75.7,0,71.8
9132,NA,11,52.4,0,52.4
9133,NA,51,20.7,1,37.6
9134,NA,29,34.2,1,13.9
9135,LATAM,38,50.1,0,45.9
9136,NA,14,76.9,0,67.7
9137,LATAM,35,61.1,1,54.1
9138,EMEA,47,23.2,1,45.8
9139,EMEA,10,34.0,1,41.4
9140,NA,36,50.9,0,33.0
9141,NA,10,51.2,0,50.3
9142,APAC,17,38.5,1,48.3
9143,NA,11,48.5,0,61.0
9144,NA,57,19.8,1,34.3
9145,NA,46,58.7,0,57.2
9146,NA,13,37.1,1,45.6
9147,NA,34,41.6,0,52.9
9148,EMEA,43,50.6,1,57.4
9149,EMEA,30,39.0,1,46.1
9150,EMEA,10,39.3,1,58.6
9151,NA,37,67.8,0,57.0
9152,NA,30,92.4,0,69.6
9153,LATAM,17,32.2,1,35.7
9154,EMEA,9,63.2,0,66.5
9155,NA,53,81.1,0,81.5
9156,APAC,48,55.0,0,76.2
9157,APAC,53,61.7,0,70.4
9158,EMEA,25,69.3,0,93.4
9159,EMEA,43,34.9,1,30.6
9160,LATAM,42,76.6,0,59.4
9161,EMEA,3,39.5,1,56.4
9162,NA,2,62.7,0,51.0
9163,NA,44,51.6,0,36.3
9164,LATAM,32,64.9,0,62.3
9165,LATAM,35,61.9,0,50.1
9166,LATAM,16,45.8,0,51.1
9167,LATAM,25,57.4,0,66.6
9168,EMEA,27,54.5,0,50.6
9169,LATAM,35,44.8,1,42.0
9170,APAC,47,40.9,1,61.6
9171,LATAM,58,56.7,0,54.4
9172,EMEA,24,28.4,1,24.8
9173,LATAM,57,63.2,0,40.1
9174,APAC,42,60.0,0,70.2
9175,EMEA,56,51.2,0,54.8
9176,NA,30,31.4,1,33.4
9177,LATAM,47,31.4,1,30.8
9178,EMEA,56,57.6,0,69.3
9179,APAC,28,33.4,1,28.4
9180,NA,58,31.9,1,35.6
9181,APAC,36,25.9,1,34.6
9182,APAC,6,28.2,1,35.7
9183,NA,23,71.5,0,43.6
9184,LATAM,52,52.2,0,59.6
9185,APAC,20,55.5,0,63.1
9186,EMEA,45,52.2,0,60.3
9187,EMEA,30,38.5,1,28.4
9188,APAC,13,55.1,0,61.8
9189,NA,23,48.2,0,54.4
9190,NA,31,47.1,0,54.3
9191,EMEA,12,49.3,0,61.0
9192,APAC,12,62.0,0,55.0
9193,LATAM,56,52.6,1,40.9
9194,EMEA,25,32.8,1,40.0
9195,LATAM,5,62.2,0,72.8
9196,NA,34,47.0,0,53.4
9197,EMEA,4,93.0,0,81.5
9198,LATAM,12,54.0,0,66.3
9199,EMEA,22,58.6,0,67.3
9200,APAC,10,45.0,0,31.4
9201,APAC,4,46.7,0,46.4
9202,NA,20,65.2,0,35.5
9203,EMEA,42,47.2,1,80.8
9204,NA,37,32.6,1,63.3
9205,EMEA,52,58.0,0,57.0
9206,NA,55,46.0,0,51.6
9207,LATAM,44,76.6,0,67.1
9208,EMEA,6,55.2,0,66.0
9209,APAC,23,44.6,0,62.5
9210,EMEA,32,41.6,0,56.1
9211,EMEA,16,45.6,0,49.0
9212,NA,37,40.4,1,40.6
9213,LATAM,35,70.1,0,59.2
9214,NA,13,29.7,0,54.9
9215,APAC,22,31.4,1,53.3
9216,NA,17,77.4,0,46.3
9217,EMEA,22,46.8,0,43.1
9218,LATAM,58,55.2,0,55.3
9219,EMEA,3,48.6,0,36.8
9220,LATAM,6,79.3,0,66.3
9221,NA,38,79.5,0,84.9
9222,NA,19,45.7,1,62.3
9223,NA,55,69.2,0,54.9
9224,EMEA,29,53.5,0,40.7
9225,EMEA,51,75.8,0,83.5
9226,APAC,5,36.8,0,25.5
9227,EMEA,48,80.5,0,73.1
9228,APAC,20,22.7,0,52.5
9229,NA,28,44.2,0,39.4
9230,EMEA,18,69.3,0,66.6
9231,APAC,12,45.8,0,48.9
9232,APAC,21,13.1,1,44.0
9233,LATAM,13,57.3,0,50.6
9234,LATAM,17,60.4,0,62.2
9235,EMEA,12,79.3,0,75.1
9236,LATAM,7,100.4,0,71.5
9237,LATAM,18,45.1,0,40.1
9238,EMEA,51,70.0,0,75.4
9239,APAC,36,19.9,1,12.7
9240,EMEA,43,56.2,0,45.7
9241,LATAM,26,46.9,1,47.2
9242,EMEA,20,27.3,1,45.2
9243,EMEA,29,66.6,0,63.1
9244,LATAM,15,51.2,1,71.4
9245,LATAM,5,34.0,0,48.9
9246,LATAM,30,66.4,0,46.8
9247,NA,10,45.4,0,43.6
9248,APAC,51,46.9,0,57.7
9249,APAC,59,37.6,0,52.2
9250,EMEA,48,60.8,0,37.2
9251,LATAM,55,48.5,0,51.1
9252,LATAM,49,39.5,1,60.1
9253,LATAM,48,14.0,1,20.3
9254,NA,19,51.2,0,57.2
9255,LATAM,18,50.4,0,44.2
9256,EMEA,23,32.6,1,50.9
9257,NA,9,64.1,0,49.7
9258,LATAM,18,52.4,0,51.1
9259,LATAM,17,50.5,1,61.4
9260,APAC,21,46.0,0,52.3
9261,APAC,13,58.1,0,51.1
9262,APAC,17,65.3,0,76.3
9263,LATAM,10,53.5,1,22.5
9264,EMEA,48,48.4,0,48.0
9265,EMEA,14,39.7,1,45.9
9266,APAC,16,37.1,1,42.4
9267,APAC,32,52.2,0,66.9
9268,LATAM,11,57.0,0,46.9
9269,EMEA,33,55.9,0,45.0
9270,LATAM,8,56.0,0,51.0
9271,LATAM,39,39.5,1,32.3
9272,NA,8,67.7,0,63.3
9273,NA,19,55.9,0,59.9
9274,APAC,24,25.5,1,29.6
9275,APAC,30,60.2,1,43.4
9276,APAC,40,52.1,1,75.6
9277,APAC,29,33.4,1,51.9
9278,NA,6,26.7,1,46.6
9279,LATAM,34,55.0,1,54.0
9280,APAC,58,71.5,0,49.8
9281,EMEA,3,36.1,1,45.7
9282,LATAM,52,45.4,0,64.2
9283,EMEA,3,67.1,0,46.8
9284,LATAM,33,76.7,0,71.4
9285,LATAM,22,68.2,0,56.1
9286,LATAM,31,38.7,0,40.6
9287,NA,40,42.5,1,56.6
9288,NA,49,39.6,0,23.0
9289,LATAM,42,20.4,1,15.1
9290,APAC,12,50.4,0,34.6
9291,LATAM,11,66.2,0,63.8
9292,APAC,5,55.7,0,59.6
9293,NA,13,43.5,1,70.8
9294,EMEA,30,48.5,0,26.8
9295,NA,2,52.2,0,76.6
9296,NA,14,46.9,0,39.6
9297,LATAM,46,44.7,0,43.5
9298,NA,21,40.8,0,66.0
9299,NA,2,49.8,0,50.2
9300,APAC,55,66.8,0,72.0
9301,LATAM,13,28.8,1,21.3
9302,NA,45,61.0,0,80.0
9303,LATAM,55,49.3,0,48.6
9304,NA,4,47.9,0,63.8
9305,NA,49,17.8,1,-0.4
9306,LATAM,29,60.6,0,66.5
9307,NA,19,31.9,1,46.0
9308,NA,34,44.3,1,67.9
9309,EMEA,45,44.9,0,81.6
9310,EMEA,32,38.7,1,41.1
9311,APAC,52,27.9,1,41.5
9312,NA,7,55.3,0,54.4
9313,EMEA,12,55.4,0,48.9
9314,LATAM,22,46.3,0,28.4
9315,EMEA,34,42.5,1,48.8
9316,LATAM,8,70.1,0,77.4
9317,APAC,15,68.2,0,49.9
9318,APAC,33,51.3,0,48.4
9319,APAC,4,25.0,1,21.7
9320,APAC,8,50.9,0,48.6
9321,APAC,13,49.3,1,60.3
9322,EMEA,28,64.8,0,73.9
9323,EMEA,59,45.2,0,54.9
9324,LATAM,41,66.8,0,83.6
9325,APAC,35,47.7,0,45.3
9326,EMEA,43,53.3,0,52.4
9327,LATAM,58,61.8,0,62.9
9328,LATAM,12,36.8,1,32.3
9329,APAC,50,79.0,0,55.8
9330,EMEA,22,69.2,0,62.5
9331,NA,10,67.4,0,65.4
9332,EMEA,31,25.5,1,36.8
9333,NA,51,59.0,0,60.1
9334,LATAM,43,18.5,1,15.7
9335,EMEA,49,72.1,0,62.1
9336,APAC,6,72.2,0,39.5
9337,APAC,34,48.0,1,49.4
9338,LATAM,49,54.1,0,47.7
9339,LATAM,53,44.1,0,39.5
9340,NA,32,56.3,0,55.4
9341,EMEA,43,54.4,0,44.4
9342,NA,2,70.3,0,61.3
9343,NA,20,35.9,1,46.1
9344,LATAM,25,43.6,0,42.3
9345,LATAM,51,38.7,1,39.5
9346,APAC,47,56.2,1,61.6
9347,EMEA,54,87.3,0,68.7
9348,NA,52,22.7,1,20.4
9349,LATAM,25,49.6,0,52.3
9350,NA,45,9.2,1,19.6
9351,APAC,53,27.6,1,54.9
9352,APAC,54,58.7,0,63.7
9353,NA,39,37.4,0,40.4
9354,LATAM,28,72.2,0,68.3
9355,LATAM,45,64.1,0,42.3
9356,NA,45,33.2,1,41.2
9357,NA,54,54.9,0,59.5
9358,NA,49,47.6,0,41.4
9359,LATAM,59,33.4,1,33.5
9360,EMEA,43,55.6,0,61.8
9361,LATAM,10,36.1,0,27.5
9362,LATAM,9,50.9,0,62.6
9363,EMEA,13,68.5,0,56.0
9364,NA,18,72.9,0,78.3
9365,LATAM,42,65.6,0,43.1
9366,EMEA,34,18.6,1,31.8
9367,NA,14,38.6,1,44.9
9368,APAC,55,50.7,0,57.5
9369,LATAM,40,41.5,0,45.6
9370,EMEA,13,57.1,0,65.4
9371,APAC,23,53.4,1,78.1
9372,APAC,40,14.3,1,22.3
9373,APAC,44,42.8,0,47.5
9374,EMEA,36,34.4,1,40.2
9375,LATAM,52,16.0,1,6.9
9376,NA,58,53.9,0,33.7
9377,EMEA,27,71.2,0,60.2
9378,APAC,27,41.4,1,51.8
9379,APAC,24,67.6,0,44.3
9380,NA,28,59.2,0,67.7
9381,NA,9,36.0,1,37.4
9382,NA,45,53.6,0,49.2
9383,LATAM,36,68.5,0,76.9
9384,LATAM,46,46.6,1,34.5
9385,EMEA,7,46.6,1,41.9
9386,EMEA,19,58.5,0,39.4
9387,APAC,9,58.6,0,40.4
9388,APAC,27,66.2,0,56.8
9389,APAC,21,42.0,1,23.3
9390,EMEA,36,53.0,0,39.4
9391,APAC,38,31.5,1,20.6
9392,EMEA,12,66.9,0,66.5
9393,APAC,31,46.5,0,61.9
9394,EMEA,10,37.7,1,45.0
9395,APAC,46,58.5,0,100.6
9396,EMEA,21,56.3,0,57.7
9397,NA,33,64.7,0,55.7
9398,APAC,21,25.8,1,38.1
9399,EMEA,14,59.5,0,58.9
9400,NA,47,80.9,0,68.2
9401,NA,11,56.8,0,51.1
9402,APAC,30,46.1,0,50.0
9403,LATAM,32,81.1,0,56.0
9404,EMEA,12,74.7,0,70.6
9405,EMEA,15,35.7,1,52.6
9406,NA,12,56.6,0,47.7
9407,NA,25,42.4,1,37.6
9408,EMEA,20,54.4,0,58.4
9409,NA,20,40.0,0,45.8
9410,APAC,29,79.1,0,58.6
9411,LATAM,5,47.1,0,52.2
9412,LATAM,5,45.1,1,61.4
9413,APAC,51,72.0,0,46.7
9414,APAC,13,29.4,1,33.4
9415,LATAM,16,68.4,0,65.8
9416,NA,21,24.7,1,38.3
9417,APAC,56,34.4,1,32.5
9418,NA,36,64.0,0,52.2
9419,LATAM,54,23.5,1,26.6
9420,EMEA,52,56.4,0,66.0
9421,NA,12,11.1,1,14.9
9422,APAC,16,33.6,1,39.1
9423,NA,4,39.4,0,23.0
9424,NA,23,60.5,0,72.8
9425,EMEA,16,61.2,0,62.8
9426,NA,35,52.0,1,30.2
9427,LATAM,4,70.8,0,65.3
9428,NA,26,44.3,0,41.7
9429,APAC,25,37.6,1,34.4
9430,APAC,10,29.5,1,21.7
9431,NA,24,27.8,1,50.4
9432,LATAM,2,54.1,0,73.5
9433,EMEA,41,71.8,0,71.9
9434,NA,59,69.1,0,60.8
9435,LATAM,46,58.7,0,40.6
9436,LATAM,18,52.1,0,38.0
9437,APAC,25,47.4,0,36.8
9438,LATAM,29,27.9,1,43.6
9439,EMEA,25,62.6,0,48.7
9440,APAC,17,43.4,0,61.7
9441,LATAM,9,40.5,1,52.7
9442,NA,9,44.6,0,33.8
9443,LATAM,54,58.9,0,55.0
9444,APAC,8,17.7,1,20.3
9445,LATAM,45,36.1,1,12.6
9446,APAC,58,28.1,1,31.7
9447,LATAM,35,58.1,0,75.1
9448,APAC,8,20.3,1,36.8
9449,NA,24,51.5,1,73.7
9450,NA,33,34.2,0,42.5
9451,LATAM,42,48.5,0,48.1
9452,NA,29,46.6,0,36.5
9453,APAC,33,49.6,0,69.7
9454,NA,22,48.3,0,52.6
9455,NA,13,71.2,0,65.8
9456,EMEA,13,68.0,0,39.5
9457,EMEA,34,57.8,0,49.3
9458,APAC,29,62.1,0,52.2
9459,APAC,29,46.8,0,57.4
9460,LATAM,42,52.3,0,63.0
9461,APAC,11,77.1,0,51.2
9462,LATAM,35,47.3,1,36.3
9463,EMEA,13,55.8,0,52.4
9464,EMEA,11,43.7,0,51.2
9465,EMEA,52,40.0,1,43.1
9466,NA,40,77.3,0,72.9
9467,LATAM,50,38.1,1,13.1
9468,APAC,29,37.7,0,28.6
9469,EMEA,52,56.4,0,98.9
9470,EMEA,12,47.1,0,31.1
9471,NA,36,48.7,0,57.7
9472,APAC,49,67.2,0,68.6
9473,APAC,27,22.2,1,50.6
9474,LATAM,14,66.7,0,65.1
9475,EMEA,45,54.6,0,51.3
9476,NA,29,33.8,1,52.9
9477,EMEA,41,17.5,1,55.5
9478,APAC,46,70.4,0,65.4
9479,EMEA,17,69.4,0,89.4
9480,NA,18,56.5,0,50.9
9481,APAC,54,36.2,1,43.4
9482,EMEA,9,27.3,1,30.5
9483,NA,36,31.9,0,53.3
9484,LATAM,42,60.5,0,68.5
9485,LATAM,3,42.7,1,61.9
9486,LATAM,36,13.7,1,21.9
9487,NA,46,40.2,0,26.0
9488,NA,46,36.0,1,29.7
9489,LATAM,41,47.6,1,35.7
9490,NA,14,61.4,0,50.4
9491,LATAM,3,54.6,0,65.6
9492,APAC,36,39.6,1,74.8
9493,APAC,19,39.1,0,36.1
9494,EMEA,39,42.6,0,39.4
9495,APAC,59,22.0,1,28.5
9496,NA,29,52.7,0,71.0
9497,EMEA,59,71.2,0,64.5
9498,LATAM,44,70.8,0,51.6
9499,APAC,37,66.8,0,63.9
9500,EMEA,38,43.0,1,40.2
9501,EMEA,16,56.8,0,65.6
9502,APAC,15,29.8,1,56.6
9503,NA,35,50.3,0,43.2
9504,APAC,57,55.5,0,54.2
9505,LATAM,17,27.5,1,16.4
9506,APAC,47,63.3,0,62.1
9507,NA,24,33.8,1,53.0
9508,APAC,57,58.1,0,46.7
9509,APAC,4,72.9,0,38.6
9510,LATAM,57,51.5,0,45.7
9511,EMEA,20,59.1,0,47.2
9512,LATAM,10,40.9,1,35.7
9513,NA,55,64.6,0,59.3
9514,LATAM,16,54.6,0,62.8
9515,EMEA,19,66.0,0,79.4
9516,NA,8,83.2,0,56.7
9517,APAC,54,59.6,0,69.1
9518,LATAM,59,55.7,0,67.5
9519,APAC,26,41.9,1,49.2
9520,LATAM,28,43.4,0,34.2
9521,EMEA,22,76.8,0,64.8
9522,NA,54,51.5,0,73.8
9523,NA,45,59.7,0,55.1
9524,LATAM,16,64.0,0,73.0
9525,NA,30,69.1,0,89.1
9526,APAC,9,38.0,1,52.0
9527,EMEA,3,11.9,1,35.7
9528,EMEA,12,77.8,0,71.4
9529,APAC,6,39.2,1,64.1
9530,APAC,21,89.2,0,94.6
9531,NA,19,7.1,1,30.3
9532,NA,49,24.1,1,31.0
9533,APAC,52,43.9,0,42.8
9534,EMEA,13,73.9,0,42.4
9535,LATAM,45,38.3,1,59.6
9536,APAC,34,40.6,1,34.6
9537,EMEA,55,67.8,0,58.6
9538,APAC,7,33.6,1,48.5
9539,LATAM,6,66.4,0,60.0
9540,LATAM,22,43.2,1,38.8
9541,APAC,7,46.4,0,60.8
9542,LATAM,9,56.6,0,67.7
9543,EMEA,55,19.3,1,25.5
9544,APAC,24,37.1,0,16.0
9545,NA,21,50.0,0,66.0
9546,LATAM,4,39.4,1,29.0
9547,NA,40,48.1,0,41.0
9548,EMEA,7,67.0,0,33.4
9549,APAC,46,38.7,0,54.7
9550,APAC,27,45.4,0,46.4
9551,LATAM,48,37.6,0,52.8
9552,EMEA,37,55.9,0,54.0
9553,EMEA,24,60.8,0,49.6
9554,LATAM,17,30.8,0,51.2
9555,APAC,5,35.6,1,21.4
9556,EMEA,10,33.7,1,68.7
9557,APAC,55,33.2,1,45.4
9558,APAC,48,43.2,0,25.6
9559,EMEA,25,29.0,1,37.0
9560,NA,29,78.6,0,82.6
9561,NA,10,7.5,1,4.1
9562,NA,30,55.8,0,68.7
9563,APAC,44,32.9,1,24.1
9564,EMEA,42,51.2,1,33.9
9565,APAC,16,64.3,0,86.0
9566,NA,10,65.3,0,25.1
9567,EMEA,50,47.3,0,54.5
9568,LATAM,40,43.6,1,29.8
9569,NA,39,27.1,1,59.2
9570,NA,7,29.9,1,41.3
9571,EMEA,23,52.9,0,59.2
9572,LATAM,5,24.5,1,49.3
9573,EMEA,11,50.1,0,48.7
9574,APAC,13,67.9,0,75.8
9575,EMEA,49,53.8,0,56.7
9576,APAC,56,33.5,1,45.4
9577,LATAM,57,40.9,0,27.4
9578,LATAM,6,34.0,1,47.3
9579,NA,48,72.1,0,68.9
9580,NA,17,69.5,0,63.4
9581,EMEA,21,56.0,0,53.2
9582,APAC,27,41.7,0,41.5
9583,LATAM,6,45.0,0,56.5
9584,EMEA,21,70.2,0,65.4
9585,LATAM,33,50.1,0,56.2
9586,NA,57,32.2,1,44.4
9587,LATAM,43,19.0,1,40.5
9588,EMEA,22,76.2,0,42.8
9589,LATAM,48,40.0,1,36.8
9590,EMEA,22,46.7,1,55.6
9591,LATAM,46,37.9,1,56.3
9592,NA,35,60.4,0,46.7
9593,NA,6,90.2,0,90.3
9594,APAC,50,83.8,0,83.2
9595,APAC,55,48.2,0,53.4
9596,APAC,7,33.2,1,41.8
9597,LATAM,44,69.2,0,59.7
9598,EMEA,36,48.5,1,49.1
9599,EMEA,41,47.9,1,19.7
9600,APAC,33,82.5,0,60.9
9601,APAC,32,56.0,0,67.7
9602,EMEA,6,54.2,0,55.2
9603,NA,42,63.3,0,67.1
9604,EMEA,31,60.2,0,36.5
9605,EMEA,41,67.7,0,63.1
9606,EMEA,21,47.8,0,45.2
9607,EMEA,2,43.9,1,42.8
9608,NA,22,51.8,0,43.0
9609,EMEA,22,39.5,1,42.3
9610,LATAM,6,44.5,0,55.1
9611,LATAM,20,60.2,0,67.9
9612,NA,38,39.5,1,58.9
