query_id,team,query_type,bytes_scanned_gb,table_count,scheduled_hour,migrated,runtime_sec
9658,finance,adhoc,5.12,3,15,0,28.25
9659,finance,adhoc,1.39,3,1,0,4.83
9660,product,dashboard,7.88,1,7,1,23.17
9661,product,adhoc,1.93,6,16,1,12.88
9662,product,dashboard,2.33,4,7,1,6.37
9663,ml,etl,1.49,5,14,1,12.03
9664,product,ml_features,1.13,2,8,0,4.33
9665,growth,adhoc,1.1,3,8,1,7.31
9666,growth,dashboard,2.71,2,9,1,8.23
9667,platform,etl,0.86,6,1,1,6.05
9668,growth,dashboard,5.75,4,4,1,29.27
9669,product,dashboard,4.13,3,14,1,15.25
9670,ml,ml_features,6.75,8,8,1,41.5
9671,platform,dashboard,0.58,3,23,1,2.97
9672,growth,dashboard,0.31,3,20,1,1.38
9673,product,adhoc,2.0,4,17,1,8.83
9674,finance,adhoc,48.85,3,17,0,173.15
9675,ml,adhoc,8.11,5,19,1,34.18
9676,product,dashboard,1.09,4,0,1,6.68
9677,product,adhoc,3.21,6,4,1,15.43
9678,growth,dashboard,4.48,6,19,0,27.27
9679,growth,ml_features,0.45,3,22,1,2.64
9680,finance,dashboard,9.08,4,9,0,45.61
9681,product,dashboard,1.68,4,12,1,7.2
9682,product,adhoc,1.82,5,17,0,9.59
9683,platform,dashboard,2.07,2,10,1,10.81
9684,growth,adhoc,7.09,1,9,0,35.61
9685,finance,dashboard,0.88,9,23,1,8.64
9686,product,dashboard,0.31,3,18,1,2.58
9687,product,dashboard,2.87,3,22,1,14.53
9688,product,dashboard,0.21,3,15,1,2.05
9689,finance,dashboard,1.45,3,2,1,6.44
9690,growth,dashboard,7.43,4,16,1,44.87
9691,product,dashboard,3.81,3,9,0,24.4
9692,ml,etl,6.34,4,21,1,30.55
9693,platform,adhoc,3.98,3,22,1,16.94
9694,product,dashboard,28.54,2,19,0,99.28
9695,product,dashboard,1.05,4,12,1,7.01
9696,platform,dashboard,3.12,2,11,1,10.21
9697,platform,dashboard,1.24,3,7,1,8.52
9698,growth,adhoc,5.77,4,15,0,39.84
9699,finance,dashboard,1.88,2,14,1,10.25
9700,platform,ml_features,13.34,1,9,0,63.93
9701,platform,etl,1.12,2,23,1,4.5
9702,product,dashboard,9.47,3,15,1,34.34
9703,finance,dashboard,3.87,6,6,0,18.42
9704,platform,dashboard,1.94,5,6,1,9.4
9705,growth,dashboard,3.66,7,3,1,19.13
9706,growth,adhoc,2.68,2,13,1,9.43
9707,product,dashboard,2.98,6,10,1,11.22
9708,product,dashboard,1.6,8,19,1,7.25
9709,finance,dashboard,0.93,1,2,1,3.36
9710,product,adhoc,1.39,6,12,1,13.09
9711,product,dashboard,0.32,1,2,1,1.03
9712,growth,ml_features,5.08,7,16,1,36.17
9713,finance,dashboard,0.52,4,13,0,3.08
9714,product,dashboard,1.59,2,6,0,6.8
9715,ml,adhoc,4.11,5,23,1,19.46
9716,platform,adhoc,5.07,3,19,0,21.65
9717,growth,dashboard,0.29,3,4,1,2.04
9718,product,adhoc,1.82,3,11,1,5.01
9719,platform,dashboard,3.34,2,16,0,28.6
9720,growth,dashboard,2.13,2,9,1,13.56
9721,product,dashboard,8.83,5,11,0,39.66
9722,finance,adhoc,0.82,2,0,0,5.12
9723,product,adhoc,0.21,3,11,1,2.21
9724,growth,adhoc,4.91,6,2,0,55.68
9725,finance,ml_features,1.12,4,20,0,7.84
9726,finance,adhoc,0.29,6,2,0,2.15
9727,finance,etl,1.69,5,1,0,8.94
9728,growth,dashboard,7.8,4,11,1,27.52
9729,finance,adhoc,0.5,4,9,1,4.76
9730,product,adhoc,26.3,3,1,1,90.36
9731,growth,dashboard,0.8,3,13,1,5.81
9732,finance,dashboard,2.22,2,14,1,12.23
9733,growth,adhoc,0.53,2,14,1,1.76
9734,ml,dashboard,2.11,3,3,1,7.32
9735,growth,dashboard,1.74,2,0,1,3.7
9736,product,etl,0.39,4,14,1,3.21
9737,finance,adhoc,45.08,2,23,0,108.23
9738,finance,dashboard,1.17,3,12,1,6.75
9739,platform,dashboard,1.17,5,17,1,7.35
9740,product,etl,5.85,7,6,1,45.02
9741,product,ml_features,14.82,7,1,0,58.85
9742,growth,adhoc,6.95,5,11,0,34.41
9743,growth,dashboard,0.54,6,1,1,2.74
9744,growth,dashboard,2.55,3,11,1,10.31
9745,finance,dashboard,0.25,3,7,1,1.39
9746,ml,etl,5.43,3,3,1,18.42
9747,finance,adhoc,0.33,2,22,1,1.94
9748,finance,etl,0.83,4,11,1,3.62
9749,growth,dashboard,2.01,6,15,1,9.69
9750,finance,etl,3.29,5,15,1,20.06
9751,growth,dashboard,1.51,3,21,0,5.52
9752,finance,dashboard,10.71,3,16,0,47.79
9753,ml,adhoc,4.46,1,6,0,17.94
9754,product,adhoc,4.09,2,21,1,14.58
9755,growth,etl,0.52,2,19,1,2.47
9756,finance,adhoc,13.06,2,17,1,52.34
9757,product,ml_features,0.83,6,3,1,4.04
9758,growth,dashboard,13.62,3,12,1,88.66
9759,platform,dashboard,18.62,5,23,0,60.58
9760,product,dashboard,3.54,4,7,0,21.21
9761,finance,dashboard,6.27,2,21,0,28.91
9762,product,etl,0.07,6,11,1,0.45
9763,growth,dashboard,1.62,3,12,1,6.73
9764,growth,dashboard,6.77,6,23,1,32.82
9765,product,dashboard,5.57,4,6,0,42.23
9766,growth,adhoc,0.53,4,22,1,3.71
9767,growth,ml_features,1.46,3,19,1,9.47
9768,ml,etl,0.12,4,17,1,0.99
9769,platform,dashboard,3.17,5,1,0,24.08
9770,growth,adhoc,0.25,11,0,1,3.32
9771,platform,dashboard,6.98,3,7,0,12.43
9772,growth,etl,7.4,5,1,0,29.57
9773,platform,dashboard,1.2,3,8,1,4.89
9774,finance,ml_features,3.57,3,23,0,12.06
9775,product,etl,1.59,6,18,1,11.29
9776,product,adhoc,2.63,5,19,1,18.74
9777,growth,etl,0.57,4,14,1,3.8
9778,ml,dashboard,3.99,2,11,1,15.43
9779,growth,dashboard,0.33,3,9,1,2.51
9780,ml,dashboard,0.27,4,9,1,2.32
9781,growth,dashboard,1.76,4,9,1,11.25
9782,growth,adhoc,1.6,6,4,1,6.37
9783,growth,adhoc,2.72,3,1,0,17.26
9784,finance,etl,0.99,3,12,1,4.02
9785,product,etl,16.03,3,12,0,52.54
9786,product,dashboard,2.4,3,15,1,15.4
9787,platform,dashboard,2.6,6,4,0,19.95
9788,product,dashboard,2.5,5,3,0,11.68
9789,product,dashboard,6.07,3,22,0,21.28
9790,finance,adhoc,3.79,5,11,1,18.04
9791,product,adhoc,3.27,3,6,1,10.19
9792,ml,adhoc,4.52,1,8,1,13.61
9793,finance,adhoc,0.27,4,1,1,1.37
9794,finance,etl,0.28,6,21,1,1.59
9795,finance,adhoc,1.85,6,19,1,9.16
9796,growth,ml_features,1.62,2,17,1,8.77
9797,product,etl,3.81,5,19,1,20.9
9798,growth,adhoc,2.06,7,21,1,11.41
9799,platform,dashboard,3.82,5,15,1,21.13
9800,growth,etl,0.51,4,8,1,2.76
9801,growth,dashboard,1.99,3,2,1,7.06
9802,growth,dashboard,0.46,4,3,1,2.62
9803,finance,adhoc,3.08,5,10,1,20.07
9804,platform,dashboard,0.26,3,19,1,1.77
9805,ml,dashboard,2.95,4,8,1,11.08
9806,finance,dashboard,0.4,3,10,1,2.68
9807,growth,etl,1.32,2,22,0,7.79
9808,product,adhoc,5.39,4,13,1,29.02
9809,product,ml_features,2.59,7,21,1,11.78
9810,product,etl,0.33,1,17,1,1.51
9811,finance,dashboard,0.96,4,12,1,3.3
9812,product,etl,0.39,2,14,1,3.55
9813,growth,adhoc,0.31,5,17,1,4.46
9814,growth,dashboard,2.29,6,19,1,14.38
9815,ml,ml_features,3.73,4,16,1,15.81
9816,growth,etl,3.27,2,4,1,11.76
9817,finance,dashboard,3.91,8,5,0,19.69
9818,growth,etl,1.99,2,2,0,8.37
9819,growth,dashboard,1.49,5,6,1,8.45
9820,ml,etl,0.62,2,8,1,3.47
9821,growth,adhoc,1.24,3,3,1,4.67
9822,finance,dashboard,0.47,3,12,1,3.44
9823,platform,etl,0.79,6,22,1,2.48
9824,growth,adhoc,2.22,9,18,0,26.57
9825,growth,dashboard,1.77,5,20,1,6.42
9826,finance,etl,58.63,2,18,0,199.42
9827,growth,etl,0.46,1,20,1,2.57
9828,growth,adhoc,1.75,4,13,1,10.87
9829,product,adhoc,0.42,3,11,1,3.28
9830,growth,dashboard,1.31,4,18,1,11.16
9831,product,dashboard,1.37,3,14,0,7.35
9832,ml,adhoc,5.1,3,13,1,25.48
9833,growth,dashboard,1.23,4,20,1,5.33
9834,growth,adhoc,1.63,6,5,1,11.89
9835,growth,ml_features,1.25,2,1,1,5.41
9836,growth,etl,0.43,4,17,1,3.03
9837,finance,adhoc,0.98,4,16,1,5.95
9838,finance,adhoc,1.32,4,14,1,8.82
9839,growth,etl,2.18,1,3,1,8.29
9840,finance,etl,3.72,4,13,1,19.09
9841,growth,dashboard,1.56,2,11,0,8.17
9842,product,adhoc,1.53,2,19,1,6.24
9843,finance,dashboard,0.3,3,5,0,1.97
9844,product,dashboard,3.65,2,0,1,17.97
9845,product,dashboard,0.94,6,16,1,7.47
9846,finance,adhoc,4.58,5,5,1,17.97
9847,product,etl,8.57,3,8,0,30.14
9848,growth,etl,1.64,5,16,1,15.38
9849,product,dashboard,0.65,8,8,1,3.15
9850,finance,dashboard,1.98,5,5,0,7.71
9851,product,dashboard,2.96,2,0,1,9.67
9852,product,dashboard,1.42,6,4,1,9.33
9853,product,dashboard,1.08,6,0,0,5.49
9854,product,ml_features,3.74,2,22,0,12.31
9855,growth,dashboard,3.48,9,7,0,28.17
9856,finance,etl,1.38,6,22,1,5.39
9857,growth,dashboard,0.33,5,9,1,3.15
9858,growth,adhoc,3.33,1,11,1,20.24
9859,growth,etl,0.87,4,2,0,6.07
9860,product,ml_features,2.55,1,2,1,10.23
9861,product,dashboard,2.38,4,5,1,13.08
9862,platform,etl,0.25,8,18,1,4.82
9863,product,dashboard,2.2,1,22,0,9.39
9864,product,etl,3.55,3,18,1,17.88
9865,platform,dashboard,4.06,8,7,1,37.35
9866,growth,adhoc,2.29,3,8,0,9.41
9867,product,adhoc,0.23,3,5,1,1.33
9868,finance,etl,8.21,5,18,1,64.36
9869,growth,etl,3.16,3,20,0,18.13
9870,ml,dashboard,0.54,4,2,1,2.27
9871,growth,etl,0.85,5,3,1,4.99
9872,ml,dashboard,2.6,2,10,1,15.36
9873,platform,dashboard,4.25,4,22,1,17.6
9874,platform,dashboard,1.18,5,1,1,6.22
9875,product,dashboard,4.99,3,6,1,13.95
9876,product,dashboard,0.28,4,21,1,2.09
9877,finance,adhoc,0.64,3,11,1,6.97
9878,finance,dashboard,0.21,3,8,1,1.45
9879,platform,adhoc,0.75,7,19,1,6.25
9880,finance,dashboard,10.58,4,4,1,31.3
9881,finance,adhoc,19.37,3,4,0,51.11
9882,ml,dashboard,2.61,6,3,0,11.93
9883,finance,dashboard,1.0,3,20,1,5.32
9884,platform,adhoc,1.58,1,2,0,7.24
9885,growth,ml_features,3.39,5,15,1,12.81
9886,growth,ml_features,0.36,6,2,1,2.27
9887,product,dashboard,1.07,2,16,1,6.09
9888,finance,ml_features,9.76,5,11,0,55.87
9889,platform,adhoc,0.64,5,6,1,3.88
9890,growth,etl,0.88,7,4,1,7.02
9891,growth,dashboard,2.04,2,16,0,8.04
9892,platform,dashboard,2.75,5,18,0,27.63
9893,finance,dashboard,1.01,7,13,0,5.08
9894,product,etl,2.19,4,12,0,17.78
9895,growth,dashboard,3.93,6,12,1,32.39
9896,ml,dashboard,17.42,3,20,1,43.91
9897,ml,adhoc,1.75,5,9,1,17.69
9898,product,ml_features,1.92,4,19,1,8.82
9899,growth,adhoc,10.81,5,2,0,43.88
9900,ml,adhoc,1.1,5,17,1,9.25
9901,platform,dashboard,0.47,5,22,1,3.03
9902,product,etl,2.65,3,4,1,10.06
9903,product,dashboard,6.58,7,4,1,28.66
9904,finance,dashboard,3.0,4,11,0,18.66
9905,growth,adhoc,1.81,2,14,1,8.12
9906,product,dashboard,0.41,4,22,1,2.82
9907,product,adhoc,1.89,3,11,1,9.15
9908,product,adhoc,7.82,2,18,1,29.21
9909,platform,dashboard,0.52,2,9,1,2.93
9910,finance,dashboard,1.54,2,13,1,5.0
9911,platform,dashboard,1.31,6,5,1,6.93
9912,growth,dashboard,0.93,4,13,1,6.69
9913,ml,etl,2.65,6,21,1,20.57
9914,growth,adhoc,3.28,3,8,1,19.81
9915,growth,dashboard,3.24,5,20,0,16.5
9916,product,dashboard,0.69,6,20,1,4.3
9917,growth,etl,0.33,2,14,1,1.87
9918,growth,etl,2.69,4,21,0,16.0
9919,product,etl,1.15,3,20,1,4.06
9920,finance,dashboard,15.21,4,16,0,56.47
9921,platform,adhoc,16.01,6,22,1,42.87
9922,growth,dashboard,17.99,9,23,0,87.32
9923,finance,etl,0.72,1,7,1,3.48
9924,finance,dashboard,3.77,4,18,0,16.14
9925,finance,adhoc,5.25,5,11,1,21.93
9926,finance,dashboard,4.64,1,19,0,20.23
9927,finance,etl,1.36,2,3,1,5.68
9928,finance,dashboard,8.22,5,12,1,32.18
9929,growth,etl,2.01,5,13,1,10.54
9930,product,dashboard,2.32,6,11,0,19.11
9931,finance,etl,0.37,2,22,1,2.31
9932,finance,dashboard,4.09,5,8,1,17.82
9933,growth,adhoc,1.51,4,14,1,6.97
9934,platform,etl,3.36,7,11,1,15.63
9935,growth,dashboard,2.61,5,12,1,9.83
9936,ml,dashboard,2.46,5,14,1,11.68
9937,growth,dashboard,1.91,3,13,1,12.22
9938,ml,dashboard,4.78,3,12,1,18.76
9939,finance,adhoc,1.62,4,22,1,6.12
9940,product,dashboard,0.41,3,4,1,1.83
9941,finance,dashboard,3.77,6,3,1,16.33
9942,ml,dashboard,0.83,2,10,1,6.29
9943,finance,dashboard,0.47,3,20,1,2.06
9944,product,dashboard,0.65,3,11,0,3.91
9945,growth,adhoc,2.75,6,8,0,11.28
9946,product,dashboard,1.81,4,12,1,13.36
9947,product,etl,0.19,5,22,1,1.34
9948,finance,etl,1.32,5,1,1,4.96
9949,product,dashboard,7.29,2,14,1,23.58
9950,platform,etl,1.23,3,17,1,7.94
9951,product,adhoc,1.68,5,8,0,12.3
9952,growth,adhoc,6.34,7,23,0,28.0
9953,finance,dashboard,4.83,4,13,1,28.81
9954,product,adhoc,6.2,6,4,0,33.24
9955,growth,dashboard,0.1,4,10,1,1.45
9956,product,adhoc,13.56,2,20,1,33.26
9957,growth,dashboard,4.06,4,21,0,29.34
9958,ml,dashboard,30.19,6,4,0,141.23
9959,product,adhoc,0.85,4,8,1,3.64
9960,finance,dashboard,0.29,4,1,1,2.16
9961,platform,dashboard,2.03,6,2,1,8.9
9962,platform,etl,1.49,5,17,1,10.1
9963,growth,dashboard,4.13,1,12,0,22.48
9964,finance,dashboard,6.57,4,20,0,24.14
9965,finance,dashboard,1.83,4,0,1,13.81
9966,finance,ml_features,1.55,4,20,1,7.58
9967,finance,adhoc,3.58,5,15,1,20.34
9968,finance,adhoc,1.52,3,2,0,9.38
9969,growth,etl,1.39,2,15,1,9.04
9970,growth,adhoc,6.3,3,0,1,29.5
9971,growth,etl,8.05,3,22,0,37.74
9972,growth,adhoc,6.64,2,21,0,43.28
9973,product,etl,1.67,6,7,1,9.72
9974,growth,adhoc,0.19,3,6,1,1.26
9975,growth,dashboard,1.71,4,1,0,12.57
9976,platform,dashboard,0.87,5,5,1,4.96
9977,product,dashboard,1.75,3,13,1,7.26
9978,platform,adhoc,0.96,4,20,1,4.48
9979,ml,ml_features,1.97,5,4,0,9.53
9980,product,etl,0.64,1,7,0,4.98
9981,platform,etl,0.49,4,6,1,2.36
9982,growth,adhoc,7.73,3,11,0,27.67
9983,product,etl,0.69,6,0,1,5.36
9984,product,adhoc,2.01,6,22,1,17.86
9985,product,dashboard,5.75,3,4,0,16.62
9986,growth,adhoc,5.51,6,16,1,52.09
9987,ml,dashboard,4.83,3,12,1,18.12
9988,finance,dashboard,2.81,2,10,1,8.66
9989,platform,dashboard,4.47,3,5,1,12.14
9990,ml,dashboard,9.12,6,12,1,47.98
9991,platform,dashboard,3.21,6,12,1,17.49
9992,finance,dashboard,0.27,6,7,1,1.9
9993,finance,etl,1.13,5,11,1,6.57
9994,product,dashboard,4.33,5,20,0,15.1
9995,product,etl,1.01,2,13,1,6.77
9996,finance,dashboard,11.97,4,13,0,50.11
9997,product,ml_features,1.88,2,10,0,13.98
9998,ml,etl,2.21,7,19,1,14.58
9999,finance,etl,6.94,6,12,0,37.2
10000,growth,adhoc,1.65,4,23,1,7.03
10001,product,adhoc,2.44,3,5,1,6.17
10002,product,dashboard,5.41,4,11,0,35.97
10003,ml,dashboard,0.4,3,23,1,2.37
10004,product,etl,1.47,3,0,1,7.71
10005,finance,dashboard,5.01,2,21,1,14.52
10006,product,dashboard,2.16,2,21,1,8.96
10007,platform,etl,10.12,4,10,0,36.42
10008,finance,dashboard,0.36,4,5,1,1.7
10009,growth,adhoc,0.31,3,21,1,2.53
10010,product,dashboard,4.7,6,6,1,20.13
10011,growth,dashboard,5.22,2,15,0,24.2
10012,ml,dashboard,1.63,4,8,1,5.47
10013,growth,adhoc,3.13,3,0,1,10.19
10014,finance,etl,4.57,5,23,0,16.51
10015,ml,etl,0.82,1,9,1,4.18
10016,growth,dashboard,0.93,7,15,1,6.14
10017,growth,dashboard,2.48,4,11,1,12.69
10018,growth,etl,5.44,9,17,0,45.18
10019,ml,dashboard,0.56,5,1,1,4.86
10020,ml,dashboard,1.62,2,3,1,7.85
10021,finance,adhoc,1.54,6,21,1,6.55
10022,product,etl,3.19,4,9,1,12.34
10023,product,dashboard,1.99,4,7,1,7.29
10024,growth,dashboard,1.1,2,5,1,5.23
10025,growth,ml_features,7.95,8,17,1,60.91
10026,platform,ml_features,1.11,2,0,1,6.45
10027,growth,adhoc,1.46,5,18,1,15.73
10028,product,adhoc,0.35,5,15,1,2.71
10029,growth,ml_features,0.92,5,15,1,5.53
10030,product,adhoc,3.55,6,0,0,18.56
10031,growth,etl,2.87,1,3,0,7.38
10032,growth,adhoc,3.89,6,20,0,20.29
10033,growth,dashboard,3.69,5,21,1,15.4
10034,ml,etl,20.02,4,15,1,60.4
10035,growth,adhoc,0.88,3,1,1,6.1
10036,finance,dashboard,0.34,5,12,1,2.25
10037,finance,adhoc,0.63,3,13,0,3.91
10038,finance,etl,0.93,7,10,1,4.88
10039,platform,dashboard,0.69,6,19,1,4.47
10040,finance,etl,2.23,1,10,1,17.19
10041,product,dashboard,7.99,4,15,1,39.37
10042,product,adhoc,10.95,6,7,0,64.51
10043,platform,ml_features,3.51,4,17,1,15.76
10044,platform,etl,21.23,4,16,0,110.06
10045,growth,etl,1.36,7,18,1,8.23
10046,platform,adhoc,0.33,5,14,1,2.03
10047,platform,adhoc,6.41,5,19,1,30.02
10048,ml,adhoc,0.27,3,7,1,2.3
10049,ml,dashboard,0.88,5,2,1,4.01
10050,product,adhoc,3.57,4,22,1,16.71
10051,finance,adhoc,1.8,5,20,1,5.6
10052,finance,adhoc,1.63,5,9,1,7.84
10053,platform,dashboard,0.55,4,16,1,7.37
10054,ml,dashboard,1.99,4,17,1,10.19
10055,growth,dashboard,6.07,4,5,0,22.54
10056,product,dashboard,2.06,2,10,0,13.33
10057,growth,dashboard,0.81,4,1,0,3.64
10058,growth,dashboard,0.51,2,2,1,3.06
10059,finance,etl,0.83,2,20,1,4.64
10060,finance,dashboard,3.1,5,21,1,13.36
10061,product,etl,2.94,3,6,1,17.72
10062,growth,dashboard,0.83,4,19,1,3.0
10063,product,etl,0.18,7,12,1,1.62
10064,product,adhoc,3.2,8,4,1,24.91
10065,platform,etl,0.75,7,6,1,6.2
10066,growth,etl,4.3,6,10,1,22.19
10067,finance,adhoc,0.88,5,22,1,4.21
10068,product,dashboard,0.68,1,20,1,3.34
10069,product,adhoc,2.38,5,13,1,8.66
10070,finance,dashboard,26.94,6,17,0,129.48
10071,finance,etl,4.59,4,16,1,25.06
10072,ml,etl,2.34,1,15,0,9.88
10073,finance,dashboard,2.99,5,23,1,14.08
10074,growth,adhoc,0.29,4,19,1,1.83
10075,ml,dashboard,0.59,3,0,1,2.17
10076,platform,adhoc,0.13,2,7,1,0.81
10077,growth,adhoc,13.5,2,1,1,29.81
10078,platform,adhoc,10.81,3,20,1,31.64
10079,growth,etl,3.1,5,1,1,12.79
10080,platform,dashboard,2.34,3,21,1,14.85
10081,product,etl,0.37,5,5,1,2.96
10082,finance,adhoc,1.58,3,1,1,10.68
10083,ml,dashboard,14.46,8,7,0,60.29
10084,platform,dashboard,2.33,1,21,1,8.36
10085,growth,dashboard,1.08,3,8,1,5.63
10086,product,adhoc,0.29,4,23,1,1.87
10087,platform,etl,9.19,4,20,0,49.61
10088,product,dashboard,1.86,5,9,0,14.82
10089,growth,dashboard,0.29,6,9,1,3.17
10090,growth,adhoc,0.73,2,21,1,3.31
10091,ml,dashboard,0.49,4,14,1,4.22
10092,finance,dashboard,1.74,4,1,1,7.43
10093,product,adhoc,2.53,5,14,0,29.59
10094,product,dashboard,1.16,6,16,1,7.58
10095,growth,etl,4.73,1,5,1,17.0
10096,growth,dashboard,2.2,4,11,1,15.17
10097,growth,adhoc,6.48,5,7,0,54.02
10098,growth,dashboard,1.36,4,11,0,11.83
10099,platform,dashboard,57.39,3,17,0,165.64
10100,growth,adhoc,1.08,2,21,1,6.49
10101,growth,adhoc,0.75,3,22,1,2.6
10102,product,ml_features,0.65,2,14,1,3.46
10103,platform,dashboard,1.6,4,9,0,8.56
10104,growth,adhoc,0.3,3,21,1,1.6
10105,growth,adhoc,2.78,1,12,1,15.48
10106,product,dashboard,0.25,4,4,1,2.12
10107,product,etl,2.41,3,4,1,14.26
10108,product,dashboard,0.46,4,17,1,2.92
10109,growth,etl,1.32,2,12,1,5.01
10110,platform,adhoc,3.92,4,5,1,18.9
10111,product,dashboard,25.39,4,10,0,114.96
10112,platform,adhoc,0.62,2,3,1,1.97
10113,ml,dashboard,1.71,4,21,1,7.56
10114,product,adhoc,0.91,4,20,1,3.74
10115,growth,etl,0.77,5,23,0,2.84
10116,product,adhoc,0.92,4,14,1,6.2
10117,product,dashboard,4.99,1,8,0,15.87
10118,growth,dashboard,1.18,3,3,1,4.86
10119,growth,adhoc,23.91,1,13,0,87.92
10120,growth,adhoc,3.18,4,12,0,11.43
10121,ml,adhoc,0.66,4,10,1,3.4
10122,platform,dashboard,1.35,8,15,1,11.14
10123,product,etl,0.83,5,9,1,6.65
10124,platform,etl,4.86,4,21,0,30.61
10125,product,adhoc,0.33,3,22,1,2.03
10126,platform,dashboard,0.46,6,4,0,3.83
10127,growth,adhoc,1.05,4,0,1,5.59
10128,growth,dashboard,4.27,5,4,1,23.78
10129,product,etl,7.82,5,6,0,26.05
10130,platform,etl,9.19,4,17,1,35.33
10131,platform,etl,3.61,4,5,1,15.19
10132,ml,dashboard,1.84,6,9,1,12.08
10133,platform,adhoc,4.83,2,10,1,15.85
10134,growth,etl,0.57,7,17,1,3.18
10135,growth,dashboard,0.26,4,11,1,1.62
10136,finance,dashboard,3.26,2,4,1,10.54
10137,product,dashboard,0.67,4,19,1,4.05
10138,product,adhoc,1.87,6,15,1,7.31
10139,growth,dashboard,2.3,2,19,0,18.19
10140,finance,dashboard,2.65,4,4,1,9.61
10141,platform,adhoc,5.65,5,22,1,16.1
10142,growth,etl,5.03,4,10,1,17.97
10143,product,etl,2.5,5,11,1,14.25
10144,growth,etl,1.24,8,21,1,6.3
10145,product,etl,2.27,3,15,0,12.5
10146,product,adhoc,1.05,5,5,1,5.23
10147,growth,etl,1.62,3,16,1,9.29
10148,product,dashboard,35.87,2,5,1,94.36
10149,product,etl,2.46,3,9,1,14.31
10150,finance,etl,3.3,2,16,0,25.67
10151,platform,adhoc,0.93,2,16,1,4.82
10152,platform,dashboard,6.18,6,5,1,21.32
10153,product,dashboard,4.65,2,1,1,21.55
10154,growth,dashboard,4.68,5,13,0,30.15
10155,finance,dashboard,2.55,3,0,1,10.6
10156,finance,dashboard,6.28,6,13,1,35.93
10157,growth,dashboard,8.16,3,10,1,31.19
10158,product,dashboard,2.75,2,20,1,15.33
10159,ml,etl,1.78,2,22,1,9.58
10160,growth,adhoc,5.39,4,1,1,23.35
10161,product,etl,0.74,4,21,1,3.73
10162,product,dashboard,0.91,4,22,1,3.11
10163,product,dashboard,1.9,7,14,1,16.04
10164,platform,dashboard,0.3,2,16,1,2.08
10165,finance,etl,5.0,4,4,1,26.25
10166,product,dashboard,0.7,4,20,1,2.71
10167,growth,adhoc,1.2,4,0,1,5.87
10168,finance,dashboard,1.59,4,10,1,8.94
10169,product,dashboard,2.1,5,23,0,7.11
10170,growth,dashboard,1.38,5,3,0,5.45
10171,growth,adhoc,1.87,4,9,1,11.64
10172,growth,dashboard,1.89,5,20,1,18.28
10173,growth,etl,1.23,4,23,1,8.62
10174,finance,dashboard,0.86,3,9,1,3.36
10175,growth,dashboard,6.62,3,3,0,28.04
10176,growth,dashboard,0.2,4,13,1,1.36
10177,product,ml_features,1.61,5,16,1,11.98
10178,product,adhoc,1.2,5,9,0,8.87
10179,ml,adhoc,3.19,3,17,1,13.79
10180,ml,adhoc,0.41,4,1,1,3.02
10181,platform,etl,1.16,6,3,1,6.8
10182,product,dashboard,1.8,4,5,1,9.19
10183,growth,etl,6.53,2,6,0,24.87
10184,growth,etl,2.9,3,22,0,13.29
10185,ml,dashboard,0.55,2,14,1,3.5
10186,ml,dashboard,1.18,5,14,1,10.88
10187,product,adhoc,5.34,5,19,0,31.39
10188,product,dashboard,0.54,1,12,1,4.25
10189,growth,dashboard,1.85,6,13,1,7.32
10190,growth,dashboard,1.99,3,0,1,9.87
10191,product,dashboard,1.32,4,19,1,5.1
10192,growth,adhoc,39.07,3,21,1,116.54
10193,finance,adhoc,1.28,5,14,1,11.27
10194,platform,adhoc,3.3,4,23,0,12.0
10195,platform,adhoc,0.87,4,17,0,6.55
10196,platform,dashboard,3.6,5,1,1,14.4
10197,growth,adhoc,5.25,3,2,1,25.97
10198,finance,etl,1.05,3,17,1,6.63
10199,product,dashboard,1.9,2,17,1,9.06
10200,product,adhoc,0.75,4,23,1,3.86
10201,ml,etl,0.57,7,8,1,4.18
10202,growth,adhoc,6.3,5,22,1,40.99
10203,growth,dashboard,1.09,3,15,1,6.93
10204,finance,dashboard,0.14,5,15,1,1.45
10205,product,adhoc,14.04,1,15,1,64.33
10206,finance,adhoc,0.83,5,13,1,5.56
10207,finance,etl,1.54,4,1,1,5.91
10208,growth,adhoc,12.24,4,1,0,49.24
10209,finance,dashboard,1.72,7,12,1,15.27
10210,product,etl,1.68,3,13,1,9.2
10211,growth,adhoc,0.52,6,18,1,3.19
10212,platform,ml_features,0.33,2,20,1,2.15
10213,product,etl,1.68,3,11,1,14.61
10214,growth,dashboard,3.0,3,3,1,12.75
10215,growth,adhoc,2.82,3,15,1,11.9
10216,growth,adhoc,1.19,2,3,0,7.63
10217,growth,dashboard,2.06,2,9,1,13.24
10218,product,adhoc,0.27,1,19,0,1.81
10219,ml,dashboard,3.34,3,19,1,14.62
10220,growth,dashboard,2.4,1,23,1,9.65
10221,finance,adhoc,17.66,4,13,1,108.44
10222,platform,dashboard,2.03,3,2,1,10.82
10223,product,etl,0.71,3,21,1,3.64
10224,finance,adhoc,1.9,1,3,1,8.38
10225,finance,etl,1.4,4,9,1,8.19
10226,growth,adhoc,3.25,3,9,1,15.62
10227,growth,etl,2.07,1,15,1,9.38
10228,ml,dashboard,0.5,5,22,1,3.69
10229,product,ml_features,0.33,4,14,1,2.38
10230,finance,dashboard,2.69,4,2,0,13.09
10231,ml,etl,9.22,5,3,0,42.29
