account_id,plan,active_days_per_week,features_used,seat_count,naive_cluster,honest_cluster
9283,starter,1.9,3.0,229.0,2,2
9284,business,0.0,5.0,9.0,3,0
9285,team,5.8,10.0,20.0,3,1
9286,business,6.3,11.0,50.0,0,1
9287,starter,6.5,11.0,16.0,3,1
9288,starter,5.5,12.0,5.0,3,1
9289,starter,5.2,12.0,18.0,3,1
9290,starter,4.8,11.0,17.0,3,1
9291,starter,4.3,2.0,59.0,0,0
9292,starter,6.4,10.0,7.0,3,1
9293,business,2.2,4.0,12.0,3,0
9294,team,1.9,1.0,37.0,3,0
9295,team,2.7,6.0,20.0,3,0
9296,team,0.0,0.0,10.0,3,0
9297,starter,2.5,4.0,9.0,3,0
9298,business,4.6,15.0,132.0,2,1
9299,business,2.9,11.0,16.0,3,1
9300,business,2.7,4.0,14.0,3,0
9301,starter,0.9,4.0,17.0,3,0
9302,team,5.6,17.0,7.0,3,1
9303,starter,0.9,5.0,16.0,3,0
9304,team,1.2,6.0,19.0,3,0
9305,team,6.8,10.0,19.0,3,1
9306,starter,1.9,3.0,25.0,3,0
9307,starter,5.6,10.0,17.0,3,1
9308,team,0.1,2.0,48.0,0,0
9309,team,6.1,10.0,52.0,0,1
9310,team,1.0,3.0,135.0,2,0
9311,team,5.7,9.0,2.0,3,1
9312,team,0.6,5.0,19.0,3,0
9313,starter,5.6,11.0,57.0,0,1
9314,starter,2.1,4.0,11.0,3,0
9315,team,0.2,1.0,6.0,3,0
9316,team,1.9,4.0,35.0,3,0
9317,team,0.7,8.0,31.0,3,0
9318,team,2.8,5.0,343.0,1,2
9319,team,5.6,12.0,37.0,3,1
9320,starter,5.3,13.0,92.0,0,1
9321,starter,7.0,14.0,350.0,1,2
9322,business,6.0,14.0,15.0,3,1
9323,team,1.2,2.0,17.0,3,0
9324,team,2.5,2.0,2.0,3,0
9325,starter,5.5,12.0,206.0,2,1
9326,starter,6.5,14.0,5.0,3,1
9327,starter,4.2,13.0,7.0,3,1
9328,team,3.5,2.0,43.0,0,0
9329,starter,1.1,4.0,13.0,3,0
9330,team,1.2,4.0,88.0,0,0
9331,team,0.9,2.0,30.0,3,0
9332,starter,1.3,2.0,19.0,3,0
9333,starter,3.5,0.0,6.0,3,0
9334,starter,1.8,0.0,88.0,0,0
9335,starter,4.2,9.0,28.0,3,1
9336,team,5.1,15.0,25.0,3,1
9337,starter,5.5,11.0,65.0,0,1
9338,starter,6.2,13.0,38.0,3,1
9339,team,4.9,12.0,25.0,3,1
9340,starter,1.8,3.0,24.0,3,0
9341,team,7.0,15.0,46.0,0,1
9342,starter,1.5,3.0,42.0,0,0
9343,team,5.3,13.0,7.0,3,1
9344,business,0.4,4.0,52.0,0,0
9345,starter,2.6,2.0,3.0,3,0
9346,starter,4.8,10.0,651.0,4,2
9347,starter,7.0,12.0,12.0,3,1
9348,team,6.4,10.0,68.0,0,1
9349,team,6.0,14.0,16.0,3,1
9350,starter,1.1,2.0,2.0,3,0
9351,team,4.9,12.0,38.0,3,1
9352,starter,4.8,11.0,10.0,3,1
9353,starter,5.3,11.0,35.0,3,1
9354,business,1.3,4.0,44.0,0,0
9355,team,1.1,2.0,94.0,0,0
9356,starter,1.7,2.0,49.0,0,0
9357,starter,5.2,10.0,61.0,0,1
9358,business,4.8,11.0,112.0,2,1
9359,starter,6.1,11.0,17.0,3,1
9360,business,6.2,14.0,51.0,0,1
9361,starter,1.1,4.0,31.0,3,0
9362,team,3.7,5.0,97.0,0,0
9363,business,5.6,13.0,11.0,3,1
9364,team,2.8,3.0,29.0,3,0
9365,business,3.5,5.0,11.0,3,0
9366,starter,3.8,10.0,130.0,2,1
9367,starter,2.1,0.0,18.0,3,0
9368,starter,2.5,0.0,90.0,0,0
9369,starter,6.4,11.0,12.0,3,1
9370,starter,6.0,13.0,10.0,3,1
9371,starter,2.6,2.0,39.0,3,0
9372,team,3.7,1.0,64.0,0,0
9373,starter,0.7,6.0,9.0,3,0
9374,starter,5.8,14.0,110.0,2,1
9375,team,3.2,9.0,12.0,3,1
9376,starter,4.7,12.0,35.0,3,1
9377,starter,1.4,6.0,8.0,3,0
9378,business,5.6,9.0,5.0,3,1
9379,team,6.1,9.0,14.0,3,1
9380,starter,1.9,4.0,54.0,0,0
9381,team,0.8,5.0,31.0,3,0
9382,business,0.7,3.0,7.0,3,0
9383,team,2.0,4.0,44.0,0,0
9384,starter,2.2,4.0,16.0,3,0
9385,team,5.6,12.0,23.0,3,1
9386,business,1.8,4.0,124.0,2,0
9387,starter,5.3,9.0,15.0,3,1
9388,starter,0.2,0.0,58.0,0,0
9389,starter,5.2,10.0,8.0,3,1
9390,business,6.0,9.0,88.0,0,1
9391,starter,4.1,6.0,94.0,0,1
9392,business,5.6,14.0,9.0,3,1
9393,team,2.3,1.0,38.0,3,0
9394,starter,7.0,13.0,59.0,0,1
9395,starter,1.6,1.0,5.0,3,0
9396,starter,1.4,4.0,5.0,3,0
9397,business,4.0,12.0,20.0,3,1
9398,team,4.1,12.0,20.0,3,1
9399,team,3.6,11.0,32.0,3,1
9400,team,3.4,10.0,46.0,0,1
9401,team,2.3,3.0,67.0,0,0
9402,starter,1.6,9.0,16.0,3,0
9403,starter,1.9,6.0,20.0,3,0
9404,starter,0.0,1.0,17.0,3,0
9405,starter,3.2,11.0,534.0,4,2
9406,business,3.5,8.0,252.0,1,2
9407,starter,3.2,7.0,13.0,3,0
9408,starter,2.7,5.0,15.0,3,0
9409,starter,3.9,11.0,34.0,3,1
9410,team,5.3,9.0,58.0,0,1
9411,starter,1.8,1.0,8.0,3,0
9412,business,4.2,10.0,54.0,0,1
9413,team,1.0,2.0,23.0,3,0
9414,team,2.6,2.0,188.0,2,0
9415,starter,2.3,3.0,68.0,0,0
9416,team,2.5,0.0,5.0,3,0
9417,starter,1.9,3.0,9.0,3,0
9418,business,1.7,3.0,34.0,3,0
9419,business,2.1,4.0,9.0,3,0
9420,starter,5.1,8.0,6.0,3,1
9421,team,6.9,13.0,36.0,3,1
9422,team,5.5,13.0,7.0,3,1
9423,starter,2.2,4.0,22.0,3,0
9424,starter,1.5,1.0,23.0,3,0
9425,business,4.6,9.0,106.0,0,1
9426,team,1.6,3.0,28.0,3,0
9427,starter,4.9,12.0,578.0,4,2
9428,starter,0.8,4.0,81.0,0,0
9429,team,2.4,3.0,58.0,0,0
9430,starter,3.6,0.0,46.0,0,0
9431,starter,1.9,2.0,32.0,3,0
9432,starter,5.1,11.0,20.0,3,1
9433,team,0.9,2.0,29.0,3,0
9434,starter,0.2,4.0,55.0,0,0
9435,starter,2.2,5.0,6.0,3,0
9436,starter,5.8,8.0,36.0,3,1
9437,team,0.9,4.0,237.0,1,2
9438,team,1.7,1.0,43.0,0,0
9439,team,4.4,9.0,58.0,0,1
9440,starter,3.0,2.0,15.0,3,0
9441,starter,5.4,15.0,39.0,3,1
9442,starter,5.7,12.0,8.0,3,1
9443,starter,3.3,2.0,12.0,3,0
9444,starter,3.0,13.0,40.0,3,1
9445,team,2.0,3.0,14.0,3,0
9446,starter,1.9,4.0,13.0,3,0
9447,business,1.4,1.0,364.0,1,2
9448,starter,5.3,9.0,191.0,2,1
9449,starter,2.9,0.0,93.0,0,0
9450,starter,4.6,13.0,7.0,3,1
9451,starter,1.0,0.0,29.0,3,0
9452,starter,7.0,14.0,8.0,3,1
9453,team,6.3,8.0,25.0,3,1
9454,starter,5.7,11.0,48.0,0,1
9455,business,2.5,3.0,24.0,3,0
9456,team,1.7,0.0,38.0,3,0
9457,team,5.0,6.0,56.0,0,1
9458,team,1.5,2.0,9.0,3,0
9459,starter,2.0,6.0,10.0,3,0
9460,starter,1.2,6.0,22.0,3,0
9461,starter,0.1,0.0,31.0,3,0
9462,business,1.5,3.0,6.0,3,0
9463,starter,5.5,10.0,3.0,3,1
9464,team,1.5,5.0,15.0,3,0
9465,team,2.3,4.0,15.0,3,0
9466,starter,2.0,1.0,48.0,0,0
9467,team,2.6,8.0,32.0,3,0
9468,starter,1.8,5.0,8.0,3,0
9469,team,1.5,1.0,46.0,0,0
9470,team,5.8,14.0,285.0,1,2
9471,starter,2.5,5.0,57.0,0,0
9472,starter,4.8,14.0,78.0,0,1
9473,team,4.4,8.0,70.0,0,1
9474,team,6.6,11.0,14.0,3,1
9475,team,1.2,1.0,28.0,3,0
9476,starter,5.6,11.0,58.0,0,1
9477,team,4.8,10.0,75.0,0,1
9478,business,5.5,12.0,187.0,2,1
9479,starter,3.0,1.0,56.0,0,0
9480,starter,6.9,13.0,17.0,3,1
9481,starter,4.0,10.0,13.0,3,1
9482,team,0.3,4.0,19.0,3,0
9483,team,2.0,11.0,194.0,2,2
9484,team,5.9,12.0,16.0,3,1
9485,starter,6.8,13.0,392.0,1,2
9486,team,5.5,10.0,11.0,3,1
9487,business,1.4,5.0,6.0,3,0
9488,starter,6.1,10.0,241.0,1,2
9489,starter,0.8,4.0,5.0,3,0
9490,team,5.9,11.0,17.0,3,1
9491,starter,3.0,1.0,10.0,3,0
9492,team,2.9,0.0,55.0,0,0
9493,business,2.4,1.0,41.0,3,0
9494,starter,4.8,9.0,163.0,2,1
9495,team,4.9,10.0,20.0,3,1
9496,business,4.4,14.0,34.0,3,1
9497,starter,3.5,1.0,39.0,3,0
9498,team,2.9,4.0,8.0,3,0
9499,team,5.2,17.0,21.0,3,1
9500,team,1.6,1.0,7.0,3,0
9501,starter,5.5,12.0,5.0,3,1
9502,starter,1.0,5.0,110.0,2,0
9503,business,5.8,11.0,30.0,3,1
9504,starter,2.2,3.0,10.0,3,0
9505,business,5.7,12.0,47.0,0,1
9506,team,1.7,8.0,4.0,3,0
9507,business,0.0,1.0,49.0,0,0
9508,team,1.5,4.0,29.0,3,0
9509,team,0.3,3.0,22.0,3,0
9510,starter,3.6,16.0,20.0,3,1
9511,starter,7.0,14.0,19.0,3,1
9512,business,4.8,15.0,38.0,3,1
9513,team,5.1,12.0,59.0,0,1
9514,team,5.0,12.0,93.0,0,1
9515,starter,4.4,11.0,53.0,0,1
9516,starter,3.2,2.0,65.0,0,0
9517,team,0.0,1.0,155.0,2,0
9518,starter,2.1,4.0,309.0,1,2
9519,team,1.1,5.0,13.0,3,0
9520,starter,6.5,12.0,105.0,0,1
9521,team,2.5,0.0,340.0,1,2
9522,starter,1.7,4.0,60.0,0,0
9523,starter,0.2,9.0,138.0,2,0
9524,starter,2.4,3.0,6.0,3,0
9525,team,2.6,1.0,177.0,2,0
9526,team,2.3,6.0,11.0,3,0
9527,starter,1.4,1.0,6.0,3,0
9528,starter,2.3,3.0,37.0,3,0
9529,starter,0.9,4.0,7.0,3,0
9530,starter,5.5,10.0,84.0,0,1
9531,business,5.6,9.0,12.0,3,1
9532,starter,5.0,12.0,2.0,3,1
9533,team,0.7,0.0,18.0,3,0
9534,team,5.0,12.0,46.0,0,1
9535,starter,4.4,12.0,27.0,3,1
9536,starter,0.5,1.0,20.0,3,0
9537,starter,2.7,5.0,27.0,3,0
9538,business,5.1,8.0,13.0,3,1
9539,starter,1.1,4.0,16.0,3,0
9540,starter,4.7,9.0,6.0,3,1
9541,business,5.7,8.0,14.0,3,1
9542,team,4.9,10.0,135.0,2,1
9543,team,4.5,11.0,142.0,2,1
9544,business,1.9,5.0,10.0,3,0
9545,starter,1.8,4.0,49.0,0,0
9546,team,0.7,1.0,17.0,3,0
9547,starter,0.6,3.0,5.0,3,0
9548,business,6.5,5.0,24.0,3,1
9549,starter,5.0,13.0,3.0,3,1
9550,team,6.4,11.0,52.0,0,1
9551,starter,2.2,3.0,20.0,3,0
9552,starter,1.6,2.0,4.0,3,0
9553,starter,1.4,0.0,96.0,0,0
9554,team,6.8,12.0,18.0,3,1
9555,business,1.0,3.0,29.0,3,0
9556,starter,1.3,3.0,10.0,3,0
9557,starter,4.4,13.0,8.0,3,1
9558,starter,1.5,3.0,11.0,3,0
9559,starter,4.3,10.0,8.0,3,1
9560,starter,1.7,5.0,92.0,0,0
9561,team,4.0,10.0,22.0,3,1
9562,team,2.1,1.0,8.0,3,0
9563,starter,2.0,0.0,13.0,3,0
9564,starter,1.8,2.0,26.0,3,0
9565,team,1.0,2.0,2.0,3,0
9566,business,2.9,1.0,78.0,0,0
9567,business,7.0,12.0,105.0,0,1
9568,starter,5.1,7.0,13.0,3,1
9569,starter,4.5,11.0,53.0,0,1
9570,team,2.3,3.0,17.0,3,0
9571,business,5.0,13.0,71.0,0,1
9572,starter,1.8,3.0,28.0,3,0
9573,team,5.9,10.0,51.0,0,1
9574,starter,0.3,5.0,24.0,3,0
9575,business,5.9,14.0,53.0,0,1
9576,team,4.2,12.0,19.0,3,1
9577,team,0.4,1.0,30.0,3,0
9578,business,4.8,12.0,61.0,0,1
9579,team,3.1,0.0,25.0,3,0
9580,business,1.0,6.0,75.0,0,0
9581,starter,2.1,4.0,33.0,3,0
9582,starter,4.3,9.0,8.0,3,1
9583,team,2.2,7.0,8.0,3,0
9584,starter,5.5,8.0,141.0,2,1
9585,starter,6.4,13.0,43.0,0,1
9586,team,5.4,10.0,37.0,3,1
9587,team,5.2,10.0,25.0,3,1
9588,team,0.0,0.0,13.0,3,0
9589,starter,5.5,7.0,6.0,3,1
9590,business,2.4,3.0,48.0,0,0
9591,business,5.4,9.0,7.0,3,1
9592,team,1.8,5.0,6.0,3,0
9593,team,5.8,11.0,16.0,3,1
9594,team,2.5,4.0,36.0,3,0
9595,starter,4.3,15.0,8.0,3,1
9596,starter,1.6,0.0,13.0,3,0
9597,team,5.6,11.0,33.0,3,1
9598,team,1.9,2.0,4.0,3,0
9599,starter,4.3,12.0,18.0,3,1
9600,team,0.0,3.0,2.0,3,0
9601,starter,1.9,2.0,376.0,1,2
9602,business,5.9,9.0,17.0,3,1
9603,starter,6.9,10.0,24.0,3,1
9604,starter,5.6,8.0,18.0,3,1
9605,team,4.4,12.0,32.0,3,1
9606,starter,2.1,0.0,44.0,0,0
9607,starter,1.5,4.0,31.0,3,0
9608,starter,4.6,12.0,6.0,3,1
9609,business,3.8,11.0,73.0,0,1
9610,team,0.0,2.0,44.0,0,0
9611,starter,4.5,13.0,10.0,3,1
9612,starter,1.2,5.0,10.0,3,0
9613,starter,5.3,13.0,203.0,2,1
9614,business,5.2,10.0,101.0,0,1
9615,team,1.8,4.0,28.0,3,0
9616,starter,3.5,3.0,80.0,0,0
9617,business,1.6,2.0,36.0,3,0
9618,starter,3.0,5.0,24.0,3,0
9619,team,4.5,8.0,48.0,0,1
9620,business,0.9,2.0,166.0,2,0
9621,starter,1.1,0.0,39.0,3,0
9622,starter,3.4,7.0,17.0,3,0
9623,business,3.3,6.0,24.0,3,0
9624,team,1.9,4.0,18.0,3,0
9625,team,2.3,4.0,347.0,1,2
9626,starter,3.3,0.0,105.0,0,0
9627,business,5.7,11.0,18.0,3,1
9628,starter,3.2,5.0,5.0,3,0
9629,team,2.9,7.0,26.0,3,0
9630,starter,2.9,4.0,45.0,0,0
9631,team,5.5,12.0,57.0,0,1
9632,business,4.7,15.0,323.0,1,2
9633,starter,6.3,9.0,20.0,3,1
9634,starter,5.2,15.0,26.0,3,1
9635,team,0.9,3.0,94.0,0,0
9636,team,0.0,4.0,4.0,3,0
9637,starter,7.0,13.0,23.0,3,1
9638,team,0.0,8.0,83.0,0,0
9639,starter,5.3,13.0,59.0,0,1
9640,starter,6.8,15.0,35.0,3,1
9641,starter,2.3,3.0,9.0,3,0
9642,starter,1.0,5.0,17.0,3,0
9643,starter,1.4,5.0,83.0,0,0
9644,team,4.6,8.0,20.0,3,1
9645,starter,1.9,4.0,6.0,3,0
9646,starter,1.5,3.0,48.0,0,0
9647,team,0.3,4.0,7.0,3,0
9648,team,3.8,15.0,7.0,3,1
9649,team,2.7,4.0,21.0,3,0
9650,starter,3.9,12.0,20.0,3,1
9651,starter,4.1,11.0,130.0,2,1
9652,business,7.0,11.0,19.0,3,1
9653,starter,4.4,8.0,3.0,3,1
9654,team,0.3,3.0,62.0,0,0
9655,starter,0.6,1.0,43.0,0,0
9656,starter,2.4,0.0,9.0,3,0
9657,team,0.9,5.0,5.0,3,0
9658,team,1.5,1.0,299.0,1,2
9659,business,2.9,9.0,60.0,0,1
9660,starter,4.6,7.0,21.0,3,1
9661,team,1.6,6.0,86.0,0,0
9662,team,5.2,14.0,13.0,3,1
9663,team,6.7,12.0,30.0,3,1
9664,starter,2.1,2.0,18.0,3,0
9665,team,0.0,4.0,16.0,3,0
9666,team,3.6,12.0,41.0,3,1
9667,starter,4.3,11.0,98.0,0,1
9668,team,4.9,12.0,16.0,3,1
9669,starter,5.2,7.0,23.0,3,1
9670,team,5.8,11.0,55.0,0,1
9671,team,0.0,2.0,4.0,3,0
9672,team,3.0,11.0,17.0,3,1
9673,starter,6.0,11.0,11.0,3,1
9674,team,4.2,8.0,92.0,0,1
9675,team,0.0,4.0,19.0,3,0
9676,starter,4.2,12.0,90.0,0,1
9677,team,1.1,0.0,2.0,3,0
9678,team,4.0,8.0,143.0,2,1
9679,team,0.4,6.0,29.0,3,0
9680,starter,2.6,0.0,5.0,3,0
9681,starter,4.1,13.0,47.0,0,1
9682,team,5.5,13.0,178.0,2,1
9683,starter,1.8,7.0,60.0,0,0
9684,business,1.2,2.0,19.0,3,0
9685,starter,3.9,1.0,20.0,3,0
9686,starter,0.2,1.0,49.0,0,0
9687,business,4.1,1.0,11.0,3,0
9688,starter,4.2,7.0,126.0,2,1
9689,starter,1.3,0.0,53.0,0,0
9690,business,5.5,10.0,63.0,0,1
9691,business,6.3,10.0,10.0,3,1
9692,business,5.9,13.0,4.0,3,1
9693,starter,1.2,5.0,69.0,0,0
9694,business,1.2,3.0,27.0,3,0
9695,team,6.3,7.0,9.0,3,1
9696,starter,6.7,12.0,55.0,0,1
9697,starter,1.0,2.0,70.0,0,0
9698,starter,2.8,0.0,52.0,0,0
9699,business,5.7,10.0,17.0,3,1
9700,team,1.8,1.0,5.0,3,0
9701,starter,0.5,3.0,44.0,0,0
9702,starter,3.9,12.0,310.0,1,2
9703,team,2.0,6.0,55.0,0,0
9704,starter,0.0,1.0,66.0,0,0
9705,team,4.7,11.0,17.0,3,1
9706,team,2.0,1.0,19.0,3,0
9707,starter,0.0,2.0,6.0,3,0
9708,business,6.8,8.0,212.0,2,1
9709,starter,6.8,11.0,131.0,2,1
9710,starter,4.1,12.0,44.0,0,1
9711,starter,5.1,10.0,9.0,3,1
9712,starter,5.1,14.0,29.0,3,1
9713,team,1.0,3.0,25.0,3,0
9714,team,1.1,5.0,51.0,0,0
9715,starter,2.1,2.0,15.0,3,0
9716,starter,6.9,11.0,32.0,3,1
9717,starter,1.7,7.0,62.0,0,0
9718,starter,1.7,1.0,34.0,3,0
9719,starter,1.7,4.0,101.0,0,0
9720,starter,4.5,7.0,11.0,3,1
9721,team,2.2,2.0,7.0,3,0
9722,business,1.1,5.0,37.0,3,0
9723,starter,0.6,8.0,61.0,0,0
9724,team,5.8,13.0,126.0,2,1
9725,starter,3.3,11.0,13.0,3,1
9726,team,4.7,10.0,19.0,3,1
9727,team,1.2,2.0,26.0,3,0
9728,starter,1.5,3.0,5.0,3,0
9729,starter,0.1,3.0,12.0,3,0
9730,business,0.6,6.0,21.0,3,0
9731,business,1.4,1.0,33.0,3,0
9732,starter,2.2,1.0,11.0,3,0
9733,starter,5.1,13.0,49.0,0,1
9734,team,1.4,4.0,9.0,3,0
9735,starter,0.8,2.0,5.0,3,0
9736,team,1.6,3.0,25.0,3,0
9737,business,0.0,4.0,7.0,3,0
9738,business,5.8,10.0,11.0,3,1
9739,team,2.6,1.0,29.0,3,0
9740,team,5.2,11.0,17.0,3,1
9741,starter,0.6,5.0,29.0,3,0
9742,starter,2.9,1.0,72.0,0,0
9743,team,4.5,10.0,11.0,3,1
9744,team,6.5,12.0,16.0,3,1
9745,team,1.3,0.0,25.0,3,0
9746,business,0.8,2.0,30.0,3,0
9747,starter,5.0,13.0,26.0,3,1
9748,business,4.5,9.0,13.0,3,1
9749,team,1.4,4.0,22.0,3,0
9750,starter,5.7,16.0,23.0,3,1
9751,starter,1.3,4.0,13.0,3,0
9752,team,1.1,1.0,20.0,3,0
9753,starter,5.2,16.0,13.0,3,1
9754,starter,2.0,5.0,26.0,3,0
9755,team,1.6,5.0,9.0,3,0
9756,starter,2.1,4.0,30.0,3,0
9757,starter,5.8,9.0,184.0,2,1
9758,business,5.5,11.0,5.0,3,1
9759,team,5.9,11.0,40.0,3,1
9760,starter,5.2,15.0,6.0,3,1
9761,starter,6.3,14.0,27.0,3,1
9762,team,2.0,2.0,9.0,3,0
9763,team,6.0,12.0,15.0,3,1
9764,business,5.0,12.0,39.0,3,1
9765,starter,3.8,14.0,37.0,3,1
9766,starter,4.8,13.0,25.0,3,1
9767,starter,5.2,8.0,31.0,3,1
9768,business,5.6,14.0,96.0,0,1
9769,team,5.2,8.0,41.0,3,1
9770,business,6.7,10.0,36.0,3,1
9771,team,3.9,8.0,46.0,0,1
9772,business,0.0,2.0,13.0,3,0
9773,starter,1.4,5.0,84.0,0,0
9774,starter,0.9,3.0,11.0,3,0
9775,team,5.2,13.0,33.0,3,1
9776,business,2.3,5.0,59.0,0,0
9777,starter,4.3,3.0,16.0,3,0
9778,starter,3.9,10.0,54.0,0,1
9779,team,4.1,14.0,15.0,3,1
9780,team,5.1,13.0,24.0,3,1
9781,team,3.7,13.0,1.0,3,1
9782,business,4.5,14.0,80.0,0,1
9783,team,2.9,2.0,77.0,0,0
9784,starter,5.1,10.0,106.0,0,1
9785,starter,5.2,11.0,173.0,2,1
9786,team,6.3,10.0,64.0,0,1
9787,team,0.0,2.0,17.0,3,0
9788,team,1.7,1.0,124.0,2,0
9789,starter,5.2,11.0,154.0,2,1
9790,business,5.5,10.0,18.0,3,1
9791,team,4.2,12.0,5.0,3,1
9792,starter,1.2,4.0,31.0,3,0
9793,starter,1.5,6.0,130.0,2,0
9794,team,5.9,12.0,11.0,3,1
9795,starter,4.5,11.0,153.0,2,1
9796,team,5.8,12.0,60.0,0,1
9797,team,0.0,3.0,142.0,2,0
9798,starter,2.0,4.0,17.0,3,0
9799,team,6.0,10.0,35.0,3,1
9800,starter,4.3,11.0,17.0,3,1
9801,team,1.3,0.0,21.0,3,0
9802,starter,5.2,13.0,29.0,3,1
9803,business,1.9,3.0,12.0,3,0
9804,starter,6.4,12.0,8.0,3,1
9805,team,1.8,0.0,37.0,3,0
9806,team,5.0,9.0,53.0,0,1
9807,starter,1.4,2.0,10.0,3,0
9808,business,1.9,0.0,1.0,3,0
9809,starter,2.4,5.0,5.0,3,0
9810,starter,5.5,12.0,8.0,3,1
9811,starter,1.1,3.0,45.0,0,0
9812,business,4.9,13.0,53.0,0,1
9813,team,0.8,0.0,17.0,3,0
9814,team,4.4,9.0,63.0,0,1
9815,starter,1.1,5.0,22.0,3,0
9816,starter,1.0,5.0,54.0,0,0
9817,starter,2.3,3.0,6.0,3,0
9818,team,4.0,12.0,16.0,3,1
9819,starter,1.7,3.0,18.0,3,0
9820,starter,4.1,10.0,7.0,3,1
9821,team,2.4,2.0,64.0,0,0
9822,starter,1.9,1.0,70.0,0,0
9823,starter,6.4,11.0,4.0,3,1
9824,team,5.7,10.0,198.0,2,1
9825,starter,4.2,13.0,10.0,3,1
9826,starter,5.2,7.0,36.0,3,1
9827,starter,1.0,3.0,16.0,3,0
9828,business,1.1,2.0,11.0,3,0
9829,team,4.2,9.0,21.0,3,1
9830,starter,4.9,10.0,173.0,2,1
9831,starter,1.7,6.0,13.0,3,0
9832,starter,5.4,15.0,22.0,3,1
9833,starter,4.0,0.0,76.0,0,0
9834,team,5.0,13.0,39.0,3,1
9835,business,1.7,0.0,8.0,3,0
9836,team,1.5,0.0,17.0,3,0
9837,team,5.0,9.0,9.0,3,1
9838,business,4.9,8.0,30.0,3,1
9839,business,5.3,13.0,3.0,3,1
9840,starter,1.4,6.0,14.0,3,0
9841,starter,5.9,7.0,29.0,3,1
9842,business,2.0,4.0,17.0,3,0
9843,business,4.3,12.0,24.0,3,1
9844,starter,5.2,10.0,14.0,3,1
9845,team,1.9,2.0,55.0,0,0
9846,business,1.3,2.0,26.0,3,0
9847,business,1.4,2.0,136.0,2,0
9848,starter,5.1,9.0,53.0,0,1
9849,starter,2.2,2.0,18.0,3,0
9850,starter,1.8,3.0,27.0,3,0
9851,starter,4.7,11.0,292.0,1,2
9852,starter,1.6,0.0,40.0,3,0
9853,starter,6.4,12.0,22.0,3,1
9854,team,4.3,8.0,5.0,3,1
9855,team,5.8,9.0,5.0,3,1
9856,team,1.4,0.0,81.0,0,0
9857,team,7.0,7.0,31.0,3,1
9858,team,5.8,11.0,6.0,3,1
9859,starter,5.3,9.0,25.0,3,1
9860,starter,1.5,6.0,9.0,3,0
9861,starter,0.1,2.0,9.0,3,0
9862,business,4.7,13.0,6.0,3,1
9863,team,7.0,9.0,75.0,0,1
9864,team,1.9,1.0,11.0,3,0
9865,starter,4.9,12.0,5.0,3,1
9866,starter,5.2,10.0,16.0,3,1
9867,starter,1.6,1.0,82.0,0,0
9868,starter,4.3,11.0,2.0,3,1
9869,starter,1.7,5.0,10.0,3,0
9870,starter,2.1,4.0,131.0,2,0
9871,starter,3.8,12.0,82.0,0,1
9872,team,5.0,16.0,66.0,0,1
9873,starter,0.0,5.0,4.0,3,0
9874,team,0.0,2.0,22.0,3,0
9875,starter,2.4,3.0,12.0,3,0
9876,team,2.8,0.0,14.0,3,0
9877,team,3.4,2.0,39.0,3,0
9878,team,4.0,14.0,5.0,3,1
9879,starter,5.1,12.0,31.0,3,1
9880,team,1.3,0.0,42.0,0,0
9881,business,2.6,1.0,3.0,3,0
9882,starter,1.9,0.0,4.0,3,0
9883,team,5.3,16.0,53.0,0,1
9884,team,2.2,2.0,25.0,3,0
9885,business,4.8,8.0,32.0,3,1
9886,team,2.5,6.0,9.0,3,0
9887,business,4.9,11.0,43.0,0,1
9888,business,6.3,9.0,8.0,3,1
9889,team,5.4,9.0,33.0,3,1
9890,business,5.4,8.0,37.0,3,1
9891,starter,0.5,2.0,109.0,2,0
9892,starter,0.1,2.0,14.0,3,0
9893,starter,3.7,12.0,3.0,3,1
9894,business,2.1,1.0,12.0,3,0
9895,business,3.2,10.0,46.0,0,1
9896,starter,2.9,4.0,12.0,3,0
9897,starter,4.9,14.0,38.0,3,1
9898,starter,0.3,7.0,58.0,0,0
9899,team,5.5,13.0,14.0,3,1
9900,team,0.4,0.0,45.0,0,0
9901,starter,1.6,2.0,24.0,3,0
9902,starter,5.0,12.0,5.0,3,1
9903,starter,2.7,1.0,19.0,3,0
9904,team,2.5,0.0,15.0,3,0
9905,team,6.1,7.0,172.0,2,1
9906,starter,4.8,11.0,46.0,0,1
9907,starter,2.8,1.0,37.0,3,0
9908,team,1.5,2.0,7.0,3,0
9909,starter,1.7,0.0,26.0,3,0
9910,business,2.0,4.0,50.0,0,0
9911,starter,1.9,1.0,3.0,3,0
9912,business,0.3,0.0,15.0,3,0
9913,team,2.2,0.0,5.0,3,0
9914,team,0.1,0.0,23.0,3,0
9915,team,5.7,12.0,25.0,3,1
9916,team,5.1,12.0,61.0,0,1
9917,business,5.3,9.0,148.0,2,1
9918,team,0.6,1.0,23.0,3,0
9919,business,2.6,7.0,17.0,3,0
9920,starter,5.1,13.0,63.0,0,1
9921,team,6.0,14.0,8.0,3,1
9922,starter,0.9,4.0,19.0,3,0
9923,starter,0.9,3.0,8.0,3,0
9924,starter,5.3,11.0,50.0,0,1
9925,starter,6.2,14.0,35.0,3,1
9926,business,3.9,16.0,5.0,3,1
9927,starter,1.1,4.0,3.0,3,0
9928,starter,1.1,3.0,76.0,0,0
9929,business,4.9,13.0,39.0,3,1
9930,team,1.2,5.0,25.0,3,0
9931,team,2.6,3.0,49.0,0,0
